YearAndMonth,Year,RegionName,Metro,State,SizeRank,Price Reduction
2014-03,2014,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,2.321
2014-03,2014,McKinney,Dallas-Fort Worth-Arlington,TX,196,3.176
2014-03,2014,Odessa,Odessa,TX,203,3.191
2014-03,2014,Midland,Midland,TX,206,3.648
2014-03,2014,Tyler,Tyler,TX,210,3.293
2014-03,2014,Cypress,Houston-The Woodlands-Sugar Land,TX,213,1.789
2014-03,2014,Round Rock,Austin-Round Rock,TX,214,1.961
2014-03,2014,Edinburg,McAllen-Edinburg-Mission,TX,221,4.04
2014-03,2014,Conroe,Houston-The Woodlands-Sugar Land,TX,222,2.96
2014-03,2014,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,4.914
2014-03,2014,Beaumont,Beaumont-Port Arthur,TX,228,3.969
2014-03,2014,Frisco,Dallas-Fort Worth-Arlington,TX,230,2.873
2014-03,2014,Mesquite,Dallas-Fort Worth-Arlington,TX,238,4.615
2014-03,2014,McAllen,McAllen-Edinburg-Mission,TX,245,3.848
2014-03,2014,Abilene,Abilene,TX,257,5.518
2014-03,2014,Carrollton,Dallas-Fort Worth-Arlington,TX,266,3.334
2014-03,2014,Waco,Waco,TX,274,2.313
2014-03,2014,Pearland,Houston-The Woodlands-Sugar Land,TX,277,2.001
2014-03,2014,Denton,Dallas-Fort Worth-Arlington,TX,279,2.327
2014-03,2014,College Station,College Station-Bryan,TX,322,2.382
2014-03,2014,Lewisville,Dallas-Fort Worth-Arlington,TX,329,2.811
2014-03,2014,Richardson,Dallas-Fort Worth-Arlington,TX,353,2.548
2014-03,2014,Wichita Falls,Wichita Falls,TX,367,3.373
2014-03,2014,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.335
2014-03,2014,Longview,Longview,TX,380,3.393
2014-03,2014,League City,Houston-The Woodlands-Sugar Land,TX,403,1.9
2014-03,2014,Bryan,College Station-Bryan,TX,415,3.091
2014-03,2014,New Braunfels,San Antonio-New Braunfels,TX,430,2.009
2014-03,2014,Allen,Dallas-Fort Worth-Arlington,TX,441,2.39
2014-03,2014,San Angelo,San Angelo,TX,476,2.779
2014-03,2014,Georgetown,Austin-Round Rock,TX,490,2.177
2014-03,2014,Victoria,Victoria,TX,499,3.226
2014-03,2014,Pflugerville,Austin-Round Rock,TX,506,2.235
2014-03,2014,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,2.762
2014-03,2014,Mission,McAllen-Edinburg-Mission,TX,596,4.431
2014-03,2014,Richmond,Houston-The Woodlands-Sugar Land,TX,600,1.639
2014-03,2014,Tomball,Houston-The Woodlands-Sugar Land,TX,606,2.222
2014-03,2014,Temple,Killeen-Temple,TX,626,2.943
2014-03,2014,Pharr,McAllen-Edinburg-Mission,TX,637,4.781
2014-03,2014,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,2.72
2014-03,2014,Baytown,Houston-The Woodlands-Sugar Land,TX,653,4.409
2014-03,2014,San Marcos,Austin-Round Rock,TX,661,2.899
2014-03,2014,Flower Mound,Dallas-Fort Worth-Arlington,TX,673,3.077
2014-03,2014,Cedar Park,Austin-Round Rock,TX,715,2.209
2014-03,2014,North Richland Hills,Dallas-Fort Worth-Arlington,TX,743,2.049
2014-03,2014,Huntsville,Huntsville,TX,782,3.158
2014-03,2014,Mansfield,Dallas-Fort Worth-Arlington,TX,789,2.703
2014-03,2014,Harlingen,Brownsville-Harlingen,TX,810,3.924
2014-03,2014,Texarkana,Texarkana,TX,863,5.224
2014-03,2014,Euless,Dallas-Fort Worth-Arlington,TX,945,2.858
2014-03,2014,Port Arthur,Beaumont-Port Arthur,TX,950,6.015
2014-03,2014,Desoto,Dallas-Fort Worth-Arlington,TX,981,3.164
2014-03,2014,Grapevine,Dallas-Fort Worth-Arlington,TX,1058,2.434
2014-03,2014,Waxahachie,Dallas-Fort Worth-Arlington,TX,1064,2.246
2014-03,2014,Little Elm,Dallas-Fort Worth-Arlington,TX,1067,2.598
2014-03,2014,Cedar Hill,Dallas-Fort Worth-Arlington,TX,1083,3.211
2014-03,2014,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,3.826
2014-03,2014,Bedford,Dallas-Fort Worth-Arlington,TX,1095,2.633
2014-03,2014,Rowlett,Dallas-Fort Worth-Arlington,TX,1117,4.11
2014-03,2014,Wylie,Dallas-Fort Worth-Arlington,TX,1155,2.372
2014-03,2014,Granbury,Dallas-Fort Worth-Arlington,TX,1159,3.389
2014-03,2014,Katy,Houston-The Woodlands-Sugar Land,TX,1167,2.175
2014-03,2014,Seguin,San Antonio-New Braunfels,TX,1172,3.717
2014-03,2014,Haltom City,Dallas-Fort Worth-Arlington,TX,1216,3.533
2014-03,2014,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,5.131
2014-03,2014,Keller,Dallas-Fort Worth-Arlington,TX,1272,2.273
2014-03,2014,Coppell,Dallas-Fort Worth-Arlington,TX,1275,2.095
2014-03,2014,Lancaster,Dallas-Fort Worth-Arlington,TX,1322,1.845
2014-03,2014,Cleburne,Dallas-Fort Worth-Arlington,TX,1349,2.368
2014-03,2014,Kerrville,Kerrville,TX,1352,4.324
2014-03,2014,Burleson,Dallas-Fort Worth-Arlington,TX,1360,2.129
2014-03,2014,Belton,Killeen-Temple,TX,1371,2.568
2014-03,2014,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,2.95
2014-03,2014,Duncanville,Dallas-Fort Worth-Arlington,TX,1392,3.705
2014-03,2014,Palestine,Palestine,TX,1402,4.891
2014-03,2014,Boerne,San Antonio-New Braunfels,TX,1416,2.865
2014-03,2014,Hurst,Dallas-Fort Worth-Arlington,TX,1418,2.223
2014-03,2014,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,2.942
2014-03,2014,Copperas Cove,Killeen-Temple,TX,1441,4.396
2014-03,2014,Converse,San Antonio-New Braunfels,TX,1448,2.516
2014-03,2014,Rockwall,Dallas-Fort Worth-Arlington,TX,1501,2.632
2014-03,2014,Greenville,Dallas-Fort Worth-Arlington,TX,1537,3.339
2014-03,2014,Paris,Paris,TX,1558,5.69
2014-03,2014,Big Spring,Big Spring,TX,1561,6.142
2014-03,2014,Leander,Austin-Round Rock,TX,1566,2.285
2014-03,2014,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,5.018
2014-03,2014,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,2.989
2014-03,2014,Lufkin,Lufkin,TX,1721,2.646
2014-03,2014,Cibolo,San Antonio-New Braunfels,TX,1728,1.962
2014-03,2014,Terrell,Dallas-Fort Worth-Arlington,TX,1730,5.369
2014-03,2014,Porter,Houston-The Woodlands-Sugar Land,TX,1733,2.779
2014-03,2014,Kyle,Austin-Round Rock,TX,1765,2.327
2014-03,2014,Midlothian,Dallas-Fort Worth-Arlington,TX,1771,2
2014-03,2014,Southlake,Dallas-Fort Worth-Arlington,TX,1791,2.083
2014-03,2014,Willis,Houston-The Woodlands-Sugar Land,TX,1799,2.942
2014-03,2014,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,3.258
2014-03,2014,Schertz,San Antonio-New Braunfels,TX,1831,2.461
2014-03,2014,Stephenville,Stephenville,TX,1908,4.958
2014-03,2014,Harker Heights,Killeen-Temple,TX,1914,2.302
2014-03,2014,Hutto,Austin-Round Rock,TX,1918,2.564
2014-03,2014,Brenham,Brenham,TX,1924,3.849
2014-03,2014,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,3.97
2014-03,2014,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,5.116
2014-03,2014,Colleyville,Dallas-Fort Worth-Arlington,TX,2080,3.184
2014-03,2014,Bastrop,Austin-Round Rock,TX,2123,3.742
2014-03,2014,Athens,Athens,TX,2164,7.752
2014-03,2014,University Park,Dallas-Fort Worth-Arlington,TX,2166,3.416
2014-03,2014,Azle,Dallas-Fort Worth-Arlington,TX,2179,3.346
2014-03,2014,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,2.499
2014-03,2014,Fredericksburg,Fredericksburg,TX,2310,4.8
2014-03,2014,Benbrook,Dallas-Fort Worth-Arlington,TX,2316,3.445
2014-03,2014,Royse City,Dallas-Fort Worth-Arlington,TX,2375,3.03
2014-03,2014,Helotes,San Antonio-New Braunfels,TX,2392,2.371
2014-03,2014,Floresville,San Antonio-New Braunfels,TX,2409,3.054
2014-03,2014,Nederland,Beaumont-Port Arthur,TX,2493,5.263
2014-03,2014,Corinth,Dallas-Fort Worth-Arlington,TX,2503,2.106
2014-03,2014,Sachse,Dallas-Fort Worth-Arlington,TX,2505,2.24
2014-03,2014,Forney,Dallas-Fort Worth-Arlington,TX,2560,2.223
2014-03,2014,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,2.174
2014-03,2014,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,3.16
2014-03,2014,Buda,Austin-Round Rock,TX,2762,2.394
2014-03,2014,Marble Falls,NA,TX,2826,4.603
2014-03,2014,Lumberton,Beaumont-Port Arthur,TX,2838,3.719
2014-03,2014,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,2.454
2014-03,2014,Portland,Corpus Christi,TX,2876,3.932
2014-03,2014,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,4.167
2014-03,2014,Prosper,Dallas-Fort Worth-Arlington,TX,2920,2.381
2014-03,2014,Spring Branch,San Antonio-New Braunfels,TX,2922,4.985
2014-03,2014,Dripping Springs,Austin-Round Rock,TX,2930,3.103
2014-03,2014,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,4.085
2014-03,2014,Sanger,Dallas-Fort Worth-Arlington,TX,2980,1.19
2014-03,2014,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,2.418
2014-03,2014,Horizon City,El Paso,TX,3102,3.807
2014-03,2014,Canyon Lake,San Antonio-New Braunfels,TX,3113,3.385
2014-03,2014,Bonham,Bonham,TX,3152,11.25
2014-03,2014,Wimberley,Austin-Round Rock,TX,3185,2.684
2014-03,2014,Timberwood Park,San Antonio-New Braunfels,TX,3224,1.961
2014-03,2014,Canton,NA,TX,3255,4.717
2014-03,2014,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,3.219
2014-03,2014,Liberty Hill,Austin-Round Rock,TX,3339,1.057
2014-03,2014,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,3.268
2014-03,2014,Celina,Dallas-Fort Worth-Arlington,TX,3422,3.061
2014-03,2014,Lakeway,Austin-Round Rock,TX,3452,1.468
2014-03,2014,Whitney,NA,TX,3542,4.04
2014-03,2014,Highland Park,Dallas-Fort Worth-Arlington,TX,3544,4.449
2014-03,2014,Spicewood,Austin-Round Rock,TX,3555,5.461
2014-03,2014,Fairview,Dallas-Fort Worth-Arlington,TX,3581,2.412
2014-03,2014,Trophy Club,Dallas-Fort Worth-Arlington,TX,3668,2.001
2014-03,2014,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,2.3
2014-03,2014,Lantana,Dallas-Fort Worth-Arlington,TX,3687,2.353
2014-03,2014,Bee Cave,Austin-Round Rock,TX,3701,1.254
2014-03,2014,Heath,Dallas-Fort Worth-Arlington,TX,3726,2.858
2014-03,2014,Fate,Dallas-Fort Worth-Arlington,TX,3732,2.323
2014-03,2014,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,2.109
2014-03,2014,Port Aransas,Corpus Christi,TX,3809,6.611
2014-03,2014,Laguna Vista,Brownsville-Harlingen,TX,3890,4.255
2014-03,2014,South Padre Island,Brownsville-Harlingen,TX,3916,4.931
2014-06,2014,Houston,Houston-The Woodlands-Sugar Land,TX,3,3.419
2014-06,2014,San Antonio,San Antonio-New Braunfels,TX,5,2.44
2014-06,2014,Dallas,Dallas-Fort Worth-Arlington,TX,10,3.291
2014-06,2014,Austin,Austin-Round Rock,TX,11,2.778
2014-06,2014,Fort Worth,Dallas-Fort Worth-Arlington,TX,17,2.778
2014-06,2014,El Paso,El Paso,TX,22,3.227
2014-06,2014,Arlington,Dallas-Fort Worth-Arlington,TX,52,3.07
2014-06,2014,Corpus Christi,Corpus Christi,TX,69,3.374
2014-06,2014,Plano,Dallas-Fort Worth-Arlington,TX,82,2.941
2014-06,2014,Lubbock,Lubbock,TX,90,3.225
2014-06,2014,Laredo,Laredo,TX,108,2.787
2014-06,2014,Garland,Dallas-Fort Worth-Arlington,TX,112,3.449
2014-06,2014,Spring,Houston-The Woodlands-Sugar Land,TX,113,2.859
2014-06,2014,Irving,Dallas-Fort Worth-Arlington,TX,119,2.693
2014-06,2014,Amarillo,Amarillo,TX,149,2.779
2014-06,2014,Brownsville,Brownsville-Harlingen,TX,157,3.849
2014-06,2014,Grand Prairie,Dallas-Fort Worth-Arlington,TX,165,2.634
2014-06,2014,Killeen,Killeen-Temple,TX,182,3.085
2014-06,2014,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,2.516
2014-06,2014,McKinney,Dallas-Fort Worth-Arlington,TX,196,2.751
2014-06,2014,Odessa,Odessa,TX,203,2.878
2014-06,2014,Midland,Midland,TX,206,3.158
2014-06,2014,Tyler,Tyler,TX,210,3.135
2014-06,2014,Cypress,Houston-The Woodlands-Sugar Land,TX,213,2.222
2014-06,2014,Round Rock,Austin-Round Rock,TX,214,2.141
2014-06,2014,Edinburg,McAllen-Edinburg-Mission,TX,221,4.131
2014-06,2014,Conroe,Houston-The Woodlands-Sugar Land,TX,222,2.985
2014-06,2014,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,3.584
2014-06,2014,Beaumont,Beaumont-Port Arthur,TX,228,4.022
2014-06,2014,Frisco,Dallas-Fort Worth-Arlington,TX,230,2.369
2014-06,2014,Mesquite,Dallas-Fort Worth-Arlington,TX,238,2.819
2014-06,2014,McAllen,McAllen-Edinburg-Mission,TX,245,3.846
2014-06,2014,Abilene,Abilene,TX,257,3.45
2014-06,2014,Carrollton,Dallas-Fort Worth-Arlington,TX,266,2.964
2014-06,2014,Waco,Waco,TX,274,2.604
2014-06,2014,Pearland,Houston-The Woodlands-Sugar Land,TX,277,1.965
2014-06,2014,Denton,Dallas-Fort Worth-Arlington,TX,279,2.44
2014-06,2014,College Station,College Station-Bryan,TX,322,2.715
2014-06,2014,Lewisville,Dallas-Fort Worth-Arlington,TX,329,2.713
2014-06,2014,Richardson,Dallas-Fort Worth-Arlington,TX,353,3.227
2014-06,2014,Wichita Falls,Wichita Falls,TX,367,3.487
2014-06,2014,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.647
2014-06,2014,Longview,Longview,TX,380,3.149
2014-06,2014,League City,Houston-The Woodlands-Sugar Land,TX,403,2.508
2014-06,2014,Bryan,College Station-Bryan,TX,415,3.957
2014-06,2014,New Braunfels,San Antonio-New Braunfels,TX,430,2.261
2014-06,2014,Allen,Dallas-Fort Worth-Arlington,TX,441,2.312
2014-06,2014,San Angelo,San Angelo,TX,476,3.374
2014-06,2014,Georgetown,Austin-Round Rock,TX,490,2.217
2014-06,2014,Victoria,Victoria,TX,499,2.832
2014-06,2014,Pflugerville,Austin-Round Rock,TX,506,2.382
2014-06,2014,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,2.77
2014-06,2014,Mission,McAllen-Edinburg-Mission,TX,596,3.939
2014-06,2014,Richmond,Houston-The Woodlands-Sugar Land,TX,600,2.025
2014-06,2014,Tomball,Houston-The Woodlands-Sugar Land,TX,606,2.399
2014-06,2014,Temple,Killeen-Temple,TX,626,3.017
2014-06,2014,Pharr,McAllen-Edinburg-Mission,TX,637,3.962
2014-06,2014,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,3.226
2014-06,2014,Baytown,Houston-The Woodlands-Sugar Land,TX,653,4.435
2014-06,2014,San Marcos,Austin-Round Rock,TX,661,3.226
2014-06,2014,Flower Mound,Dallas-Fort Worth-Arlington,TX,673,2.632
2014-06,2014,Cedar Park,Austin-Round Rock,TX,715,2.262
2014-06,2014,North Richland Hills,Dallas-Fort Worth-Arlington,TX,743,2.959
2014-06,2014,Huntsville,Huntsville,TX,782,4.258
2014-06,2014,Mansfield,Dallas-Fort Worth-Arlington,TX,789,2.204
2014-06,2014,Harlingen,Brownsville-Harlingen,TX,810,4.164
2014-06,2014,Texarkana,Texarkana,TX,863,4.762
2014-06,2014,Euless,Dallas-Fort Worth-Arlington,TX,945,2.913
2014-06,2014,Port Arthur,Beaumont-Port Arthur,TX,950,5.005
2014-06,2014,Desoto,Dallas-Fort Worth-Arlington,TX,981,3.578
2014-06,2014,Grapevine,Dallas-Fort Worth-Arlington,TX,1058,2.839
2014-06,2014,Waxahachie,Dallas-Fort Worth-Arlington,TX,1064,3.043
2014-06,2014,Little Elm,Dallas-Fort Worth-Arlington,TX,1067,2.308
2014-06,2014,Cedar Hill,Dallas-Fort Worth-Arlington,TX,1083,3.607
2014-06,2014,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,3.636
2014-06,2014,Bedford,Dallas-Fort Worth-Arlington,TX,1095,3.595
2014-06,2014,Rowlett,Dallas-Fort Worth-Arlington,TX,1117,2.789
2014-06,2014,Wylie,Dallas-Fort Worth-Arlington,TX,1155,3.247
2014-06,2014,Granbury,Dallas-Fort Worth-Arlington,TX,1159,2.71
2014-06,2014,Katy,Houston-The Woodlands-Sugar Land,TX,1167,2.505
2014-06,2014,Seguin,San Antonio-New Braunfels,TX,1172,2.988
2014-06,2014,Haltom City,Dallas-Fort Worth-Arlington,TX,1216,4.698
2014-06,2014,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,5.204
2014-06,2014,Keller,Dallas-Fort Worth-Arlington,TX,1272,1.961
2014-06,2014,Coppell,Dallas-Fort Worth-Arlington,TX,1275,2.657
2014-06,2014,Lancaster,Dallas-Fort Worth-Arlington,TX,1322,5.269
2014-06,2014,Cleburne,Dallas-Fort Worth-Arlington,TX,1349,3.091
2014-06,2014,Kerrville,Kerrville,TX,1352,4.011
2014-06,2014,Burleson,Dallas-Fort Worth-Arlington,TX,1360,2.992
2014-06,2014,Belton,Killeen-Temple,TX,1371,2.273
2014-06,2014,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,3.529
2014-06,2014,Duncanville,Dallas-Fort Worth-Arlington,TX,1392,3.606
2014-06,2014,Palestine,Palestine,TX,1402,4.971
2014-06,2014,Boerne,San Antonio-New Braunfels,TX,1416,2.667
2014-06,2014,Hurst,Dallas-Fort Worth-Arlington,TX,1418,2.429
2014-06,2014,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,2.481
2014-06,2014,Copperas Cove,Killeen-Temple,TX,1441,4.16
2014-06,2014,Converse,San Antonio-New Braunfels,TX,1448,2.383
2014-06,2014,Rockwall,Dallas-Fort Worth-Arlington,TX,1501,2.408
2014-06,2014,Greenville,Dallas-Fort Worth-Arlington,TX,1537,4.005
2014-06,2014,Paris,Paris,TX,1558,4.653
2014-06,2014,Big Spring,Big Spring,TX,1561,6.564
2014-06,2014,Leander,Austin-Round Rock,TX,1566,1.855
2014-06,2014,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,3.149
2014-06,2014,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,2.274
2014-06,2014,Lufkin,Lufkin,TX,1721,4.12
2014-06,2014,Cibolo,San Antonio-New Braunfels,TX,1728,2.236
2014-06,2014,Terrell,Dallas-Fort Worth-Arlington,TX,1730,5.471
2014-06,2014,Porter,Houston-The Woodlands-Sugar Land,TX,1733,2.279
2014-06,2014,Kyle,Austin-Round Rock,TX,1765,2.516
2014-06,2014,Midlothian,Dallas-Fort Worth-Arlington,TX,1771,1.803
2014-06,2014,Southlake,Dallas-Fort Worth-Arlington,TX,1791,3.704
2014-06,2014,Willis,Houston-The Woodlands-Sugar Land,TX,1799,3.601
2014-06,2014,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,3.031
2014-06,2014,Schertz,San Antonio-New Braunfels,TX,1831,2.441
2014-06,2014,Stephenville,Stephenville,TX,1908,2.951
2014-06,2014,Harker Heights,Killeen-Temple,TX,1914,2.681
2014-06,2014,Hutto,Austin-Round Rock,TX,1918,2.891
2014-06,2014,Brenham,Brenham,TX,1924,5.243
2014-06,2014,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,3.433
2014-06,2014,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,3.6
2014-06,2014,Colleyville,Dallas-Fort Worth-Arlington,TX,2080,2.406
2014-06,2014,Bastrop,Austin-Round Rock,TX,2123,2.667
2014-06,2014,Athens,Athens,TX,2164,4.132
2014-06,2014,University Park,Dallas-Fort Worth-Arlington,TX,2166,3.228
2014-06,2014,Azle,Dallas-Fort Worth-Arlington,TX,2179,3.357
2014-06,2014,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,2.708
2014-06,2014,Fredericksburg,Fredericksburg,TX,2310,4.34
2014-06,2014,Benbrook,Dallas-Fort Worth-Arlington,TX,2316,2.834
2014-06,2014,Royse City,Dallas-Fort Worth-Arlington,TX,2375,2.545
2014-06,2014,Helotes,San Antonio-New Braunfels,TX,2392,2.6
2014-06,2014,Floresville,San Antonio-New Braunfels,TX,2409,4.884
2014-06,2014,Nederland,Beaumont-Port Arthur,TX,2493,3.438
2014-06,2014,Corinth,Dallas-Fort Worth-Arlington,TX,2503,2.325
2014-06,2014,Sachse,Dallas-Fort Worth-Arlington,TX,2505,1.894
2014-06,2014,Forney,Dallas-Fort Worth-Arlington,TX,2560,2.382
2014-06,2014,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,2.214
2014-06,2014,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,2.419
2014-06,2014,Buda,Austin-Round Rock,TX,2762,1.725
2014-06,2014,Marble Falls,NA,TX,2826,5.08
2014-06,2014,Lumberton,Beaumont-Port Arthur,TX,2838,2.408
2014-06,2014,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,2.579
2014-06,2014,Portland,Corpus Christi,TX,2876,2.798
2014-06,2014,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,6
2014-06,2014,Prosper,Dallas-Fort Worth-Arlington,TX,2920,1.76
2014-06,2014,Spring Branch,San Antonio-New Braunfels,TX,2922,2.67
2014-06,2014,Dripping Springs,Austin-Round Rock,TX,2930,2.491
2014-06,2014,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,3.964
2014-06,2014,Sanger,Dallas-Fort Worth-Arlington,TX,2980,3.163
2014-06,2014,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,2.793
2014-06,2014,Horizon City,El Paso,TX,3102,4.352
2014-06,2014,Canyon Lake,San Antonio-New Braunfels,TX,3113,3.399
2014-06,2014,Bonham,Bonham,TX,3152,4.565
2014-06,2014,Wimberley,Austin-Round Rock,TX,3185,4.156
2014-06,2014,Timberwood Park,San Antonio-New Braunfels,TX,3224,2.036
2014-06,2014,Canton,NA,TX,3255,5.266
2014-06,2014,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,3.476
2014-06,2014,Liberty Hill,Austin-Round Rock,TX,3339,2.09
2014-06,2014,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,2.889
2014-06,2014,Celina,Dallas-Fort Worth-Arlington,TX,3422,4.171
2014-06,2014,Lakeway,Austin-Round Rock,TX,3452,2.455
2014-06,2014,Whitney,NA,TX,3542,3.291
2014-06,2014,Highland Park,Dallas-Fort Worth-Arlington,TX,3544,4.538
2014-06,2014,Spicewood,Austin-Round Rock,TX,3555,3.143
2014-06,2014,Fairview,Dallas-Fort Worth-Arlington,TX,3581,2.128
2014-06,2014,Trophy Club,Dallas-Fort Worth-Arlington,TX,3668,1.888
2014-06,2014,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,0.885
2014-06,2014,Lantana,Dallas-Fort Worth-Arlington,TX,3687,2.032
2014-06,2014,Bee Cave,Austin-Round Rock,TX,3701,2.551
2014-06,2014,Heath,Dallas-Fort Worth-Arlington,TX,3726,4.11
2014-06,2014,Fate,Dallas-Fort Worth-Arlington,TX,3732,2.306
2014-06,2014,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,2.804
2014-06,2014,Port Aransas,Corpus Christi,TX,3809,5.958
2014-06,2014,Laguna Vista,Brownsville-Harlingen,TX,3890,4.329
2014-06,2014,South Padre Island,Brownsville-Harlingen,TX,3916,6.082
2014-07,2014,Houston,Houston-The Woodlands-Sugar Land,TX,3,3.483
2014-07,2014,San Antonio,San Antonio-New Braunfels,TX,5,2.704
2014-07,2014,Dallas,Dallas-Fort Worth-Arlington,TX,10,3.431
2014-07,2014,Austin,Austin-Round Rock,TX,11,2.724
2014-07,2014,Fort Worth,Dallas-Fort Worth-Arlington,TX,17,2.759
2014-07,2014,El Paso,El Paso,TX,22,3.456
2014-07,2014,Arlington,Dallas-Fort Worth-Arlington,TX,52,2.857
2014-07,2014,Corpus Christi,Corpus Christi,TX,69,3.53
2014-07,2014,Plano,Dallas-Fort Worth-Arlington,TX,82,2.951
2014-07,2014,Lubbock,Lubbock,TX,90,2.814
2014-07,2014,Laredo,Laredo,TX,108,4.29
2014-07,2014,Garland,Dallas-Fort Worth-Arlington,TX,112,3.64
2014-07,2014,Spring,Houston-The Woodlands-Sugar Land,TX,113,2.914
2014-07,2014,Irving,Dallas-Fort Worth-Arlington,TX,119,2.557
2014-07,2014,Amarillo,Amarillo,TX,149,3.102
2014-07,2014,Brownsville,Brownsville-Harlingen,TX,157,4.49
2014-07,2014,Grand Prairie,Dallas-Fort Worth-Arlington,TX,165,2.829
2014-07,2014,Killeen,Killeen-Temple,TX,182,3.333
2014-07,2014,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,2.637
2014-07,2014,McKinney,Dallas-Fort Worth-Arlington,TX,196,2.677
2014-07,2014,Odessa,Odessa,TX,203,3.617
2014-07,2014,Midland,Midland,TX,206,3.043
2014-07,2014,Tyler,Tyler,TX,210,3.15
2014-07,2014,Cypress,Houston-The Woodlands-Sugar Land,TX,213,2.162
2014-07,2014,Round Rock,Austin-Round Rock,TX,214,2.083
2014-07,2014,Edinburg,McAllen-Edinburg-Mission,TX,221,3.876
2014-07,2014,Conroe,Houston-The Woodlands-Sugar Land,TX,222,2.813
2014-07,2014,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,3.431
2014-07,2014,Beaumont,Beaumont-Port Arthur,TX,228,3.574
2014-07,2014,Frisco,Dallas-Fort Worth-Arlington,TX,230,2.326
2014-07,2014,Mesquite,Dallas-Fort Worth-Arlington,TX,238,3.019
2014-07,2014,McAllen,McAllen-Edinburg-Mission,TX,245,4.512
2014-07,2014,Abilene,Abilene,TX,257,3.982
2014-07,2014,Carrollton,Dallas-Fort Worth-Arlington,TX,266,2.87
2014-07,2014,Waco,Waco,TX,274,3.033
2014-07,2014,Pearland,Houston-The Woodlands-Sugar Land,TX,277,2.439
2014-07,2014,Denton,Dallas-Fort Worth-Arlington,TX,279,2.703
2014-07,2014,College Station,College Station-Bryan,TX,322,2.536
2014-07,2014,Lewisville,Dallas-Fort Worth-Arlington,TX,329,2.372
2014-07,2014,Richardson,Dallas-Fort Worth-Arlington,TX,353,2.892
2014-07,2014,Wichita Falls,Wichita Falls,TX,367,3.339
2014-07,2014,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.806
2014-07,2014,Longview,Longview,TX,380,3.061
2014-07,2014,League City,Houston-The Woodlands-Sugar Land,TX,403,2.834
2014-07,2014,Bryan,College Station-Bryan,TX,415,2.562
2014-07,2014,New Braunfels,San Antonio-New Braunfels,TX,430,2.282
2014-07,2014,Allen,Dallas-Fort Worth-Arlington,TX,441,2.437
2014-07,2014,San Angelo,San Angelo,TX,476,3.089
2014-07,2014,Georgetown,Austin-Round Rock,TX,490,2.44
2014-07,2014,Victoria,Victoria,TX,499,2.757
