YearAndMonth,Year,RegionName,Metro,State,SizeRank,Price Reduction
2012-02,2012,Killeen,Killeen-Temple,TX,182,3.349
2012-02,2012,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,3.528
2012-02,2012,McKinney,Dallas-Fort Worth-Arlington,TX,196,2.354
2012-02,2012,Odessa,Odessa,TX,203,2.527
2012-02,2012,Midland,Midland,TX,206,2.935
2012-02,2012,Tyler,Tyler,TX,210,3.78
2012-02,2012,Cypress,Houston-The Woodlands-Sugar Land,TX,213,3.228
2012-02,2012,Round Rock,Austin-Round Rock,TX,214,2.609
2012-02,2012,Edinburg,McAllen-Edinburg-Mission,TX,221,6.667
2012-02,2012,Conroe,Houston-The Woodlands-Sugar Land,TX,222,3.101
2012-02,2012,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,5.718
2012-02,2012,Beaumont,Beaumont-Port Arthur,TX,228,4.957
2012-02,2012,Frisco,Dallas-Fort Worth-Arlington,TX,230,2.853
2012-02,2012,Mesquite,Dallas-Fort Worth-Arlington,TX,238,4.415
2012-02,2012,McAllen,McAllen-Edinburg-Mission,TX,245,3.998
2012-02,2012,Abilene,Abilene,TX,257,3.947
2012-02,2012,Carrollton,Dallas-Fort Worth-Arlington,TX,266,3.344
2012-02,2012,Waco,Waco,TX,274,4.314
2012-02,2012,Pearland,Houston-The Woodlands-Sugar Land,TX,277,2.704
2012-02,2012,Denton,Dallas-Fort Worth-Arlington,TX,279,3.009
2012-02,2012,College Station,College Station-Bryan,TX,322,3.143
2012-02,2012,Lewisville,Dallas-Fort Worth-Arlington,TX,329,2.813
2012-02,2012,Richardson,Dallas-Fort Worth-Arlington,TX,353,3.032
2012-02,2012,Wichita Falls,Wichita Falls,TX,367,4.554
2012-02,2012,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.875
2012-02,2012,Longview,Longview,TX,380,3.198
2012-02,2012,League City,Houston-The Woodlands-Sugar Land,TX,403,3.44
2012-02,2012,Bryan,College Station-Bryan,TX,415,3.126
2012-02,2012,New Braunfels,San Antonio-New Braunfels,TX,430,3.008
2012-02,2012,Allen,Dallas-Fort Worth-Arlington,TX,441,2.718
2012-02,2012,San Angelo,San Angelo,TX,476,2.509
2012-02,2012,Georgetown,Austin-Round Rock,TX,490,2.78
2012-02,2012,Victoria,Victoria,TX,499,4.459
2012-02,2012,Pflugerville,Austin-Round Rock,TX,506,3.1
2012-02,2012,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,4.985
2012-02,2012,Mission,McAllen-Edinburg-Mission,TX,596,4.607
2012-02,2012,Richmond,Houston-The Woodlands-Sugar Land,TX,600,3.031
2012-02,2012,Tomball,Houston-The Woodlands-Sugar Land,TX,606,4.201
2012-02,2012,Temple,Killeen-Temple,TX,626,3.517
2012-02,2012,Pharr,McAllen-Edinburg-Mission,TX,637,5.584
2012-02,2012,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,3.529
2012-02,2012,Baytown,Houston-The Woodlands-Sugar Land,TX,653,4.531
2012-02,2012,San Marcos,Austin-Round Rock,TX,661,3.344
2012-02,2012,Flower Mound,Dallas-Fort Worth-Arlington,TX,673,3.125
2012-02,2012,Cedar Park,Austin-Round Rock,TX,715,2.312
2012-02,2012,North Richland Hills,Dallas-Fort Worth-Arlington,TX,743,3.218
2012-02,2012,Huntsville,Huntsville,TX,782,3.884
2012-02,2012,Mansfield,Dallas-Fort Worth-Arlington,TX,789,3.713
2012-02,2012,Harlingen,Brownsville-Harlingen,TX,810,5.265
2012-02,2012,Texarkana,Texarkana,TX,863,4.867
2012-02,2012,Euless,Dallas-Fort Worth-Arlington,TX,945,2.974
2012-02,2012,Port Arthur,Beaumont-Port Arthur,TX,950,6.78
2012-02,2012,Desoto,Dallas-Fort Worth-Arlington,TX,981,3.34
2012-02,2012,Grapevine,Dallas-Fort Worth-Arlington,TX,1058,2.705
2012-02,2012,Waxahachie,Dallas-Fort Worth-Arlington,TX,1064,3.244
2012-02,2012,Little Elm,Dallas-Fort Worth-Arlington,TX,1067,2.768
2012-02,2012,Cedar Hill,Dallas-Fort Worth-Arlington,TX,1083,4.905
2012-02,2012,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,4.791
2012-02,2012,Bedford,Dallas-Fort Worth-Arlington,TX,1095,2.506
2012-02,2012,Rowlett,Dallas-Fort Worth-Arlington,TX,1117,3.152
2012-02,2012,Wylie,Dallas-Fort Worth-Arlington,TX,1155,2.632
2012-02,2012,Granbury,Dallas-Fort Worth-Arlington,TX,1159,4.012
2012-02,2012,Katy,Houston-The Woodlands-Sugar Land,TX,1167,4.412
2012-02,2012,Seguin,San Antonio-New Braunfels,TX,1172,4.577
2012-02,2012,Haltom City,Dallas-Fort Worth-Arlington,TX,1216,3.685
2012-02,2012,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,4.78
2012-02,2012,Keller,Dallas-Fort Worth-Arlington,TX,1272,2.463
2012-02,2012,Coppell,Dallas-Fort Worth-Arlington,TX,1275,2.327
2012-02,2012,Lancaster,Dallas-Fort Worth-Arlington,TX,1322,6.689
2012-02,2012,Cleburne,Dallas-Fort Worth-Arlington,TX,1349,4.133
2012-02,2012,Kerrville,Kerrville,TX,1352,5.263
2012-02,2012,Burleson,Dallas-Fort Worth-Arlington,TX,1360,3
2012-02,2012,Belton,Killeen-Temple,TX,1371,3.401
2012-02,2012,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,4.478
2012-02,2012,Duncanville,Dallas-Fort Worth-Arlington,TX,1392,4.972
2012-02,2012,Palestine,Palestine,TX,1402,5.504
2012-02,2012,Boerne,San Antonio-New Braunfels,TX,1416,3.189
2012-02,2012,Hurst,Dallas-Fort Worth-Arlington,TX,1418,3.751
2012-02,2012,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,4.238
2012-02,2012,Copperas Cove,Killeen-Temple,TX,1441,3.66
2012-02,2012,Converse,San Antonio-New Braunfels,TX,1448,3.571
2012-02,2012,Rockwall,Dallas-Fort Worth-Arlington,TX,1501,3.063
2012-02,2012,Greenville,Dallas-Fort Worth-Arlington,TX,1537,5.043
2012-02,2012,Paris,Paris,TX,1558,3.476
2012-02,2012,Big Spring,Big Spring,TX,1561,4.698
2012-02,2012,Leander,Austin-Round Rock,TX,1566,2.618
2012-02,2012,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,5.482
2012-02,2012,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,3.153
2012-02,2012,Lufkin,Lufkin,TX,1721,5.514
2012-02,2012,Cibolo,San Antonio-New Braunfels,TX,1728,2.768
2012-02,2012,Terrell,Dallas-Fort Worth-Arlington,TX,1730,7.01
2012-02,2012,Porter,Houston-The Woodlands-Sugar Land,TX,1733,4.755
2012-02,2012,Kyle,Austin-Round Rock,TX,1765,3.752
2012-02,2012,Midlothian,Dallas-Fort Worth-Arlington,TX,1771,1.812
2012-02,2012,Southlake,Dallas-Fort Worth-Arlington,TX,1791,2.857
2012-02,2012,Willis,Houston-The Woodlands-Sugar Land,TX,1799,3.855
2012-02,2012,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,4.496
2012-02,2012,Schertz,San Antonio-New Braunfels,TX,1831,2.44
2012-02,2012,Stephenville,Stephenville,TX,1908,5.509
2012-02,2012,Harker Heights,Killeen-Temple,TX,1914,3.073
2012-02,2012,Hutto,Austin-Round Rock,TX,1918,4.716
2012-02,2012,Brenham,Brenham,TX,1924,4.372
2012-02,2012,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,2.945
2012-02,2012,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,5.611
2012-02,2012,Colleyville,Dallas-Fort Worth-Arlington,TX,2080,2.778
2012-02,2012,Bastrop,Austin-Round Rock,TX,2123,4.829
2012-02,2012,Athens,Athens,TX,2164,5.009
2012-02,2012,University Park,Dallas-Fort Worth-Arlington,TX,2166,6.354
2012-02,2012,Azle,Dallas-Fort Worth-Arlington,TX,2179,2.552
2012-02,2012,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,4.583
2012-02,2012,Fredericksburg,Fredericksburg,TX,2310,5.195
2012-02,2012,Benbrook,Dallas-Fort Worth-Arlington,TX,2316,3.889
2012-02,2012,Royse City,Dallas-Fort Worth-Arlington,TX,2375,4.465
2012-02,2012,Helotes,San Antonio-New Braunfels,TX,2392,3.246
2012-02,2012,Floresville,San Antonio-New Braunfels,TX,2409,5.066
2012-02,2012,Nederland,Beaumont-Port Arthur,TX,2493,3.925
2012-02,2012,Corinth,Dallas-Fort Worth-Arlington,TX,2503,1.696
2012-02,2012,Sachse,Dallas-Fort Worth-Arlington,TX,2505,2.877
2012-02,2012,Forney,Dallas-Fort Worth-Arlington,TX,2560,3.948
2012-02,2012,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,3.379
2012-02,2012,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,3.042
2012-02,2012,Buda,Austin-Round Rock,TX,2762,3.846
2012-02,2012,Marble Falls,NA,TX,2826,7.478
2012-02,2012,Lumberton,Beaumont-Port Arthur,TX,2838,2.971
2012-02,2012,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,5.659
2012-02,2012,Portland,Corpus Christi,TX,2876,4.905
2012-02,2012,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,5.377
2012-02,2012,Prosper,Dallas-Fort Worth-Arlington,TX,2920,3.521
2012-02,2012,Spring Branch,San Antonio-New Braunfels,TX,2922,3.977
2012-02,2012,Dripping Springs,Austin-Round Rock,TX,2930,4.011
2012-02,2012,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,8.677
2012-02,2012,Sanger,Dallas-Fort Worth-Arlington,TX,2980,5
2012-02,2012,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,3.247
2012-02,2012,Horizon City,El Paso,TX,3102,3.725
2012-02,2012,Canyon Lake,San Antonio-New Braunfels,TX,3113,3.336
2012-02,2012,Bonham,Bonham,TX,3152,6.669
2012-02,2012,Wimberley,Austin-Round Rock,TX,3185,3.401
2012-02,2012,Timberwood Park,San Antonio-New Braunfels,TX,3224,3.108
2012-02,2012,Canton,NA,TX,3255,6.019
2012-02,2012,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,3.28
2012-02,2012,Liberty Hill,Austin-Round Rock,TX,3339,2.261
2012-02,2012,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,3.545
2012-02,2012,Celina,Dallas-Fort Worth-Arlington,TX,3422,4.082
2012-02,2012,Lakeway,Austin-Round Rock,TX,3452,2.941
2012-02,2012,Whitney,NA,TX,3542,2.48
2012-02,2012,Highland Park,Dallas-Fort Worth-Arlington,TX,3544,3.355
2012-02,2012,Spicewood,Austin-Round Rock,TX,3555,3.397
2012-02,2012,Fairview,Dallas-Fort Worth-Arlington,TX,3581,2.667
2012-02,2012,Trophy Club,Dallas-Fort Worth-Arlington,TX,3668,2.174
2012-02,2012,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,5.128
2012-02,2012,Lantana,Dallas-Fort Worth-Arlington,TX,3687,1.979
2012-02,2012,Bee Cave,Austin-Round Rock,TX,3701,1.905
2012-02,2012,Heath,Dallas-Fort Worth-Arlington,TX,3726,2.022
2012-02,2012,Fate,Dallas-Fort Worth-Arlington,TX,3732,4.521
2012-02,2012,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,2.073
2012-02,2012,Port Aransas,Corpus Christi,TX,3809,5.051
2012-02,2012,Laguna Vista,Brownsville-Harlingen,TX,3890,5.741
2012-02,2012,South Padre Island,Brownsville-Harlingen,TX,3916,5.884
2012-04,2012,Houston,Houston-The Woodlands-Sugar Land,TX,3,3.846
2012-04,2012,San Antonio,San Antonio-New Braunfels,TX,5,3.125
2012-04,2012,Dallas,Dallas-Fort Worth-Arlington,TX,10,3.733
2012-04,2012,Austin,Austin-Round Rock,TX,11,2.565
2012-04,2012,Fort Worth,Dallas-Fort Worth-Arlington,TX,17,3.245
2012-04,2012,El Paso,El Paso,TX,22,3.334
2012-04,2012,Arlington,Dallas-Fort Worth-Arlington,TX,52,3.731
2012-04,2012,Corpus Christi,Corpus Christi,TX,69,3.335
2012-04,2012,Plano,Dallas-Fort Worth-Arlington,TX,82,2.633
2012-04,2012,Lubbock,Lubbock,TX,90,2.914
2012-04,2012,Laredo,Laredo,TX,108,5.056
2012-04,2012,Garland,Dallas-Fort Worth-Arlington,TX,112,4.158
2012-04,2012,Spring,Houston-The Woodlands-Sugar Land,TX,113,3.188
2012-04,2012,Irving,Dallas-Fort Worth-Arlington,TX,119,3.363
2012-04,2012,Amarillo,Amarillo,TX,149,3.074
2012-04,2012,Brownsville,Brownsville-Harlingen,TX,157,5.476
2012-04,2012,Grand Prairie,Dallas-Fort Worth-Arlington,TX,165,3.706
2012-04,2012,Killeen,Killeen-Temple,TX,182,4.215
2012-04,2012,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,2.771
2012-04,2012,McKinney,Dallas-Fort Worth-Arlington,TX,196,2.801
2012-04,2012,Odessa,Odessa,TX,203,3.574
2012-04,2012,Midland,Midland,TX,206,3.209
2012-04,2012,Tyler,Tyler,TX,210,3.151
2012-04,2012,Cypress,Houston-The Woodlands-Sugar Land,TX,213,2.968
2012-04,2012,Round Rock,Austin-Round Rock,TX,214,2.275
2012-04,2012,Edinburg,McAllen-Edinburg-Mission,TX,221,3.875
2012-04,2012,Conroe,Houston-The Woodlands-Sugar Land,TX,222,3.055
2012-04,2012,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,5.408
2012-04,2012,Beaumont,Beaumont-Port Arthur,TX,228,4.002
2012-04,2012,Frisco,Dallas-Fort Worth-Arlington,TX,230,2.175
2012-04,2012,Mesquite,Dallas-Fort Worth-Arlington,TX,238,5.207
2012-04,2012,McAllen,McAllen-Edinburg-Mission,TX,245,4.815
2012-04,2012,Abilene,Abilene,TX,257,4.003
2012-04,2012,Carrollton,Dallas-Fort Worth-Arlington,TX,266,2.757
2012-04,2012,Waco,Waco,TX,274,3.661
2012-04,2012,Pearland,Houston-The Woodlands-Sugar Land,TX,277,3.12
2012-04,2012,Denton,Dallas-Fort Worth-Arlington,TX,279,2.703
2012-04,2012,College Station,College Station-Bryan,TX,322,2.531
2012-04,2012,Lewisville,Dallas-Fort Worth-Arlington,TX,329,2.779
2012-04,2012,Richardson,Dallas-Fort Worth-Arlington,TX,353,2.666
2012-04,2012,Wichita Falls,Wichita Falls,TX,367,4.099
2012-04,2012,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.372
2012-04,2012,Longview,Longview,TX,380,3.18
2012-04,2012,League City,Houston-The Woodlands-Sugar Land,TX,403,2.749
2012-04,2012,Bryan,College Station-Bryan,TX,415,3.339
2012-04,2012,New Braunfels,San Antonio-New Braunfels,TX,430,3.112
2012-04,2012,Allen,Dallas-Fort Worth-Arlington,TX,441,2.353
2012-04,2012,San Angelo,San Angelo,TX,476,2.308
2012-04,2012,Georgetown,Austin-Round Rock,TX,490,2.494
2012-04,2012,Victoria,Victoria,TX,499,2.658
2012-04,2012,Pflugerville,Austin-Round Rock,TX,506,2.229
2012-04,2012,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,4.535
2012-04,2012,Mission,McAllen-Edinburg-Mission,TX,596,4.548
2012-04,2012,Richmond,Houston-The Woodlands-Sugar Land,TX,600,3.077
2012-04,2012,Tomball,Houston-The Woodlands-Sugar Land,TX,606,2.501
2012-04,2012,Temple,Killeen-Temple,TX,626,3.636
2012-04,2012,Pharr,McAllen-Edinburg-Mission,TX,637,9.54
2012-04,2012,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,3.574
2012-04,2012,Baytown,Houston-The Woodlands-Sugar Land,TX,653,3.982
2012-04,2012,San Marcos,Austin-Round Rock,TX,661,3.644
2012-04,2012,Flower Mound,Dallas-Fort Worth-Arlington,TX,673,2.717
2012-04,2012,Cedar Park,Austin-Round Rock,TX,715,1.944
2012-04,2012,North Richland Hills,Dallas-Fort Worth-Arlington,TX,743,2.792
2012-04,2012,Huntsville,Huntsville,TX,782,5.5
2012-04,2012,Mansfield,Dallas-Fort Worth-Arlington,TX,789,2.776
2012-04,2012,Harlingen,Brownsville-Harlingen,TX,810,4.435
2012-04,2012,Texarkana,Texarkana,TX,863,4.603
2012-04,2012,Euless,Dallas-Fort Worth-Arlington,TX,945,3.016
2012-04,2012,Port Arthur,Beaumont-Port Arthur,TX,950,5.562
2012-04,2012,Desoto,Dallas-Fort Worth-Arlington,TX,981,4.032
2012-04,2012,Grapevine,Dallas-Fort Worth-Arlington,TX,1058,2.902
2012-04,2012,Waxahachie,Dallas-Fort Worth-Arlington,TX,1064,3.849
2012-04,2012,Little Elm,Dallas-Fort Worth-Arlington,TX,1067,2.943
2012-04,2012,Cedar Hill,Dallas-Fort Worth-Arlington,TX,1083,4.17
2012-04,2012,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,4.979
2012-04,2012,Bedford,Dallas-Fort Worth-Arlington,TX,1095,2.942
2012-04,2012,Rowlett,Dallas-Fort Worth-Arlington,TX,1117,2.628
2012-04,2012,Wylie,Dallas-Fort Worth-Arlington,TX,1155,2.779
2012-04,2012,Granbury,Dallas-Fort Worth-Arlington,TX,1159,3.874
2012-04,2012,Katy,Houston-The Woodlands-Sugar Land,TX,1167,3.923
2012-04,2012,Seguin,San Antonio-New Braunfels,TX,1172,3.543
2012-04,2012,Haltom City,Dallas-Fort Worth-Arlington,TX,1216,3.375
2012-04,2012,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,5.738
2012-04,2012,Keller,Dallas-Fort Worth-Arlington,TX,1272,2.325
2012-04,2012,Coppell,Dallas-Fort Worth-Arlington,TX,1275,1.729
2012-04,2012,Lancaster,Dallas-Fort Worth-Arlington,TX,1322,5.064
2012-04,2012,Cleburne,Dallas-Fort Worth-Arlington,TX,1349,3.976
2012-04,2012,Kerrville,Kerrville,TX,1352,4.614
2012-04,2012,Burleson,Dallas-Fort Worth-Arlington,TX,1360,3.229
2012-04,2012,Belton,Killeen-Temple,TX,1371,3.435
2012-04,2012,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,3.722
2012-04,2012,Duncanville,Dallas-Fort Worth-Arlington,TX,1392,6.311
2012-04,2012,Palestine,Palestine,TX,1402,4.781
2012-04,2012,Boerne,San Antonio-New Braunfels,TX,1416,3.371
2012-04,2012,Hurst,Dallas-Fort Worth-Arlington,TX,1418,3.883
2012-04,2012,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,4.348
2012-04,2012,Copperas Cove,Killeen-Temple,TX,1441,3.194
2012-04,2012,Converse,San Antonio-New Braunfels,TX,1448,3.778
2012-04,2012,Rockwall,Dallas-Fort Worth-Arlington,TX,1501,2.51
2012-04,2012,Greenville,Dallas-Fort Worth-Arlington,TX,1537,7.407
2012-04,2012,Paris,Paris,TX,1558,5.016
2012-04,2012,Big Spring,Big Spring,TX,1561,6.357
2012-04,2012,Leander,Austin-Round Rock,TX,1566,2.597
2012-04,2012,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,4.951
2012-04,2012,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,3.385
2012-04,2012,Lufkin,Lufkin,TX,1721,3.143
2012-04,2012,Cibolo,San Antonio-New Braunfels,TX,1728,2.954
2012-04,2012,Terrell,Dallas-Fort Worth-Arlington,TX,1730,5.722
2012-04,2012,Porter,Houston-The Woodlands-Sugar Land,TX,1733,4.403
2012-04,2012,Kyle,Austin-Round Rock,TX,1765,2.667
2012-04,2012,Midlothian,Dallas-Fort Worth-Arlington,TX,1771,2.275
2012-04,2012,Southlake,Dallas-Fort Worth-Arlington,TX,1791,2.348
2012-04,2012,Willis,Houston-The Woodlands-Sugar Land,TX,1799,4.265
2012-04,2012,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,4.795
2012-04,2012,Schertz,San Antonio-New Braunfels,TX,1831,2.888
2012-04,2012,Stephenville,Stephenville,TX,1908,3.753
2012-04,2012,Harker Heights,Killeen-Temple,TX,1914,3.032
2012-04,2012,Hutto,Austin-Round Rock,TX,1918,2.113
2012-04,2012,Brenham,Brenham,TX,1924,4.468
2012-04,2012,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,3.993
2012-04,2012,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,4.133
2012-04,2012,Colleyville,Dallas-Fort Worth-Arlington,TX,2080,2.857
2012-04,2012,Bastrop,Austin-Round Rock,TX,2123,5.217
2012-04,2012,Athens,Athens,TX,2164,5.54
2012-04,2012,University Park,Dallas-Fort Worth-Arlington,TX,2166,4.418
2012-04,2012,Azle,Dallas-Fort Worth-Arlington,TX,2179,3.505
2012-04,2012,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,2.881
2012-04,2012,Fredericksburg,Fredericksburg,TX,2310,4.301
2012-04,2012,Benbrook,Dallas-Fort Worth-Arlington,TX,2316,4.352
2012-04,2012,Royse City,Dallas-Fort Worth-Arlington,TX,2375,2.451
2012-04,2012,Helotes,San Antonio-New Braunfels,TX,2392,4.063
2012-04,2012,Floresville,San Antonio-New Braunfels,TX,2409,2.229
2012-04,2012,Nederland,Beaumont-Port Arthur,TX,2493,4.145
2012-04,2012,Corinth,Dallas-Fort Worth-Arlington,TX,2503,2.245
2012-04,2012,Sachse,Dallas-Fort Worth-Arlington,TX,2505,3.064
2012-04,2012,Forney,Dallas-Fort Worth-Arlington,TX,2560,4.163
2012-04,2012,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,3.655
2012-04,2012,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,2.361
2012-04,2012,Buda,Austin-Round Rock,TX,2762,3.76
2012-04,2012,Marble Falls,NA,TX,2826,5.745
2012-04,2012,Lumberton,Beaumont-Port Arthur,TX,2838,3.167
2012-04,2012,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,4
2012-04,2012,Portland,Corpus Christi,TX,2876,2.544
2012-04,2012,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,5.556
2012-04,2012,Prosper,Dallas-Fort Worth-Arlington,TX,2920,2.392
2012-04,2012,Spring Branch,San Antonio-New Braunfels,TX,2922,3.242
2012-04,2012,Dripping Springs,Austin-Round Rock,TX,2930,2.229
2012-04,2012,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,6.676
2012-04,2012,Sanger,Dallas-Fort Worth-Arlington,TX,2980,3.449
2012-04,2012,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,3.663
2012-04,2012,Horizon City,El Paso,TX,3102,4.609
2012-04,2012,Canyon Lake,San Antonio-New Braunfels,TX,3113,3.81
2012-04,2012,Bonham,Bonham,TX,3152,6.613
2012-04,2012,Wimberley,Austin-Round Rock,TX,3185,2.409
2012-04,2012,Timberwood Park,San Antonio-New Braunfels,TX,3224,2.652
2012-04,2012,Canton,NA,TX,3255,3.61
2012-04,2012,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,3.377
2012-04,2012,Liberty Hill,Austin-Round Rock,TX,3339,2.564
2012-04,2012,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,1.966
2012-04,2012,Celina,Dallas-Fort Worth-Arlington,TX,3422,5.002
2012-04,2012,Lakeway,Austin-Round Rock,TX,3452,2.189
2012-04,2012,Whitney,NA,TX,3542,3.872
2012-04,2012,Highland Park,Dallas-Fort Worth-Arlington,TX,3544,4.586
2012-04,2012,Spicewood,Austin-Round Rock,TX,3555,6.065
2012-04,2012,Fairview,Dallas-Fort Worth-Arlington,TX,3581,3.448
2012-04,2012,Trophy Club,Dallas-Fort Worth-Arlington,TX,3668,2.553
2012-04,2012,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,4.998
2012-04,2012,Lantana,Dallas-Fort Worth-Arlington,TX,3687,2.651
2012-04,2012,Bee Cave,Austin-Round Rock,TX,3701,2.616
2012-04,2012,Heath,Dallas-Fort Worth-Arlington,TX,3726,3.126
2012-04,2012,Fate,Dallas-Fort Worth-Arlington,TX,3732,2.223
2012-04,2012,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,2.767
2012-04,2012,Port Aransas,Corpus Christi,TX,3809,3.636
2012-04,2012,Laguna Vista,Brownsville-Harlingen,TX,3890,4.168
2012-04,2012,South Padre Island,Brownsville-Harlingen,TX,3916,6.456
2012-03,2012,Houston,Houston-The Woodlands-Sugar Land,TX,3,3.917
2012-03,2012,San Antonio,San Antonio-New Braunfels,TX,5,3.153
2012-03,2012,Dallas,Dallas-Fort Worth-Arlington,TX,10,3.846
2012-03,2012,Austin,Austin-Round Rock,TX,11,2.724
2012-03,2012,Fort Worth,Dallas-Fort Worth-Arlington,TX,17,3.228
2012-03,2012,El Paso,El Paso,TX,22,3.725
2012-03,2012,Arlington,Dallas-Fort Worth-Arlington,TX,52,3.706
2012-03,2012,Corpus Christi,Corpus Christi,TX,69,3.408
2012-03,2012,Plano,Dallas-Fort Worth-Arlington,TX,82,2.632
2012-03,2012,Lubbock,Lubbock,TX,90,2.859
2012-03,2012,Laredo,Laredo,TX,108,4.146
2012-03,2012,Garland,Dallas-Fort Worth-Arlington,TX,112,3.455
2012-03,2012,Spring,Houston-The Woodlands-Sugar Land,TX,113,3.033
2012-03,2012,Irving,Dallas-Fort Worth-Arlington,TX,119,3.694
2012-03,2012,Amarillo,Amarillo,TX,149,3.038
2012-03,2012,Brownsville,Brownsville-Harlingen,TX,157,4
2012-03,2012,Grand Prairie,Dallas-Fort Worth-Arlington,TX,165,3.659
2012-03,2012,Killeen,Killeen-Temple,TX,182,4.255
2012-03,2012,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,2.943
2012-03,2012,McKinney,Dallas-Fort Worth-Arlington,TX,196,2.504
2012-03,2012,Odessa,Odessa,TX,203,2.632
2012-03,2012,Midland,Midland,TX,206,2.941
2012-03,2012,Tyler,Tyler,TX,210,3.974
2012-03,2012,Cypress,Houston-The Woodlands-Sugar Land,TX,213,2.975
2012-03,2012,Round Rock,Austin-Round Rock,TX,214,2.274
2012-03,2012,Edinburg,McAllen-Edinburg-Mission,TX,221,6.915
2012-03,2012,Conroe,Houston-The Woodlands-Sugar Land,TX,222,3.113
2012-03,2012,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,5.148
2012-03,2012,Beaumont,Beaumont-Port Arthur,TX,228,5.007
2012-03,2012,Frisco,Dallas-Fort Worth-Arlington,TX,230,2.201
2012-03,2012,Mesquite,Dallas-Fort Worth-Arlington,TX,238,4.437
2012-03,2012,McAllen,McAllen-Edinburg-Mission,TX,245,4.523
2012-03,2012,Abilene,Abilene,TX,257,3.312
2012-03,2012,Carrollton,Dallas-Fort Worth-Arlington,TX,266,2.857
2012-03,2012,Waco,Waco,TX,274,3.706
2012-03,2012,Pearland,Houston-The Woodlands-Sugar Land,TX,277,2.779
2012-03,2012,Denton,Dallas-Fort Worth-Arlington,TX,279,2.885
2012-03,2012,College Station,College Station-Bryan,TX,322,2.923
2012-03,2012,Lewisville,Dallas-Fort Worth-Arlington,TX,329,2.908
2012-03,2012,Richardson,Dallas-Fort Worth-Arlington,TX,353,3.077
2012-03,2012,Wichita Falls,Wichita Falls,TX,367,3.849
2012-03,2012,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.892
2012-03,2012,Longview,Longview,TX,380,3.207
2012-03,2012,League City,Houston-The Woodlands-Sugar Land,TX,403,2.735
2012-03,2012,Bryan,College Station-Bryan,TX,415,3.99
2012-03,2012,New Braunfels,San Antonio-New Braunfels,TX,430,2.95
2012-03,2012,Allen,Dallas-Fort Worth-Arlington,TX,441,2.404
2012-03,2012,San Angelo,San Angelo,TX,476,2.485
2012-03,2012,Georgetown,Austin-Round Rock,TX,490,2.548
