YearAndMonth,Year,RegionName,Metro,State,SizeRank,Price Reduction
2011-12,2011,Spring,Houston-The Woodlands-Sugar Land,TX,113,4.064
2011-12,2011,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,2.859
2011-12,2011,Cypress,Houston-The Woodlands-Sugar Land,TX,213,3.366
2011-12,2011,Conroe,Houston-The Woodlands-Sugar Land,TX,222,4.444
2011-12,2011,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,4.993
2011-12,2011,Pearland,Houston-The Woodlands-Sugar Land,TX,277,2.634
2011-12,2011,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,3.147
2011-12,2011,League City,Houston-The Woodlands-Sugar Land,TX,403,3.051
2011-12,2011,New Braunfels,San Antonio-New Braunfels,TX,430,2.951
2011-12,2011,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,4.255
2011-12,2011,Richmond,Houston-The Woodlands-Sugar Land,TX,600,3.29
2011-12,2011,Tomball,Houston-The Woodlands-Sugar Land,TX,606,3.868
2011-12,2011,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,4.545
2011-12,2011,Baytown,Houston-The Woodlands-Sugar Land,TX,653,4.963
2011-12,2011,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,5.136
2011-12,2011,Katy,Houston-The Woodlands-Sugar Land,TX,1167,4.008
2011-12,2011,Seguin,San Antonio-New Braunfels,TX,1172,3.636
2011-12,2011,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,5.66
2011-12,2011,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,4.217
2011-12,2011,Boerne,San Antonio-New Braunfels,TX,1416,2.267
2011-12,2011,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,4.478
2011-12,2011,Converse,San Antonio-New Braunfels,TX,1448,3.517
2011-12,2011,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,4.406
2011-12,2011,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,4.162
2011-12,2011,Cibolo,San Antonio-New Braunfels,TX,1728,3.472
2011-12,2011,Porter,Houston-The Woodlands-Sugar Land,TX,1733,4.192
2011-12,2011,Willis,Houston-The Woodlands-Sugar Land,TX,1799,5.632
2011-12,2011,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,3.978
2011-12,2011,Schertz,San Antonio-New Braunfels,TX,1831,2.821
2011-12,2011,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,4.304
2011-12,2011,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,4.912
2011-12,2011,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,6.123
2011-12,2011,Helotes,San Antonio-New Braunfels,TX,2392,2.961
2011-12,2011,Floresville,San Antonio-New Braunfels,TX,2409,3.769
2011-12,2011,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,3.448
2011-12,2011,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,3.905
2011-12,2011,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,6.316
2011-12,2011,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,8.373
2011-12,2011,Spring Branch,San Antonio-New Braunfels,TX,2922,4.7
2011-12,2011,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,9.034
2011-12,2011,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,3.705
2011-12,2011,Canyon Lake,San Antonio-New Braunfels,TX,3113,3.86
2011-12,2011,Timberwood Park,San Antonio-New Braunfels,TX,3224,2.174
2011-12,2011,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,6.109
2011-12,2011,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,2.73
2011-12,2011,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,3.705
2011-12,2011,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,3.258
2011-10,2011,Houston,Houston-The Woodlands-Sugar Land,TX,3,4.025
2011-10,2011,San Antonio,San Antonio-New Braunfels,TX,5,3.472
2011-10,2011,Spring,Houston-The Woodlands-Sugar Land,TX,113,3.361
2011-10,2011,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,3.032
2011-10,2011,Cypress,Houston-The Woodlands-Sugar Land,TX,213,3.333
2011-10,2011,Conroe,Houston-The Woodlands-Sugar Land,TX,222,3.542
2011-10,2011,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,5.004
2011-10,2011,Pearland,Houston-The Woodlands-Sugar Land,TX,277,3.097
2011-10,2011,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.863
2011-10,2011,League City,Houston-The Woodlands-Sugar Land,TX,403,3.163
2011-10,2011,New Braunfels,San Antonio-New Braunfels,TX,430,2.812
2011-10,2011,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,3.955
2011-10,2011,Richmond,Houston-The Woodlands-Sugar Land,TX,600,3.289
2011-10,2011,Tomball,Houston-The Woodlands-Sugar Land,TX,606,3.665
2011-10,2011,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,3.978
2011-10,2011,Baytown,Houston-The Woodlands-Sugar Land,TX,653,5.251
2011-10,2011,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,5.025
2011-10,2011,Katy,Houston-The Woodlands-Sugar Land,TX,1167,4.431
2011-10,2011,Seguin,San Antonio-New Braunfels,TX,1172,4.985
2011-10,2011,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,4.958
2011-10,2011,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,4.08
2011-10,2011,Boerne,San Antonio-New Braunfels,TX,1416,3.449
2011-10,2011,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,3.694
2011-10,2011,Converse,San Antonio-New Braunfels,TX,1448,3.717
2011-10,2011,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,4.17
2011-10,2011,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,4.855
2011-10,2011,Cibolo,San Antonio-New Braunfels,TX,1728,2.131
2011-10,2011,Porter,Houston-The Woodlands-Sugar Land,TX,1733,3.613
2011-10,2011,Willis,Houston-The Woodlands-Sugar Land,TX,1799,3.658
2011-10,2011,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,4.545
2011-10,2011,Schertz,San Antonio-New Braunfels,TX,1831,2.779
2011-10,2011,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,4.014
2011-10,2011,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,3.772
2011-10,2011,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,5.266
2011-10,2011,Helotes,San Antonio-New Braunfels,TX,2392,2.92
2011-10,2011,Floresville,San Antonio-New Braunfels,TX,2409,2.205
2011-10,2011,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,3.573
2011-10,2011,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,2.859
2011-10,2011,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,5.388
2011-10,2011,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,5.135
2011-10,2011,Spring Branch,San Antonio-New Braunfels,TX,2922,3.452
2011-10,2011,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,4.899
2011-10,2011,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,2.915
2011-10,2011,Canyon Lake,San Antonio-New Braunfels,TX,3113,5.238
2011-10,2011,Timberwood Park,San Antonio-New Braunfels,TX,3224,3.091
2011-10,2011,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,2.615
2011-10,2011,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,3.414
2011-10,2011,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,3.31
2011-10,2011,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,2.635
2012-01,2012,Houston,Houston-The Woodlands-Sugar Land,TX,3,4.291
2012-01,2012,San Antonio,San Antonio-New Braunfels,TX,5,3.571
2012-01,2012,Spring,Houston-The Woodlands-Sugar Land,TX,113,3.382
2012-01,2012,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,3.468
2012-01,2012,Cypress,Houston-The Woodlands-Sugar Land,TX,213,3.448
2012-01,2012,Conroe,Houston-The Woodlands-Sugar Land,TX,222,3.102
2012-01,2012,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,4.077
2012-01,2012,Pearland,Houston-The Woodlands-Sugar Land,TX,277,3.096
2012-01,2012,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.716
2012-01,2012,League City,Houston-The Woodlands-Sugar Land,TX,403,3.717
2012-01,2012,New Braunfels,San Antonio-New Braunfels,TX,430,2.723
2012-01,2012,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,4.763
2012-01,2012,Richmond,Houston-The Woodlands-Sugar Land,TX,600,3.661
2012-01,2012,Tomball,Houston-The Woodlands-Sugar Land,TX,606,3.234
2012-01,2012,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,3.411
2012-01,2012,Baytown,Houston-The Woodlands-Sugar Land,TX,653,6.897
2012-01,2012,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,5.411
2012-01,2012,Katy,Houston-The Woodlands-Sugar Land,TX,1167,4.003
2012-01,2012,Seguin,San Antonio-New Braunfels,TX,1172,4.833
2012-01,2012,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,5.536
2012-01,2012,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,3.838
2012-01,2012,Boerne,San Antonio-New Braunfels,TX,1416,2.716
2012-01,2012,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,4.397
2012-01,2012,Converse,San Antonio-New Braunfels,TX,1448,3.114
2012-01,2012,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,4.395
2012-01,2012,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,3.725
2012-01,2012,Cibolo,San Antonio-New Braunfels,TX,1728,2.403
2012-01,2012,Porter,Houston-The Woodlands-Sugar Land,TX,1733,5
2012-01,2012,Willis,Houston-The Woodlands-Sugar Land,TX,1799,4.715
2012-01,2012,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,4.352
2012-01,2012,Schertz,San Antonio-New Braunfels,TX,1831,2.73
2012-01,2012,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,4.089
2012-01,2012,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,4.956
2012-01,2012,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,3.849
2012-01,2012,Helotes,San Antonio-New Braunfels,TX,2392,2.947
2012-01,2012,Floresville,San Antonio-New Braunfels,TX,2409,4.2
2012-01,2012,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,3.452
2012-01,2012,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,2.5
2012-01,2012,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,5.196
2012-01,2012,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,5.009
2012-01,2012,Spring Branch,San Antonio-New Braunfels,TX,2922,4.349
2012-01,2012,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,5.773
2012-01,2012,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,3.367
2012-01,2012,Canyon Lake,San Antonio-New Braunfels,TX,3113,3.808
2012-01,2012,Timberwood Park,San Antonio-New Braunfels,TX,3224,2.514
2012-01,2012,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,3.51
2012-01,2012,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,3.03
2012-01,2012,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,6.897
2012-01,2012,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,3.484
2012-02,2012,Houston,Houston-The Woodlands-Sugar Land,TX,3,4.265
2012-02,2012,San Antonio,San Antonio-New Braunfels,TX,5,3.185
2012-02,2012,Spring,Houston-The Woodlands-Sugar Land,TX,113,3.37
2012-02,2012,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,3.528
2012-02,2012,Cypress,Houston-The Woodlands-Sugar Land,TX,213,3.228
2012-02,2012,Conroe,Houston-The Woodlands-Sugar Land,TX,222,3.101
2012-02,2012,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,5.718
2012-02,2012,Pearland,Houston-The Woodlands-Sugar Land,TX,277,2.704
2012-02,2012,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.875
2012-02,2012,League City,Houston-The Woodlands-Sugar Land,TX,403,3.44
2012-02,2012,New Braunfels,San Antonio-New Braunfels,TX,430,3.008
2012-02,2012,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,4.985
2012-02,2012,Richmond,Houston-The Woodlands-Sugar Land,TX,600,3.031
2012-02,2012,Tomball,Houston-The Woodlands-Sugar Land,TX,606,4.201
2012-02,2012,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,3.529
2012-02,2012,Baytown,Houston-The Woodlands-Sugar Land,TX,653,4.531
2012-02,2012,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,4.791
2012-02,2012,Katy,Houston-The Woodlands-Sugar Land,TX,1167,4.412
2012-02,2012,Seguin,San Antonio-New Braunfels,TX,1172,4.577
2012-02,2012,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,4.78
2012-02,2012,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,4.478
2012-02,2012,Boerne,San Antonio-New Braunfels,TX,1416,3.189
2012-02,2012,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,4.238
2012-02,2012,Converse,San Antonio-New Braunfels,TX,1448,3.571
2012-02,2012,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,5.482
2012-02,2012,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,3.153
2012-02,2012,Cibolo,San Antonio-New Braunfels,TX,1728,2.768
2012-02,2012,Porter,Houston-The Woodlands-Sugar Land,TX,1733,4.755
2012-02,2012,Willis,Houston-The Woodlands-Sugar Land,TX,1799,3.855
2012-02,2012,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,4.496
2012-02,2012,Schertz,San Antonio-New Braunfels,TX,1831,2.44
2012-02,2012,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,2.945
2012-02,2012,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,5.611
2012-02,2012,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,4.583
2012-02,2012,Helotes,San Antonio-New Braunfels,TX,2392,3.246
2012-02,2012,Floresville,San Antonio-New Braunfels,TX,2409,5.066
2012-02,2012,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,3.379
2012-02,2012,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,3.042
2012-02,2012,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,5.659
2012-02,2012,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,5.377
2012-02,2012,Spring Branch,San Antonio-New Braunfels,TX,2922,3.977
2012-02,2012,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,8.677
2012-02,2012,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,3.247
2012-02,2012,Canyon Lake,San Antonio-New Braunfels,TX,3113,3.336
2012-02,2012,Timberwood Park,San Antonio-New Braunfels,TX,3224,3.108
2012-02,2012,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,3.28
2012-02,2012,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,3.545
2012-02,2012,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,5.128
2012-02,2012,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,2.073
2012-04,2012,Houston,Houston-The Woodlands-Sugar Land,TX,3,3.846
2012-04,2012,San Antonio,San Antonio-New Braunfels,TX,5,3.125
2012-04,2012,Spring,Houston-The Woodlands-Sugar Land,TX,113,3.188
2012-04,2012,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,2.771
2012-04,2012,Cypress,Houston-The Woodlands-Sugar Land,TX,213,2.968
2012-04,2012,Conroe,Houston-The Woodlands-Sugar Land,TX,222,3.055
2012-04,2012,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,5.408
2012-04,2012,Pearland,Houston-The Woodlands-Sugar Land,TX,277,3.12
2012-04,2012,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.372
2012-04,2012,League City,Houston-The Woodlands-Sugar Land,TX,403,2.749
2012-04,2012,New Braunfels,San Antonio-New Braunfels,TX,430,3.112
2012-04,2012,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,4.535
2012-04,2012,Richmond,Houston-The Woodlands-Sugar Land,TX,600,3.077
2012-04,2012,Tomball,Houston-The Woodlands-Sugar Land,TX,606,2.501
2012-04,2012,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,3.574
2012-04,2012,Baytown,Houston-The Woodlands-Sugar Land,TX,653,3.982
2012-04,2012,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,4.979
2012-04,2012,Katy,Houston-The Woodlands-Sugar Land,TX,1167,3.923
2012-04,2012,Seguin,San Antonio-New Braunfels,TX,1172,3.543
2012-04,2012,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,5.738
2012-04,2012,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,3.722
2012-04,2012,Boerne,San Antonio-New Braunfels,TX,1416,3.371
2012-04,2012,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,4.348
2012-04,2012,Converse,San Antonio-New Braunfels,TX,1448,3.778
2012-04,2012,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,4.951
2012-04,2012,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,3.385
2012-04,2012,Cibolo,San Antonio-New Braunfels,TX,1728,2.954
2012-04,2012,Porter,Houston-The Woodlands-Sugar Land,TX,1733,4.403
2012-04,2012,Willis,Houston-The Woodlands-Sugar Land,TX,1799,4.265
2012-04,2012,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,4.795
2012-04,2012,Schertz,San Antonio-New Braunfels,TX,1831,2.888
2012-04,2012,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,3.993
2012-04,2012,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,4.133
2012-04,2012,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,2.881
2012-04,2012,Helotes,San Antonio-New Braunfels,TX,2392,4.063
2012-04,2012,Floresville,San Antonio-New Braunfels,TX,2409,2.229
2012-04,2012,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,3.655
2012-04,2012,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,2.361
2012-04,2012,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,4
2012-04,2012,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,5.556
2012-04,2012,Spring Branch,San Antonio-New Braunfels,TX,2922,3.242
2012-04,2012,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,6.676
2012-04,2012,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,3.663
2012-04,2012,Canyon Lake,San Antonio-New Braunfels,TX,3113,3.81
2012-04,2012,Timberwood Park,San Antonio-New Braunfels,TX,3224,2.652
2012-04,2012,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,3.377
2012-04,2012,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,1.966
2012-04,2012,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,4.998
2012-04,2012,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,2.767
2012-03,2012,Houston,Houston-The Woodlands-Sugar Land,TX,3,3.917
2012-03,2012,San Antonio,San Antonio-New Braunfels,TX,5,3.153
2012-03,2012,Spring,Houston-The Woodlands-Sugar Land,TX,113,3.033
2012-03,2012,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,2.943
2012-03,2012,Cypress,Houston-The Woodlands-Sugar Land,TX,213,2.975
2012-03,2012,Conroe,Houston-The Woodlands-Sugar Land,TX,222,3.113
2012-03,2012,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,5.148
2012-03,2012,Pearland,Houston-The Woodlands-Sugar Land,TX,277,2.779
2012-03,2012,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.892
2012-03,2012,League City,Houston-The Woodlands-Sugar Land,TX,403,2.735
2012-03,2012,New Braunfels,San Antonio-New Braunfels,TX,430,2.95
2012-03,2012,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,3.325
2012-03,2012,Richmond,Houston-The Woodlands-Sugar Land,TX,600,3.226
2012-03,2012,Tomball,Houston-The Woodlands-Sugar Land,TX,606,3.231
2012-03,2012,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,2.917
2012-03,2012,Baytown,Houston-The Woodlands-Sugar Land,TX,653,6.26
2012-03,2012,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,4.233
2012-03,2012,Katy,Houston-The Woodlands-Sugar Land,TX,1167,4.198
2012-03,2012,Seguin,San Antonio-New Braunfels,TX,1172,3.848
2012-03,2012,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,6.941
2012-03,2012,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,3.597
2012-03,2012,Boerne,San Antonio-New Braunfels,TX,1416,3.056
2012-03,2012,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,3.135
2012-03,2012,Converse,San Antonio-New Braunfels,TX,1448,2.646
2012-03,2012,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,4.343
2012-03,2012,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,3.033
2012-03,2012,Cibolo,San Antonio-New Braunfels,TX,1728,2.194
2012-03,2012,Porter,Houston-The Woodlands-Sugar Land,TX,1733,3.152
2012-03,2012,Willis,Houston-The Woodlands-Sugar Land,TX,1799,3.67
2012-03,2012,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,4.764
2012-03,2012,Schertz,San Antonio-New Braunfels,TX,1831,2.812
2012-03,2012,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,2.966
2012-03,2012,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,4.545
2012-03,2012,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,3.778
2012-03,2012,Helotes,San Antonio-New Braunfels,TX,2392,3.534
2012-03,2012,Floresville,San Antonio-New Braunfels,TX,2409,2.236
2012-03,2012,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,2.451
2012-03,2012,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,2.425
2012-03,2012,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,4.254
2012-03,2012,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,6.252
2012-03,2012,Spring Branch,San Antonio-New Braunfels,TX,2922,2.303
2012-03,2012,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,6.836
2012-03,2012,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,2.942
2012-03,2012,Canyon Lake,San Antonio-New Braunfels,TX,3113,3.286
2012-03,2012,Timberwood Park,San Antonio-New Braunfels,TX,3224,2.943
2012-03,2012,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,3.764
2012-03,2012,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,2.598
2012-03,2012,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,4.472
2012-03,2012,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,3.635
2012-05,2012,Houston,Houston-The Woodlands-Sugar Land,TX,3,3.846
2012-05,2012,San Antonio,San Antonio-New Braunfels,TX,5,3.053
2012-05,2012,Spring,Houston-The Woodlands-Sugar Land,TX,113,3.229
2012-05,2012,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,2.58
2012-05,2012,Cypress,Houston-The Woodlands-Sugar Land,TX,213,2.784
2012-05,2012,Conroe,Houston-The Woodlands-Sugar Land,TX,222,3.03
2012-05,2012,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,4.949
2012-05,2012,Pearland,Houston-The Woodlands-Sugar Land,TX,277,2.724
2012-05,2012,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.62
2012-05,2012,League City,Houston-The Woodlands-Sugar Land,TX,403,2.798
2012-05,2012,New Braunfels,San Antonio-New Braunfels,TX,430,2.821
2012-05,2012,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,3.775
2012-05,2012,Richmond,Houston-The Woodlands-Sugar Land,TX,600,2.956
2012-05,2012,Tomball,Houston-The Woodlands-Sugar Land,TX,606,2.985
2012-05,2012,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,3.56
2012-05,2012,Baytown,Houston-The Woodlands-Sugar Land,TX,653,4.101
2012-05,2012,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,5.389
2012-05,2012,Katy,Houston-The Woodlands-Sugar Land,TX,1167,4.478
2012-05,2012,Seguin,San Antonio-New Braunfels,TX,1172,4.615
2012-05,2012,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,5.722
2012-05,2012,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,4.588
2012-05,2012,Boerne,San Antonio-New Braunfels,TX,1416,2.779
2012-05,2012,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,3.079
2012-05,2012,Converse,San Antonio-New Braunfels,TX,1448,3.847
2012-05,2012,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,5
2012-05,2012,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,4.055
2012-05,2012,Cibolo,San Antonio-New Braunfels,TX,1728,2.124
2012-05,2012,Porter,Houston-The Woodlands-Sugar Land,TX,1733,3.101
2012-05,2012,Willis,Houston-The Woodlands-Sugar Land,TX,1799,4.04
2012-05,2012,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,4.091
2012-05,2012,Schertz,San Antonio-New Braunfels,TX,1831,2.432
2012-05,2012,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,4.649
2012-05,2012,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,3.747
2012-05,2012,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,4.545
2012-05,2012,Helotes,San Antonio-New Braunfels,TX,2392,2.369
2012-05,2012,Floresville,San Antonio-New Braunfels,TX,2409,4.159
2012-05,2012,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,3.196
2012-05,2012,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,2.722
2012-05,2012,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,3.448
2012-05,2012,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,3.271
2012-05,2012,Spring Branch,San Antonio-New Braunfels,TX,2922,4.259
2012-05,2012,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,5.545
2012-05,2012,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,2.704
2012-05,2012,Canyon Lake,San Antonio-New Braunfels,TX,3113,4.017
2012-05,2012,Timberwood Park,San Antonio-New Braunfels,TX,3224,2.003
2012-05,2012,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,3.573
2012-05,2012,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,2.867
2012-05,2012,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,2.676
2012-05,2012,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,2.867
2013-01,2013,Houston,Houston-The Woodlands-Sugar Land,TX,3,4
2013-01,2013,San Antonio,San Antonio-New Braunfels,TX,5,3.269
2013-01,2013,Spring,Houston-The Woodlands-Sugar Land,TX,113,2.942
2013-01,2013,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,2.754
2013-01,2013,Cypress,Houston-The Woodlands-Sugar Land,TX,213,2.782
2013-01,2013,Conroe,Houston-The Woodlands-Sugar Land,TX,222,4.195
2013-01,2013,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,4.259
