YearAndMonth,Year,RegionName,Metro,State,SizeRank,Price Reduction
2015-02,2015,Cypress,Houston-The Woodlands-Sugar Land,TX,213,2.547
2015-02,2015,Conroe,Houston-The Woodlands-Sugar Land,TX,222,2.157
2015-02,2015,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,2.779
2015-02,2015,Pearland,Houston-The Woodlands-Sugar Land,TX,277,2.075
2015-02,2015,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.273
2015-02,2015,League City,Houston-The Woodlands-Sugar Land,TX,403,3.049
2015-02,2015,New Braunfels,San Antonio-New Braunfels,TX,430,2.448
2015-02,2015,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,3.226
2015-02,2015,Richmond,Houston-The Woodlands-Sugar Land,TX,600,2.779
2015-02,2015,Tomball,Houston-The Woodlands-Sugar Land,TX,606,3.043
2015-02,2015,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,2.941
2015-02,2015,Baytown,Houston-The Woodlands-Sugar Land,TX,653,3.76
2015-02,2015,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,4.018
2015-02,2015,Katy,Houston-The Woodlands-Sugar Land,TX,1167,2.755
2015-02,2015,Seguin,San Antonio-New Braunfels,TX,1172,3.091
2015-02,2015,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,5.574
2015-02,2015,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,2.565
2015-02,2015,Boerne,San Antonio-New Braunfels,TX,1416,2.176
2015-02,2015,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,2.256
2015-02,2015,Converse,San Antonio-New Braunfels,TX,1448,2.302
2015-02,2015,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,2.338
2015-02,2015,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,4.348
2015-02,2015,Cibolo,San Antonio-New Braunfels,TX,1728,2.273
2015-02,2015,Porter,Houston-The Woodlands-Sugar Land,TX,1733,2.389
2015-02,2015,Willis,Houston-The Woodlands-Sugar Land,TX,1799,3.286
2015-02,2015,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,3.071
2015-02,2015,Schertz,San Antonio-New Braunfels,TX,1831,1.755
2015-02,2015,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,4.812
2015-02,2015,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,2.704
2015-02,2015,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,2.209
2015-02,2015,Helotes,San Antonio-New Braunfels,TX,2392,1.463
2015-02,2015,Floresville,San Antonio-New Braunfels,TX,2409,2.811
2015-02,2015,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,2.198
2015-02,2015,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,3.439
2015-02,2015,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,4.762
2015-02,2015,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,5.266
2015-02,2015,Spring Branch,San Antonio-New Braunfels,TX,2922,4.024
2015-02,2015,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,2.974
2015-02,2015,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,3.175
2015-02,2015,Canyon Lake,San Antonio-New Braunfels,TX,3113,4.175
2015-02,2015,Timberwood Park,San Antonio-New Braunfels,TX,3224,2.349
2015-02,2015,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,3.183
2015-02,2015,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,2.457
2015-02,2015,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,2.454
2015-02,2015,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,2.141
2015-03,2015,Houston,Houston-The Woodlands-Sugar Land,TX,3,3.351
2015-03,2015,San Antonio,San Antonio-New Braunfels,TX,5,2.655
2015-03,2015,Spring,Houston-The Woodlands-Sugar Land,TX,113,2.778
2015-03,2015,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,2.403
2015-03,2015,Cypress,Houston-The Woodlands-Sugar Land,TX,213,2.683
2015-03,2015,Conroe,Houston-The Woodlands-Sugar Land,TX,222,2.599
2015-03,2015,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,3.772
2015-03,2015,Pearland,Houston-The Woodlands-Sugar Land,TX,277,2.17
2015-03,2015,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.595
2015-03,2015,League City,Houston-The Woodlands-Sugar Land,TX,403,3.449
2015-03,2015,New Braunfels,San Antonio-New Braunfels,TX,430,2.106
2015-03,2015,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,3.466
2015-03,2015,Richmond,Houston-The Woodlands-Sugar Land,TX,600,2.778
2015-03,2015,Tomball,Houston-The Woodlands-Sugar Land,TX,606,2.869
2015-03,2015,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,2.664
2015-03,2015,Baytown,Houston-The Woodlands-Sugar Land,TX,653,4.032
2015-03,2015,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,3.911
2015-03,2015,Katy,Houston-The Woodlands-Sugar Land,TX,1167,2.413
2015-03,2015,Seguin,San Antonio-New Braunfels,TX,1172,3.86
2015-03,2015,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,4.995
2015-03,2015,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,3.077
2015-03,2015,Boerne,San Antonio-New Braunfels,TX,1416,3.077
2015-03,2015,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,2.8
2015-03,2015,Converse,San Antonio-New Braunfels,TX,1448,2.532
2015-03,2015,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,2.205
2015-03,2015,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,2.327
2015-03,2015,Cibolo,San Antonio-New Braunfels,TX,1728,2.015
2015-03,2015,Porter,Houston-The Woodlands-Sugar Land,TX,1733,2.706
2015-03,2015,Willis,Houston-The Woodlands-Sugar Land,TX,1799,4.934
2015-03,2015,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,3.103
2015-03,2015,Schertz,San Antonio-New Braunfels,TX,1831,2.859
2015-03,2015,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,4.053
2015-03,2015,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,3.269
2015-03,2015,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,3.525
2015-03,2015,Helotes,San Antonio-New Braunfels,TX,2392,2.5
2015-03,2015,Floresville,San Antonio-New Braunfels,TX,2409,7.316
2015-03,2015,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,2.283
2015-03,2015,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,4.623
2015-03,2015,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,3.063
2015-03,2015,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,4.611
2015-03,2015,Spring Branch,San Antonio-New Braunfels,TX,2922,2.719
2015-03,2015,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,9.259
2015-03,2015,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,1.821
2015-03,2015,Canyon Lake,San Antonio-New Braunfels,TX,3113,4.708
2015-03,2015,Timberwood Park,San Antonio-New Braunfels,TX,3224,1.542
2015-03,2015,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,2.942
2015-03,2015,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,2.618
2015-03,2015,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,2.338
2015-03,2015,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,3.035
2015-05,2015,Houston,Houston-The Woodlands-Sugar Land,TX,3,3.306
2015-05,2015,San Antonio,San Antonio-New Braunfels,TX,5,2.684
2015-05,2015,Spring,Houston-The Woodlands-Sugar Land,TX,113,2.857
2015-05,2015,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,2.5
2015-05,2015,Cypress,Houston-The Woodlands-Sugar Land,TX,213,2.392
2015-05,2015,Conroe,Houston-The Woodlands-Sugar Land,TX,222,2.72
2015-05,2015,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,3.573
2015-05,2015,Pearland,Houston-The Woodlands-Sugar Land,TX,277,2.52
2015-05,2015,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.591
2015-05,2015,League City,Houston-The Woodlands-Sugar Land,TX,403,2.857
2015-05,2015,New Braunfels,San Antonio-New Braunfels,TX,430,2.072
2015-05,2015,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,2.71
2015-05,2015,Richmond,Houston-The Woodlands-Sugar Land,TX,600,2.537
2015-05,2015,Tomball,Houston-The Woodlands-Sugar Land,TX,606,2.246
2015-05,2015,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,2.882
2015-05,2015,Baytown,Houston-The Woodlands-Sugar Land,TX,653,4.289
2015-05,2015,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,3.483
2015-05,2015,Katy,Houston-The Woodlands-Sugar Land,TX,1167,2.101
2015-05,2015,Seguin,San Antonio-New Braunfels,TX,1172,4.404
2015-05,2015,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,3.849
2015-05,2015,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,3.569
2015-05,2015,Boerne,San Antonio-New Braunfels,TX,1416,2.454
2015-05,2015,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,2.681
2015-05,2015,Converse,San Antonio-New Braunfels,TX,1448,2.368
2015-05,2015,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,3.217
2015-05,2015,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,3.243
2015-05,2015,Cibolo,San Antonio-New Braunfels,TX,1728,2.083
2015-05,2015,Porter,Houston-The Woodlands-Sugar Land,TX,1733,3.03
2015-05,2015,Willis,Houston-The Woodlands-Sugar Land,TX,1799,4
2015-05,2015,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,3.333
2015-05,2015,Schertz,San Antonio-New Braunfels,TX,1831,1.755
2015-05,2015,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,4.116
2015-05,2015,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,3.077
2015-05,2015,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,3.194
2015-05,2015,Helotes,San Antonio-New Braunfels,TX,2392,1.563
2015-05,2015,Floresville,San Antonio-New Braunfels,TX,2409,3.078
2015-05,2015,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,4.315
2015-05,2015,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,3.765
2015-05,2015,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,3.644
2015-05,2015,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,5.104
2015-05,2015,Spring Branch,San Antonio-New Braunfels,TX,2922,2.744
2015-05,2015,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,4.17
2015-05,2015,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,2.387
2015-05,2015,Canyon Lake,San Antonio-New Braunfels,TX,3113,3.39
2015-05,2015,Timberwood Park,San Antonio-New Braunfels,TX,3224,1.735
2015-05,2015,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,2.407
2015-05,2015,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,2.223
2015-05,2015,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,3.098
2015-05,2015,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,3.071
2015-10,2015,Houston,Houston-The Woodlands-Sugar Land,TX,3,3.232
2015-10,2015,San Antonio,San Antonio-New Braunfels,TX,5,2.373
2015-10,2015,Spring,Houston-The Woodlands-Sugar Land,TX,113,2.985
2015-10,2015,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,2.618
2015-10,2015,Cypress,Houston-The Woodlands-Sugar Land,TX,213,2.548
2015-10,2015,Conroe,Houston-The Woodlands-Sugar Land,TX,222,3.087
2015-10,2015,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,3.101
2015-10,2015,Pearland,Houston-The Woodlands-Sugar Land,TX,277,2.273
2015-10,2015,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.618
2015-10,2015,League City,Houston-The Woodlands-Sugar Land,TX,403,2.601
2015-10,2015,New Braunfels,San Antonio-New Braunfels,TX,430,2.382
2015-10,2015,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,3.026
2015-10,2015,Richmond,Houston-The Woodlands-Sugar Land,TX,600,2.547
2015-10,2015,Tomball,Houston-The Woodlands-Sugar Land,TX,606,2.618
2015-10,2015,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,2.703
2015-10,2015,Baytown,Houston-The Woodlands-Sugar Land,TX,653,4.154
2015-10,2015,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,4.638
2015-10,2015,Katy,Houston-The Woodlands-Sugar Land,TX,1167,2.597
2015-10,2015,Seguin,San Antonio-New Braunfels,TX,1172,1.859
2015-10,2015,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,4.202
2015-10,2015,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,2.929
2015-10,2015,Boerne,San Antonio-New Braunfels,TX,1416,3.129
2015-10,2015,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,2.922
2015-10,2015,Converse,San Antonio-New Braunfels,TX,1448,2.757
2015-10,2015,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,3.101
2015-10,2015,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,2.083
2015-10,2015,Cibolo,San Antonio-New Braunfels,TX,1728,1.851
2015-10,2015,Porter,Houston-The Woodlands-Sugar Land,TX,1733,3.028
2015-10,2015,Willis,Houston-The Woodlands-Sugar Land,TX,1799,3.39
2015-10,2015,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,1.936
2015-10,2015,Schertz,San Antonio-New Braunfels,TX,1831,2.857
2015-10,2015,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,2.725
2015-10,2015,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,3.705
2015-10,2015,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,3.263
2015-10,2015,Helotes,San Antonio-New Braunfels,TX,2392,1.97
2015-10,2015,Floresville,San Antonio-New Braunfels,TX,2409,3.609
2015-10,2015,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,3.103
2015-10,2015,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,3.127
2015-10,2015,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,4.875
2015-10,2015,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,4.163
2015-10,2015,Spring Branch,San Antonio-New Braunfels,TX,2922,3.568
2015-10,2015,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,2.74
2015-10,2015,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,3.605
2015-10,2015,Canyon Lake,San Antonio-New Braunfels,TX,3113,4.334
2015-10,2015,Timberwood Park,San Antonio-New Braunfels,TX,3224,2.623
2015-10,2015,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,2.381
2015-10,2015,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,2.551
2015-10,2015,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,3.663
2015-10,2015,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,2.227
2015-04,2015,Houston,Houston-The Woodlands-Sugar Land,TX,3,3.509
2015-04,2015,San Antonio,San Antonio-New Braunfels,TX,5,2.501
2015-04,2015,Spring,Houston-The Woodlands-Sugar Land,TX,113,2.785
2015-04,2015,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,3.048
2015-04,2015,Cypress,Houston-The Woodlands-Sugar Land,TX,213,2.538
2015-04,2015,Conroe,Houston-The Woodlands-Sugar Land,TX,222,2.905
2015-04,2015,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,4
2015-04,2015,Pearland,Houston-The Woodlands-Sugar Land,TX,277,2.409
2015-04,2015,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.804
2015-04,2015,League City,Houston-The Woodlands-Sugar Land,TX,403,3.219
2015-04,2015,New Braunfels,San Antonio-New Braunfels,TX,430,2.278
2015-04,2015,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,3.16
2015-04,2015,Richmond,Houston-The Woodlands-Sugar Land,TX,600,2.806
2015-04,2015,Tomball,Houston-The Woodlands-Sugar Land,TX,606,2.917
2015-04,2015,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,3.101
2015-04,2015,Baytown,Houston-The Woodlands-Sugar Land,TX,653,3.601
2015-04,2015,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,4.032
2015-04,2015,Katy,Houston-The Woodlands-Sugar Land,TX,1167,3.361
2015-04,2015,Seguin,San Antonio-New Braunfels,TX,1172,5.367
2015-04,2015,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,5.701
2015-04,2015,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,3.501
2015-04,2015,Boerne,San Antonio-New Braunfels,TX,1416,3.381
2015-04,2015,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,2.782
2015-04,2015,Converse,San Antonio-New Braunfels,TX,1448,2.196
2015-04,2015,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,4.112
2015-04,2015,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,4.607
2015-04,2015,Cibolo,San Antonio-New Braunfels,TX,1728,1.996
2015-04,2015,Porter,Houston-The Woodlands-Sugar Land,TX,1733,3.141
2015-04,2015,Willis,Houston-The Woodlands-Sugar Land,TX,1799,3.817
2015-04,2015,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,2.627
2015-04,2015,Schertz,San Antonio-New Braunfels,TX,1831,2.273
2015-04,2015,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,3.433
2015-04,2015,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,3.444
2015-04,2015,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,3.514
2015-04,2015,Helotes,San Antonio-New Braunfels,TX,2392,2.95
2015-04,2015,Floresville,San Antonio-New Braunfels,TX,2409,3.905
2015-04,2015,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,3.573
2015-04,2015,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,3.945
2015-04,2015,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,3.775
2015-04,2015,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,4.716
2015-04,2015,Spring Branch,San Antonio-New Braunfels,TX,2922,2.538
2015-04,2015,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,3.728
2015-04,2015,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,1.678
2015-04,2015,Canyon Lake,San Antonio-New Braunfels,TX,3113,2.86
2015-04,2015,Timberwood Park,San Antonio-New Braunfels,TX,3224,2.532
2015-04,2015,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,1.79
2015-04,2015,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,2.381
2015-04,2015,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,2.22
2015-04,2015,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,1.985
2015-06,2015,Houston,Houston-The Woodlands-Sugar Land,TX,3,3.334
2015-06,2015,San Antonio,San Antonio-New Braunfels,TX,5,2.476
2015-06,2015,Spring,Houston-The Woodlands-Sugar Land,TX,113,2.885
2015-06,2015,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,2.707
2015-06,2015,Cypress,Houston-The Woodlands-Sugar Land,TX,213,2.501
2015-06,2015,Conroe,Houston-The Woodlands-Sugar Land,TX,222,2.727
2015-06,2015,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,2.902
2015-06,2015,Pearland,Houston-The Woodlands-Sugar Land,TX,277,2.36
2015-06,2015,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.76
2015-06,2015,League City,Houston-The Woodlands-Sugar Land,TX,403,2.157
2015-06,2015,New Braunfels,San Antonio-New Braunfels,TX,430,2.062
2015-06,2015,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,2.913
2015-06,2015,Richmond,Houston-The Woodlands-Sugar Land,TX,600,2.576
2015-06,2015,Tomball,Houston-The Woodlands-Sugar Land,TX,606,2.609
2015-06,2015,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,2.65
2015-06,2015,Baytown,Houston-The Woodlands-Sugar Land,TX,653,4.659
2015-06,2015,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,4.005
2015-06,2015,Katy,Houston-The Woodlands-Sugar Land,TX,1167,2.803
2015-06,2015,Seguin,San Antonio-New Braunfels,TX,1172,2.226
2015-06,2015,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,5.786
2015-06,2015,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,3.099
2015-06,2015,Boerne,San Antonio-New Braunfels,TX,1416,2.806
2015-06,2015,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,3.093
2015-06,2015,Converse,San Antonio-New Braunfels,TX,1448,2.149
2015-06,2015,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,3.376
2015-06,2015,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,3.982
2015-06,2015,Cibolo,San Antonio-New Braunfels,TX,1728,2.411
2015-06,2015,Porter,Houston-The Woodlands-Sugar Land,TX,1733,2.572
2015-06,2015,Willis,Houston-The Woodlands-Sugar Land,TX,1799,3.717
2015-06,2015,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,2.703
2015-06,2015,Schertz,San Antonio-New Braunfels,TX,1831,1.742
2015-06,2015,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,3.389
2015-06,2015,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,5.226
2015-06,2015,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,4.052
2015-06,2015,Helotes,San Antonio-New Braunfels,TX,2392,1.779
2015-06,2015,Floresville,San Antonio-New Braunfels,TX,2409,3.139
2015-06,2015,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,3.494
2015-06,2015,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,3.669
2015-06,2015,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,3.333
2015-06,2015,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,4.178
2015-06,2015,Spring Branch,San Antonio-New Braunfels,TX,2922,2.289
2015-06,2015,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,4.435
2015-06,2015,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,2.609
2015-06,2015,Canyon Lake,San Antonio-New Braunfels,TX,3113,2.95
2015-06,2015,Timberwood Park,San Antonio-New Braunfels,TX,3224,2.354
2015-06,2015,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,4.352
2015-06,2015,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,3.429
2015-06,2015,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,2.223
2015-06,2015,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,3
2015-07,2015,Houston,Houston-The Woodlands-Sugar Land,TX,3,3.223
2015-07,2015,San Antonio,San Antonio-New Braunfels,TX,5,2.507
2015-07,2015,Spring,Houston-The Woodlands-Sugar Land,TX,113,2.882
2015-07,2015,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,2.602
2015-07,2015,Cypress,Houston-The Woodlands-Sugar Land,TX,213,2.44
2015-07,2015,Conroe,Houston-The Woodlands-Sugar Land,TX,222,2.616
2015-07,2015,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,3.579
2015-07,2015,Pearland,Houston-The Woodlands-Sugar Land,TX,277,2.178
2015-07,2015,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.742
2015-07,2015,League City,Houston-The Woodlands-Sugar Land,TX,403,2.662
2015-07,2015,New Braunfels,San Antonio-New Braunfels,TX,430,2.244
2015-07,2015,Missouri City,Houston-The Woodlands-Sugar Land,TX,595,2.688
2015-07,2015,Richmond,Houston-The Woodlands-Sugar Land,TX,600,2.511
2015-07,2015,Tomball,Houston-The Woodlands-Sugar Land,TX,606,2.55
2015-07,2015,Atascocita,Houston-The Woodlands-Sugar Land,TX,639,2.694
2015-07,2015,Baytown,Houston-The Woodlands-Sugar Land,TX,653,4.127
2015-07,2015,Galveston,Houston-The Woodlands-Sugar Land,TX,1090,3.628
2015-07,2015,Katy,Houston-The Woodlands-Sugar Land,TX,1167,2.225
2015-07,2015,Seguin,San Antonio-New Braunfels,TX,1172,3.273
2015-07,2015,Texas City,Houston-The Woodlands-Sugar Land,TX,1254,4.468
2015-07,2015,Montgomery,Houston-The Woodlands-Sugar Land,TX,1373,3.25
2015-07,2015,Boerne,San Antonio-New Braunfels,TX,1416,2.317
2015-07,2015,Friendswood,Houston-The Woodlands-Sugar Land,TX,1427,2.969
2015-07,2015,Converse,San Antonio-New Braunfels,TX,1448,1.998
2015-07,2015,La Porte,Houston-The Woodlands-Sugar Land,TX,1668,3.509
2015-07,2015,Deer Park,Houston-The Woodlands-Sugar Land,TX,1679,2.274
2015-07,2015,Cibolo,San Antonio-New Braunfels,TX,1728,1.931
2015-07,2015,Porter,Houston-The Woodlands-Sugar Land,TX,1733,2.567
2015-07,2015,Willis,Houston-The Woodlands-Sugar Land,TX,1799,3.846
2015-07,2015,Rosenberg,Houston-The Woodlands-Sugar Land,TX,1828,3.449
2015-07,2015,Schertz,San Antonio-New Braunfels,TX,1831,2.204
2015-07,2015,Lake Jackson,Houston-The Woodlands-Sugar Land,TX,1935,2.704
2015-07,2015,Crosby,Houston-The Woodlands-Sugar Land,TX,2007,2.817
2015-07,2015,Alvin,Houston-The Woodlands-Sugar Land,TX,2307,2.926
2015-07,2015,Helotes,San Antonio-New Braunfels,TX,2392,2.197
2015-07,2015,Floresville,San Antonio-New Braunfels,TX,2409,3.573
2015-07,2015,Manvel,Houston-The Woodlands-Sugar Land,TX,2658,2.299
2015-07,2015,Bellaire,Houston-The Woodlands-Sugar Land,TX,2715,3.172
2015-07,2015,Dickinson,Houston-The Woodlands-Sugar Land,TX,2842,4.861
2015-07,2015,Angleton,Houston-The Woodlands-Sugar Land,TX,2883,3.908
2015-07,2015,Spring Branch,San Antonio-New Braunfels,TX,2922,2.501
2015-07,2015,La Marque,Houston-The Woodlands-Sugar Land,TX,2945,3.964
2015-07,2015,Pecan Grove,Houston-The Woodlands-Sugar Land,TX,3019,2.233
2015-07,2015,Canyon Lake,San Antonio-New Braunfels,TX,3113,2.603
2015-07,2015,Timberwood Park,San Antonio-New Braunfels,TX,3224,2.001
2015-07,2015,Seabrook,Houston-The Woodlands-Sugar Land,TX,3256,3.032
2015-07,2015,Sienna Plantation,Houston-The Woodlands-Sugar Land,TX,3418,2.53
2015-07,2015,Fulshear,Houston-The Woodlands-Sugar Land,TX,3683,2.632
2015-07,2015,Fair Oaks Ranch,San Antonio-New Braunfels,TX,3766,2.586
2015-08,2015,Houston,Houston-The Woodlands-Sugar Land,TX,3,3.228
2015-08,2015,San Antonio,San Antonio-New Braunfels,TX,5,2.661
2015-08,2015,Spring,Houston-The Woodlands-Sugar Land,TX,113,3.032
2015-08,2015,Sugar Land,Houston-The Woodlands-Sugar Land,TX,191,2.798
2015-08,2015,Cypress,Houston-The Woodlands-Sugar Land,TX,213,2.491
2015-08,2015,Conroe,Houston-The Woodlands-Sugar Land,TX,222,2.959
2015-08,2015,Pasadena,Houston-The Woodlands-Sugar Land,TX,227,3.2
2015-08,2015,Pearland,Houston-The Woodlands-Sugar Land,TX,277,2.482
2015-08,2015,The Woodlands,Houston-The Woodlands-Sugar Land,TX,379,2.737
