SizeRank,Date,City,Value
4886,3/1/16,San Antonio,214100
4991,3/1/16,Houston,251200
5064,3/1/16,San Antonio,184500
5133,3/1/16,Dallas,1306600
5139,3/1/16,Austin,234200
5144,3/1/16,Dallas,477600
5181,3/1/16,Austin,393500
5182,3/1/16,Dallas,124200
5209,3/1/16,Corpus Christi,106700
5219,3/1/16,Austin,116300
5243,3/1/16,San Antonio,191100
5339,3/1/16,Dallas,81400
5355,3/1/16,Dallas,396100
5407,3/1/16,Dallas,200600
5643,3/1/16,San Antonio,500500
5667,3/1/16,San Antonio,195000
5932,3/1/16,Rio Grande City,71600
5933,3/1/16,Dallas,336200
6008,3/1/16,Dallas,172200
6067,3/1/16,Dallas,472400
6073,3/1/16,Corpus Christi,122400
6086,3/1/16,Houston,127200
6091,3/1/16,Dallas,355200
6093,3/1/16,San Antonio,86700
6140,3/1/16,Houston,108800
6193,3/1/16,Houston,389200
6244,3/1/16,Dallas,83500
6252,3/1/16,Dallas,360400
6285,3/1/16,Dallas,212600
6416,3/1/16,Austin,471100
6435,3/1/16,Dallas,148500
6442,3/1/16,Austin,218700
6473,3/1/16,Dallas,194800
6560,3/1/16,Austin,341000
6663,3/1/16,Houston,118000
6728,3/1/16,Dallas,183000
6832,3/1/16,Dallas,430200
6874,3/1/16,Houston,183600
6893,3/1/16,San Antonio,199000
6927,3/1/16,San Antonio,116200
6944,3/1/16,Dallas,207400
6961,3/1/16,Dallas,88900
7069,3/1/16,Dallas,206800
7185,3/1/16,Houston,169500
7249,3/1/16,San Antonio,509200
7298,3/1/16,Houston,87800
7325,3/1/16,Dallas,156600
7369,3/1/16,Dallas,281100
7413,3/1/16,Corpus Christi,90400
7451,3/1/16,Dallas,196700
7474,3/1/16,Dallas,1537000
7603,3/1/16,El Paso,116800
7638,3/1/16,San Antonio,431900
7814,3/1/16,Austin,170400
7835,3/1/16,Houston,124500
7990,3/1/16,San Antonio,283500
8016,3/1/16,Dallas,234100
8029,3/1/16,Dallas,326300
8055,3/1/16,Dallas,84800
8058,3/1/16,Dallas,230400
8068,3/1/16,Houston,117200
8110,3/1/16,El Paso,113500
8129,3/1/16,Austin,612300
8505,3/1/16,Dallas,62000
8571,3/1/16,Dallas,223900
8646,3/1/16,Dallas,135500
8662,3/1/16,San Antonio,367800
8684,3/1/16,Dallas,145400
8688,3/1/16,Corpus Christi,386000
8692,3/1/16,San Antonio,368500
8774,3/1/16,Austin,909700
8823,3/1/16,Dallas,71800
9024,3/1/16,Dallas,208000
9039,3/1/16,Austin,126200
9066,3/1/16,San Antonio,559300
9076,3/1/16,Dallas,190000
9110,3/1/16,Austin,161500
9167,3/1/16,Houston,144800
9482,3/1/16,San Antonio,279400
9666,3/1/16,Houston,193100
9682,3/1/16,Dallas,192100
9713,3/1/16,Houston,212000
9883,3/1/16,Austin,465600
9888,3/1/16,Houston,239000
9907,3/1/16,Dallas,121700
9932,3/1/16,Austin,123700
9995,3/1/16,Dallas,288000
10048,3/1/16,Dallas,102400
10076,3/1/16,Dallas,439900
10134,3/1/16,Dallas,103700
10153,3/1/16,Austin,386700
10188,3/1/16,Dallas,417600
10302,3/1/16,Houston,246800
10303,3/1/16,Dallas,333900
10342,3/1/16,Dallas,73900
10420,3/1/16,San Antonio,307100
10437,3/1/16,Houston,157700
10612,3/1/16,Dallas,295400
10619,3/1/16,Houston,140400
10671,3/1/16,Houston,180600
10720,3/1/16,Dallas,129400
10932,3/1/16,Houston,212300
10998,3/1/16,San Antonio,428000
11100,3/1/16,Austin,455700
11115,3/1/16,Houston,136900
11233,3/1/16,Dallas,287000
11259,3/1/16,San Antonio,710100
11277,3/1/16,Dallas,171100
11284,3/1/16,Corpus Christi,49500
11331,3/1/16,San Antonio,274700
11398,3/1/16,Dallas,83900
11502,3/1/16,Dallas,298200
11524,3/1/16,Dallas,300800
11543,3/1/16,Austin,909700
11667,3/1/16,Dallas,66200
11804,3/1/16,Dallas,182500
11834,3/1/16,Houston,176400
11880,3/1/16,Houston,198100
11993,3/1/16,Houston,269600
12016,3/1/16,Houston,171200
12084,3/1/16,Houston,131100
12185,3/1/16,Houston,222100
12256,3/1/16,Dallas,425800
12433,3/1/16,Houston,173200
12568,3/1/16,Houston,188700
12590,3/1/16,Dallas,120300
12734,3/1/16,Rio Grande City,91200
12745,3/1/16,Austin,214700
12771,3/1/16,Houston,220800
12786,3/1/16,Houston,167800
12817,3/1/16,Austin,172700
12823,3/1/16,Dallas,90300
12842,3/1/16,Dallas,201500
12873,3/1/16,Dallas,195400
12919,3/1/16,Dallas,154400
12975,3/1/16,San Antonio,192200
12987,3/1/16,Houston,122800
13016,3/1/16,Dallas,206300
13041,3/1/16,Dallas,133000
13076,3/1/16,Houston,172900
13080,3/1/16,Dallas,75800
13131,3/1/16,Austin,275600
13132,3/1/16,Houston,304600
13144,3/1/16,Austin,231100
13146,3/1/16,Dallas,187800
13165,3/1/16,Houston,406800
13181,3/1/16,Houston,120700
13184,3/1/16,Dallas,159500
13230,3/1/16,Dallas,152300
13231,3/1/16,Houston,248500
3,4/1/16,Houston,155800
5,4/1/16,San Antonio,140900
10,4/1/16,Dallas,132000
11,4/1/16,Austin,304900
17,4/1/16,Dallas,143000
22,4/1/16,El Paso,114900
50,4/1/16,Dallas,155200
66,4/1/16,Corpus Christi,134200
79,4/1/16,Dallas,277500
109,4/1/16,Dallas,136900
110,4/1/16,Houston,175200
116,4/1/16,Dallas,143100
159,4/1/16,Dallas,147000
184,4/1/16,Houston,284600
189,4/1/16,Dallas,272300
205,4/1/16,Houston,235000
206,4/1/16,Austin,243300
214,4/1/16,Houston,185700
218,4/1/16,Houston,115200
221,4/1/16,Dallas,365300
229,4/1/16,Dallas,118200
257,4/1/16,Dallas,212000
267,4/1/16,Houston,233600
269,4/1/16,Dallas,180800
321,4/1/16,Dallas,208800
345,4/1/16,Dallas,232800
371,4/1/16,Houston,335200
395,4/1/16,Houston,232900
422,4/1/16,San Antonio,225400
433,4/1/16,Dallas,272100
481,4/1/16,Austin,265200
496,4/1/16,Austin,209900
585,4/1/16,Houston,191700
590,4/1/16,Houston,237400
595,4/1/16,Houston,209800
628,4/1/16,Houston,188600
644,4/1/16,Houston,117900
652,4/1/16,Austin,175700
664,4/1/16,Dallas,329600
711,4/1/16,Austin,251900
737,4/1/16,Dallas,181800
781,4/1/16,Dallas,229700
932,4/1/16,Dallas,178500
967,4/1/16,Dallas,155500
1042,4/1/16,Dallas,304100
1048,4/1/16,Dallas,159100
1051,4/1/16,Dallas,223000
1068,4/1/16,Dallas,147900
1075,4/1/16,Houston,167200
1080,4/1/16,Dallas,198000
1100,4/1/16,Dallas,197500
1137,4/1/16,Dallas,205800
1142,4/1/16,Dallas,199200
1150,4/1/16,Houston,229200
1155,4/1/16,San Antonio,144700
1201,4/1/16,Dallas,99000
1237,4/1/16,Houston,97000
1255,4/1/16,Dallas,355000
1259,4/1/16,Dallas,344400
1301,4/1/16,Dallas,193200
1311,4/1/16,Dallas,126500
1339,4/1/16,Dallas,92800
1350,4/1/16,Dallas,154300
1365,4/1/16,Houston,266700
1383,4/1/16,Dallas,122600
1409,4/1/16,San Antonio,307900
1412,4/1/16,Dallas,169000
1422,4/1/16,Houston,260200
1444,4/1/16,San Antonio,145900
1493,4/1/16,Dallas,230000
1533,4/1/16,Dallas,82600
1650,4/1/16,Dallas,158700
1675,4/1/16,Houston,141200
1687,4/1/16,Houston,156900
1703,4/1/16,Houston,114400
1735,4/1/16,El Paso,85800
1737,4/1/16,San Antonio,206900
1739,4/1/16,Dallas,101000
1742,4/1/16,Houston,190800
1773,4/1/16,Austin,182500
1781,4/1/16,Dallas,200500
1805,4/1/16,Dallas,592300
1816,4/1/16,Houston,185500
1848,4/1/16,Houston,140000
1852,4/1/16,San Antonio,194000
1946,4/1/16,Austin,190400
1967,4/1/16,Houston,156900
1972,4/1/16,Dallas,181600
2058,4/1/16,Houston,154900
2073,4/1/16,Dallas,84200
2150,4/1/16,Dallas,459000
2201,4/1/16,Austin,166700
2258,4/1/16,Dallas,1062700
2273,4/1/16,Dallas,143200
2289,4/1/16,Dallas,148700
2373,4/1/16,Dallas,130600
2425,4/1/16,Houston,143500
2434,4/1/16,Dallas,157000
2503,4/1/16,Austin,174600
2505,4/1/16,Dallas,178500
2534,4/1/16,San Antonio,234500
2554,4/1/16,San Antonio,193600
2675,4/1/16,Dallas,217100
2676,4/1/16,Dallas,227500
2707,4/1/16,San Antonio,166000
2715,4/1/16,Houston,173400
2756,4/1/16,Dallas,172100
2836,4/1/16,Austin,127700
2886,4/1/16,Houston,355000
2896,4/1/16,Houston,246400
2898,4/1/16,Austin,142500
2978,4/1/16,Dallas,328000
2980,4/1/16,Houston,762300
3002,4/1/16,Dallas,182400
3056,4/1/16,Austin,240600
3071,4/1/16,Houston,99900
3152,4/1/16,Houston,182600
3160,4/1/16,Houston,168500
3189,4/1/16,Houston,144100
3236,4/1/16,Dallas,90100
3237,4/1/16,Dallas,149500
3256,4/1/16,Corpus Christi,171200
3265,4/1/16,Houston,124400
3332,4/1/16,San Antonio,371100
3348,4/1/16,Austin,379200
3381,4/1/16,Houston,91500
3403,4/1/16,Dallas,331900
3446,4/1/16,Dallas,183900
3470,4/1/16,Houston,130300
3483,4/1/16,Corpus Christi,191200
3517,4/1/16,Houston,241300
3561,4/1/16,San Antonio,138800
3563,4/1/16,Dallas,180800
3599,4/1/16,Dallas,309200
3614,4/1/16,Dallas,109200
3701,4/1/16,El Paso,113600
3714,4/1/16,Dallas,178400
3717,4/1/16,San Antonio,212900
3786,4/1/16,Houston,130900
3805,4/1/16,Dallas,170700
3813,4/1/16,Rio Grande City,71600
3815,4/1/16,Dallas,168000
3856,4/1/16,Austin,264600
3886,4/1/16,Houston,111000
3946,4/1/16,Dallas,143800
3962,4/1/16,San Antonio,316600
4017,4/1/16,Austin,167900
4043,4/1/16,Dallas,87900
4059,4/1/16,San Antonio,155500
4066,4/1/16,Houston,243700
4214,4/1/16,Houston,208300
4316,4/1/16,Austin,273200
4444,4/1/16,Houston,184200
4452,4/1/16,Houston,124000
4530,4/1/16,San Antonio,360500
4556,4/1/16,Dallas,68900
4590,4/1/16,Houston,331500
4631,4/1/16,Houston,161300
4689,4/1/16,Houston,95800
4720,4/1/16,Austin,404300
4760,4/1/16,Dallas,141700
4779,4/1/16,Houston,75300
4886,4/1/16,San Antonio,215400
4991,4/1/16,Houston,253600
5064,4/1/16,San Antonio,184400
5133,4/1/16,Dallas,1318700
5139,4/1/16,Austin,235800
5144,4/1/16,Dallas,478700
5181,4/1/16,Austin,396000
5182,4/1/16,Dallas,126200
5209,4/1/16,Corpus Christi,107100
5219,4/1/16,Austin,118900
5243,4/1/16,San Antonio,190600
5339,4/1/16,Dallas,81700
5355,4/1/16,Dallas,396300
5407,4/1/16,Dallas,201700
5643,4/1/16,San Antonio,503300
5667,4/1/16,San Antonio,190000
5932,4/1/16,Rio Grande City,72000
5933,4/1/16,Dallas,341100
6008,4/1/16,Dallas,172500
6067,4/1/16,Dallas,473400
6073,4/1/16,Corpus Christi,123100
6086,4/1/16,Houston,128400
6091,4/1/16,Dallas,359300
6093,4/1/16,San Antonio,87800
6140,4/1/16,Houston,112500
6193,4/1/16,Houston,393000
6244,4/1/16,Dallas,84700
6252,4/1/16,Dallas,362500
6285,4/1/16,Dallas,213900
6416,4/1/16,Austin,471000
6435,4/1/16,Dallas,152300
6442,4/1/16,Austin,219800
6473,4/1/16,Dallas,195300
6560,4/1/16,Austin,347100
6663,4/1/16,Houston,119000
6728,4/1/16,Dallas,184000
6832,4/1/16,Dallas,431400
6874,4/1/16,Houston,186000
6893,4/1/16,San Antonio,198000
6927,4/1/16,San Antonio,116200
6944,4/1/16,Dallas,208500
6961,4/1/16,Dallas,89500
7069,4/1/16,Dallas,208300
7185,4/1/16,Houston,170800
7249,4/1/16,San Antonio,513100
7298,4/1/16,Houston,88200
7325,4/1/16,Dallas,157100
7369,4/1/16,Dallas,283700
7413,4/1/16,Corpus Christi,90000
7451,4/1/16,Dallas,197600
7474,4/1/16,Dallas,1544900
7603,4/1/16,El Paso,118600
7638,4/1/16,San Antonio,433000
7814,4/1/16,Austin,171500
7835,4/1/16,Houston,126500
7990,4/1/16,San Antonio,285500
8016,4/1/16,Dallas,236700
8029,4/1/16,Dallas,326100
8055,4/1/16,Dallas,87100
8058,4/1/16,Dallas,232800
8068,4/1/16,Houston,118100
8110,4/1/16,El Paso,115300
8129,4/1/16,Austin,614600
8505,4/1/16,Dallas,61700
8571,4/1/16,Dallas,227000
8646,4/1/16,Dallas,135100
8662,4/1/16,San Antonio,367500
8684,4/1/16,Dallas,145900
8688,4/1/16,Corpus Christi,397900
8692,4/1/16,San Antonio,368100
8774,4/1/16,Austin,920500
8823,4/1/16,Dallas,71700
9024,4/1/16,Dallas,209400
9039,4/1/16,Austin,127300
9066,4/1/16,San Antonio,562300
9076,4/1/16,Dallas,192700
9110,4/1/16,Austin,164600
9167,4/1/16,Houston,146300
9482,4/1/16,San Antonio,277600
9666,4/1/16,Houston,195600
9682,4/1/16,Dallas,194300
9713,4/1/16,Houston,213400
9883,4/1/16,Austin,465300
9888,4/1/16,Houston,240500
9907,4/1/16,Dallas,122900
9932,4/1/16,Austin,126500
9995,4/1/16,Dallas,290200
10048,4/1/16,Dallas,103200
10076,4/1/16,Dallas,439000
10134,4/1/16,Dallas,104200
10153,4/1/16,Austin,388900
10188,4/1/16,Dallas,417000
10302,4/1/16,Houston,247100
10303,4/1/16,Dallas,335300
10342,4/1/16,Dallas,77100
10420,4/1/16,San Antonio,307400
10437,4/1/16,Houston,159100
10612,4/1/16,Dallas,299300
10619,4/1/16,Houston,141100
10671,4/1/16,Houston,181800
10720,4/1/16,Dallas,129600
10932,4/1/16,Houston,217900
10998,4/1/16,San Antonio,425800
11100,4/1/16,Austin,457000
11115,4/1/16,Houston,144100
11233,4/1/16,Dallas,289100
11259,4/1/16,San Antonio,716900
11277,4/1/16,Dallas,171900
11284,4/1/16,Corpus Christi,49600
11331,4/1/16,San Antonio,277900
11398,4/1/16,Dallas,86900
11502,4/1/16,Dallas,302800
11524,4/1/16,Dallas,303500
11543,4/1/16,Austin,923300
11667,4/1/16,Dallas,68800
11804,4/1/16,Dallas,184300
11834,4/1/16,Houston,176800
11880,4/1/16,Houston,197600
11993,4/1/16,Houston,269800
12016,4/1/16,Houston,172700
12084,4/1/16,Houston,133000
12185,4/1/16,Houston,227200
12256,4/1/16,Dallas,425700
12433,4/1/16,Houston,174200
12568,4/1/16,Houston,190700
12590,4/1/16,Dallas,122400
12734,4/1/16,Rio Grande City,91200
12745,4/1/16,Austin,214200
12771,4/1/16,Houston,223200
12786,4/1/16,Houston,167400
12817,4/1/16,Austin,173800
12823,4/1/16,Dallas,89300
12842,4/1/16,Dallas,204800
12873,4/1/16,Dallas,196900
12919,4/1/16,Dallas,155400
12975,4/1/16,San Antonio,198600
12987,4/1/16,Houston,125200
13016,4/1/16,Dallas,207900
13041,4/1/16,Dallas,135300
13076,4/1/16,Houston,173500
13080,4/1/16,Dallas,78200
13131,4/1/16,Austin,277300
13132,4/1/16,Houston,306600
13144,4/1/16,Austin,233600
13146,4/1/16,Dallas,190000
13165,4/1/16,Houston,407600
13181,4/1/16,Houston,123600
13184,4/1/16,Dallas,161700
13230,4/1/16,Dallas,153300
13231,4/1/16,Houston,249400
3,5/1/16,Houston,157300
5,5/1/16,San Antonio,141700
10,5/1/16,Dallas,134800
11,5/1/16,Austin,307600
17,5/1/16,Dallas,144400
22,5/1/16,El Paso,114700
50,5/1/16,Dallas,156900
66,5/1/16,Corpus Christi,134700
79,5/1/16,Dallas,281100
109,5/1/16,Dallas,139100
110,5/1/16,Houston,175900
116,5/1/16,Dallas,145400
159,5/1/16,Dallas,148600
184,5/1/16,Houston,287500
189,5/1/16,Dallas,274800
205,5/1/16,Houston,236200
206,5/1/16,Austin,245200
214,5/1/16,Houston,186700
218,5/1/16,Houston,116400
221,5/1/16,Dallas,368000
229,5/1/16,Dallas,120700
257,5/1/16,Dallas,215100
267,5/1/16,Houston,234200
269,5/1/16,Dallas,182200
321,5/1/16,Dallas,211300
345,5/1/16,Dallas,236000
371,5/1/16,Houston,335600
395,5/1/16,Houston,233400
422,5/1/16,San Antonio,227400
433,5/1/16,Dallas,275000
481,5/1/16,Austin,268600
496,5/1/16,Austin,211600
585,5/1/16,Houston,194100
590,5/1/16,Houston,240600
595,5/1/16,Houston,210900
628,5/1/16,Houston,189600
644,5/1/16,Houston,119400
652,5/1/16,Austin,176200
664,5/1/16,Dallas,332200
711,5/1/16,Austin,255100
737,5/1/16,Dallas,183600
781,5/1/16,Dallas,230700
932,5/1/16,Dallas,180700
967,5/1/16,Dallas,157800
1042,5/1/16,Dallas,307300
1048,5/1/16,Dallas,162300
1051,5/1/16,Dallas,225500
1068,5/1/16,Dallas,150200
1075,5/1/16,Houston,168000
1080,5/1/16,Dallas,200200
1100,5/1/16,Dallas,199700
1137,5/1/16,Dallas,208100
1142,5/1/16,Dallas,199000
1150,5/1/16,Houston,230200
1155,5/1/16,San Antonio,145800
1201,5/1/16,Dallas,100700
1237,5/1/16,Houston,97800
1255,5/1/16,Dallas,358500
1259,5/1/16,Dallas,350300
1301,5/1/16,Dallas,195200
1311,5/1/16,Dallas,127600
1339,5/1/16,Dallas,94600
1350,5/1/16,Dallas,156100
1365,5/1/16,Houston,268100
1383,5/1/16,Dallas,124700
1409,5/1/16,San Antonio,304800
1412,5/1/16,Dallas,171400
1422,5/1/16,Houston,261500
1444,5/1/16,San Antonio,146600
1493,5/1/16,Dallas,232800
1533,5/1/16,Dallas,83300
1650,5/1/16,Dallas,163000
1675,5/1/16,Houston,142800
1687,5/1/16,Houston,159200
1703,5/1/16,Houston,115300
1735,5/1/16,El Paso,85200
1737,5/1/16,San Antonio,208000
1739,5/1/16,Dallas,101800
1742,5/1/16,Houston,190800
1773,5/1/16,Austin,183400
1781,5/1/16,Dallas,203600
1805,5/1/16,Dallas,596300
1816,5/1/16,Houston,186500
1848,5/1/16,Houston,143500
1852,5/1/16,San Antonio,194500
1946,5/1/16,Austin,191800
1967,5/1/16,Houston,158700
1972,5/1/16,Dallas,182600
2058,5/1/16,Houston,156700
2073,5/1/16,Dallas,85800
2150,5/1/16,Dallas,461400
2201,5/1/16,Austin,167900
2258,5/1/16,Dallas,1073500
2273,5/1/16,Dallas,145800
2289,5/1/16,Dallas,150300
2373,5/1/16,Dallas,131300
2425,5/1/16,Houston,144400
2434,5/1/16,Dallas,160000
2503,5/1/16,Austin,176400
2505,5/1/16,Dallas,181700
2534,5/1/16,San Antonio,235400
2554,5/1/16,San Antonio,196100
2675,5/1/16,Dallas,219700
2676,5/1/16,Dallas,230600
2707,5/1/16,San Antonio,166400
2715,5/1/16,Houston,175700
2756,5/1/16,Dallas,173800
2836,5/1/16,Austin,128000
2886,5/1/16,Houston,356100
2896,5/1/16,Houston,246200
2898,5/1/16,Austin,144600
2978,5/1/16,Dallas,330500
2980,5/1/16,Houston,764600
3002,5/1/16,Dallas,182500
3056,5/1/16,Austin,241800
3071,5/1/16,Houston,101500
3152,5/1/16,Houston,183100
3160,5/1/16,Houston,169800
3189,5/1/16,Houston,144500
3236,5/1/16,Dallas,90800
3237,5/1/16,Dallas,152400
3256,5/1/16,Corpus Christi,171200
3265,5/1/16,Houston,125300
3332,5/1/16,San Antonio,371000
3348,5/1/16,Austin,381500
3381,5/1/16,Houston,92100
3403,5/1/16,Dallas,334400
3446,5/1/16,Dallas,186600
3470,5/1/16,Houston,131900
3483,5/1/16,Corpus Christi,192200
3517,5/1/16,Houston,242100
3561,5/1/16,San Antonio,139800
3563,5/1/16,Dallas,182600
3599,5/1/16,Dallas,310600
3614,5/1/16,Dallas,110300
3701,5/1/16,El Paso,114200
3714,5/1/16,Dallas,181600
3717,5/1/16,San Antonio,215100
3786,5/1/16,Houston,131900
3805,5/1/16,Dallas,171800
3813,5/1/16,Rio Grande City,71300
3815,5/1/16,Dallas,170600
3856,5/1/16,Austin,267200
3886,5/1/16,Houston,114800
3946,5/1/16,Dallas,144800
3962,5/1/16,San Antonio,317100
4017,5/1/16,Austin,167800
4043,5/1/16,Dallas,88700
4059,5/1/16,San Antonio,155900
4066,5/1/16,Houston,243900
4214,5/1/16,Houston,210600
4316,5/1/16,Austin,275600
4444,5/1/16,Houston,185000
4452,5/1/16,Houston,124600
4530,5/1/16,San Antonio,360000
4556,5/1/16,Dallas,67600
4590,5/1/16,Houston,333500
4631,5/1/16,Houston,161200
4689,5/1/16,Houston,98800
4720,5/1/16,Austin,406200
4760,5/1/16,Dallas,144700
4779,5/1/16,Houston,76100
4886,5/1/16,San Antonio,216600
4991,5/1/16,Houston,256800
5064,5/1/16,San Antonio,184400
5133,5/1/16,Dallas,1335700
5139,5/1/16,Austin,237900
5144,5/1/16,Dallas,480200
5181,5/1/16,Austin,398700
5182,5/1/16,Dallas,127700
5209,5/1/16,Corpus Christi,107700
5219,5/1/16,Austin,121900
5243,5/1/16,San Antonio,189700
5339,5/1/16,Dallas,82600
5355,5/1/16,Dallas,396200
5407,5/1/16,Dallas,203500
5643,5/1/16,San Antonio,504400
5667,5/1/16,San Antonio,184500
5932,5/1/16,Rio Grande City,72800
5933,5/1/16,Dallas,345400
6008,5/1/16,Dallas,173200
6067,5/1/16,Dallas,474000
6073,5/1/16,Corpus Christi,123600
6086,5/1/16,Houston,129600
6091,5/1/16,Dallas,364100
6093,5/1/16,San Antonio,88700
6140,5/1/16,Houston,115400
6193,5/1/16,Houston,396000
6244,5/1/16,Dallas,85800
6252,5/1/16,Dallas,363500
6285,5/1/16,Dallas,216200
6416,5/1/16,Austin,471000
6435,5/1/16,Dallas,156000
6442,5/1/16,Austin,220800
6473,5/1/16,Dallas,196200
6560,5/1/16,Austin,353800
6663,5/1/16,Houston,120000
6728,5/1/16,Dallas,184000
6832,5/1/16,Dallas,434200
6874,5/1/16,Houston,189500
6893,5/1/16,San Antonio,196900
6927,5/1/16,San Antonio,118200
6944,5/1/16,Dallas,209600
6961,5/1/16,Dallas,90400
7069,5/1/16,Dallas,209800
7185,5/1/16,Houston,171000
7249,5/1/16,San Antonio,517600
7298,5/1/16,Houston,88400
7325,5/1/16,Dallas,157200
7369,5/1/16,Dallas,286500
7413,5/1/16,Corpus Christi,89500
7451,5/1/16,Dallas,199400
7474,5/1/16,Dallas,1558300
7603,5/1/16,El Paso,119800
7638,5/1/16,San Antonio,432900
7814,5/1/16,Austin,173000
7835,5/1/16,Houston,127500
7990,5/1/16,San Antonio,287600
8016,5/1/16,Dallas,238000
8029,5/1/16,Dallas,327800
8055,5/1/16,Dallas,90500
8058,5/1/16,Dallas,234600
8068,5/1/16,Houston,118400
8110,5/1/16,El Paso,116700
8129,5/1/16,Austin,618300
8505,5/1/16,Dallas,61100
8571,5/1/16,Dallas,230800
8646,5/1/16,Dallas,135600
8662,5/1/16,San Antonio,367000
8684,5/1/16,Dallas,146600
8688,5/1/16,Corpus Christi,404900
8692,5/1/16,San Antonio,365900
8774,5/1/16,Austin,928600
8823,5/1/16,Dallas,72300
9024,5/1/16,Dallas,210800
9039,5/1/16,Austin,128900
9066,5/1/16,San Antonio,563700
9076,5/1/16,Dallas,194600
9110,5/1/16,Austin,168100
9167,5/1/16,Houston,147600
9482,5/1/16,San Antonio,278300
9666,5/1/16,Houston,199300
9682,5/1/16,Dallas,197000
9713,5/1/16,Houston,215100
9883,5/1/16,Austin,464500
9888,5/1/16,Houston,241700
9907,5/1/16,Dallas,124400
9932,5/1/16,Austin,127600
9995,5/1/16,Dallas,292600
10048,5/1/16,Dallas,103800
10076,5/1/16,Dallas,437700
10134,5/1/16,Dallas,104600
10153,5/1/16,Austin,392600
10188,5/1/16,Dallas,419000
10302,5/1/16,Houston,247800
10303,5/1/16,Dallas,335700
10342,5/1/16,Dallas,79400
10420,5/1/16,San Antonio,305000
10437,5/1/16,Houston,160700
10612,5/1/16,Dallas,302000
10619,5/1/16,Houston,141700
10671,5/1/16,Houston,182500
10720,5/1/16,Dallas,131400
10932,5/1/16,Houston,222300
10998,5/1/16,San Antonio,424200
11100,5/1/16,Austin,459200
11115,5/1/16,Houston,147600
11233,5/1/16,Dallas,292400
11259,5/1/16,San Antonio,720500
11277,5/1/16,Dallas,172600
11284,5/1/16,Corpus Christi,49400
11331,5/1/16,San Antonio,280700
11398,5/1/16,Dallas,89800
11502,5/1/16,Dallas,307800
11524,5/1/16,Dallas,305300
11543,5/1/16,Austin,934800
11667,5/1/16,Dallas,72000
11804,5/1/16,Dallas,185300
11834,5/1/16,Houston,178300
11880,5/1/16,Houston,199200
11993,5/1/16,Houston,270500
12016,5/1/16,Houston,173900
12084,5/1/16,Houston,134700
12185,5/1/16,Houston,231300
12256,5/1/16,Dallas,425300
12433,5/1/16,Houston,175500
12568,5/1/16,Houston,192500
12590,5/1/16,Dallas,126800
12734,5/1/16,Rio Grande City,91700
12745,5/1/16,Austin,216400
12771,5/1/16,Houston,224800
12786,5/1/16,Houston,166900
12817,5/1/16,Austin,174800
12823,5/1/16,Dallas,88000
12842,5/1/16,Dallas,207900
12873,5/1/16,Dallas,198900
12919,5/1/16,Dallas,156500
12975,5/1/16,San Antonio,204300
12987,5/1/16,Houston,126700
13016,5/1/16,Dallas,210000
13041,5/1/16,Dallas,138000
13076,5/1/16,Houston,174700
13080,5/1/16,Dallas,80600
13131,5/1/16,Austin,279500
13132,5/1/16,Houston,308600
13144,5/1/16,Austin,237900
13146,5/1/16,Dallas,192400
13165,5/1/16,Houston,406500
13181,5/1/16,Houston,126900
13184,5/1/16,Dallas,164200
13230,5/1/16,Dallas,154600
13231,5/1/16,Houston,250500
3,6/1/16,Houston,159400
5,6/1/16,San Antonio,142400
10,6/1/16,Dallas,137700
11,6/1/16,Austin,309900
17,6/1/16,Dallas,145600
22,6/1/16,El Paso,114400
50,6/1/16,Dallas,158900
66,6/1/16,Corpus Christi,135000
79,6/1/16,Dallas,285100
109,6/1/16,Dallas,141500
110,6/1/16,Houston,176500
116,6/1/16,Dallas,148400
159,6/1/16,Dallas,150800
184,6/1/16,Houston,288600
189,6/1/16,Dallas,277400
205,6/1/16,Houston,237100
206,6/1/16,Austin,247700
214,6/1/16,Houston,187600
218,6/1/16,Houston,117200
221,6/1/16,Dallas,370400
229,6/1/16,Dallas,124100
257,6/1/16,Dallas,219100
267,6/1/16,Houston,235000
269,6/1/16,Dallas,183800
321,6/1/16,Dallas,213800
345,6/1/16,Dallas,239600
371,6/1/16,Houston,336100
395,6/1/16,Houston,233800
422,6/1/16,San Antonio,229200
433,6/1/16,Dallas,277700
481,6/1/16,Austin,271700
496,6/1/16,Austin,213300
585,6/1/16,Houston,196100
590,6/1/16,Houston,243300
595,6/1/16,Houston,212200
628,6/1/16,Houston,190300
644,6/1/16,Houston,120800
652,6/1/16,Austin,177400
664,6/1/16,Dallas,334300
711,6/1/16,Austin,258200
737,6/1/16,Dallas,185600
781,6/1/16,Dallas,232000
932,6/1/16,Dallas,182400
967,6/1/16,Dallas,160300
1042,6/1/16,Dallas,309400
1048,6/1/16,Dallas,164900
1051,6/1/16,Dallas,228400
1068,6/1/16,Dallas,152200
1075,6/1/16,Houston,168200
1080,6/1/16,Dallas,202100
1100,6/1/16,Dallas,201900
1137,6/1/16,Dallas,211000
1142,6/1/16,Dallas,198500
1150,6/1/16,Houston,231400
1155,6/1/16,San Antonio,147200
1201,6/1/16,Dallas,102000
1237,6/1/16,Houston,98400
1255,6/1/16,Dallas,360800
1259,6/1/16,Dallas,356400
1301,6/1/16,Dallas,197700
1311,6/1/16,Dallas,128600
1339,6/1/16,Dallas,97000
1350,6/1/16,Dallas,157600
1365,6/1/16,Houston,269900
