SizeRank,City,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08
10048,Dallas,102200,102100,101900,101700,101600,101500,101600,102000,102600,103400,104200,104600,104800,104800,104500,104100,103900,103800,103800,104000,104200,104500,104900,105200,105600,106000,106400,106700,106700,106300,105800,105400,105100,104900,104800,104500,104100,103800,103400,103000,102600,102200,101800,101200,100700,100300,99900,99600,99300,99100,99000,98600,97900,97900,98300,98500,98700,98100,96900,96200,95800,95300,94800,94500,94500,94900,95400,95700,95900,96300,96600,96900,97200,97300,96700,96600,96800,96400,95600,95300,94600,93700,93400,93300,92900,92000,91700,91800,92000,91700,91500,91400,91700,92000,92300,92700,93500,94600,95300,95800,95300,94600,94700,94900,94500,94100,94200,94100,93900,93700,94100,94500,95100,95400,95500,95700,96600,98000,99000,99600,99800,100900,102400,103200,103800,105300,105900,105200,105200,105300,104800,104900,105600,106000,106100,105900,105900,106400,107700,108700,109200,110000,111300,112600,114100,116000,118000,120000,121900,123200,124800,127300,130100,132800,135000,135800,135900,135600,134100,132400,131300,131300,131500,131700
10076,Dallas,337700,340600,343400,345700,347900,350400,353100,356200,359900,363900,367800,371400,374700,378400,383100,388200,392600,395900,397700,398700,399500,400400,401000,400700,399100,397000,395400,393900,392300,390400,387800,384800,382300,380400,378800,377000,374700,372300,370200,367800,365200,363000,361500,360700,360400,360400,360700,360700,362100,362900,363500,365500,368600,367700,366600,368000,368100,363600,358400,353900,349600,347900,345700,339500,335100,339100,345300,347300,348300,351900,355400,359900,365900,369100,370000,372500,374200,371300,367500,365000,364400,364800,364700,362400,359000,356400,356400,358700,359900,360500,363200,367400,369900,370500,371600,373500,374500,375500,378600,383700,389400,393800,395300,394900,394800,394600,395100,397300,400600,403200,404600,406200,408100,410300,413600,417500,420900,424700,428200,430900,434500,438200,439900,439000,437700,437400,436100,434300,433900,434100,434300,435200,436400,437600,439800,443700,447600,450500,453600,457500,460800,464800,469900,475700,480100,483700,484700,483700,483300,484300,484000,483500,484400,486500,487700,487100,485700,485300,485500,483300,479600,477300,476800,476700
10134,Dallas,89100,90300,91300,92100,92800,93300,93600,93500,93000,92500,92500,93300,94300,95400,96300,97000,97500,97700,97700,97300,96600,95900,95500,95500,95800,96200,96500,96900,97100,97100,97000,96800,96400,95900,95600,95600,95900,96200,96400,96600,96600,96600,96500,96300,96000,95700,95400,95400,95300,95300,95300,95200,95000,94800,94700,94800,94900,94800,94500,94000,93600,93300,93000,92600,92500,92900,93000,92800,92700,92800,93100,93400,93800,93800,93700,93600,93600,93800,94100,94200,94700,95000,95300,95800,96200,96300,96500,97200,98000,98500,98500,97800,96600,95500,94700,94100,93600,93600,94200,94800,94700,93900,93400,93300,93700,94000,94200,94100,93800,93800,93700,93700,94200,95000,96000,97200,98300,98900,99300,99800,100700,102400,103700,104200,104600,105300,106400,107800,108900,109400,109800,110500,111100,110600,109800,109700,110100,110300,110200,110100,110800,112000,113300,114600,116400,118600,120200,121500,122700,123800,124700,125000,125200,127000,129300,130700,131200,131200,130900,130400,129400,128800,129300,130300
10153,Austin,322200,326200,330000,333900,337500,340600,342900,345100,347500,350100,352500,354100,354900,355100,354900,355300,356800,359300,362100,364800,366500,366500,365200,363700,362700,361700,359900,357400,355500,354400,353800,353800,354300,354500,354500,355100,356200,356900,356900,356500,356700,355300,349400,341100,333300,326400,321100,319100,319100,318600,319700,321200,318600,313500,312500,312500,311100,310500,310900,308800,305700,303000,301000,299100,298500,299400,300200,301300,303700,308200,313200,315500,315700,317300,318200,318300,319400,321200,322500,323200,322900,322400,321000,319700,318600,318300,318900,320300,321100,321700,322200,322900,324500,325700,326500,327700,328900,328600,328400,329000,330000,331700,335300,340400,345300,348400,350500,354000,358200,361600,364100,366500,368200,370500,373600,375800,375900,375900,377300,379700,381600,384000,386700,388900,392600,396100,396800,396800,397400,397700,396500,394900,395000,397100,399100,401600,404300,407300,409000,411500,417200,423500,427600,430500,434000,437900,441600,446000,450800,452700,455900,462800,468100,469800,475900,486100,495500,501900,505400,505600,507500,510400,509700,506700
10188,Dallas,319000,321400,323200,324700,326000,327300,328700,330200,331700,333000,333800,333900,333300,332600,332400,332900,333600,334600,335700,337300,339500,342100,344900,347900,350600,353200,356200,358800,360300,360100,357700,353900,349800,345900,342000,338300,334600,331100,327700,324300,320400,317000,315400,315700,316700,317900,319100,319700,322600,324800,322600,317400,314300,311400,308900,307300,306500,305700,305600,305800,305700,305000,305400,307500,310100,312900,315400,315500,313400,310400,308500,307900,307400,308200,311200,314000,316800,321900,327000,331300,336000,341400,343700,342500,340000,340000,342000,344300,343900,342000,341100,342000,342300,343000,344500,348600,353200,354500,353900,355600,359500,363000,364700,365700,367300,368500,369600,370900,373000,376400,381200,386700,390600,392300,393900,397400,401100,403800,407700,412500,416100,417500,417600,417000,419000,424600,431500,437700,441900,444600,446000,447000,449000,452500,455800,458000,457000,453800,451700,451500,452500,456000,462700,468000,470900,473500,476200,477800,480700,483300,483400,482200,483200,485900,487700,489400,491900,494000,495200,496300,497300,498600,499000,498000
10302,Houston,195400,195200,195200,195600,196400,197400,198500,199400,200300,201100,202100,203300,204500,205700,206500,207100,207300,207200,206900,206600,206700,207000,207500,207800,207500,206400,204700,202800,201200,200000,199000,198000,197000,196100,195300,194800,194600,194400,193800,192900,192000,191600,191800,192600,193300,194000,194600,195300,196000,196400,197100,198400,198600,198100,197800,197500,197000,196100,194600,193000,191700,191100,191600,192800,193600,193200,192100,191700,191700,191600,191400,190500,188900,187900,187100,185900,185100,185300,185500,184900,183900,183600,184600,186300,187900,189400,189900,190200,191700,193900,195800,197500,199400,200700,201000,200600,200400,200200,201000,201900,202300,203100,204800,206800,209400,212400,215500,218600,221400,224100,227100,230200,233500,236400,238900,240700,241700,242500,243300,244300,245700,246700,246800,247100,247800,248400,248600,249000,249300,249900,250600,251800,253300,254800,255700,256100,256300,256900,257700,258100,258200,258700,260500,262900,266000,270200,274400,278100,281000,282500,283500,285100,286600,287500,288300,289500,291100,291900,291500,291300,291600,291500,291200,291400
10303,Dallas,291500,291900,292200,292700,293200,293700,294300,295000,296100,297400,298700,300100,301600,303300,304800,305800,306400,306300,305200,303400,301300,299000,296700,293700,290200,287000,284200,281800,280400,279600,278800,278300,278100,278100,278300,278200,278200,278600,278400,277200,276000,274500,272300,270600,269900,269800,270200,270500,272000,273400,274700,276500,278000,279000,282200,284700,284700,283400,281800,280600,279600,278200,276000,274900,272800,271900,271200,271200,271900,272000,271100,271500,270500,266900,265900,267200,269800,271500,272300,271800,271700,273900,276500,277300,278600,282800,285400,287000,290400,293800,294300,293500,293700,294800,296400,297600,296800,294700,293800,293100,292200,293000,295900,299000,301600,304100,306800,307900,309300,312400,316500,319200,320500,320900,322000,323700,326000,328300,329000,329800,330900,332100,333900,335300,335700,336400,338700,344700,352100,352100,350500,355600,363100,366200,368500,372100,375200,376300,377300,377900,375600,375700,379400,383100,386400,390800,393200,392500,392300,393600,395300,394900,392600,391600,391800,392100,394700,399200,398800,397100,395800,393600,391200,391800
10342,Dallas,64200,64800,65600,66400,67200,67700,67800,67700,67500,67500,67600,67900,68300,68800,69200,69500,69600,69500,69600,69800,70200,70600,70800,70800,70800,70800,70800,70700,70500,70100,69700,69300,69100,69100,69100,69300,69400,69500,69700,69800,69600,69400,69000,68700,68600,68500,68400,68200,68000,68200,68300,67800,67500,67400,67500,67500,67500,67300,67100,67000,66800,66400,66100,66100,66300,66400,66200,66100,66400,66900,67100,67300,67300,67000,67000,67300,67400,67300,67300,67200,66400,65800,65400,65000,65000,64800,64100,63600,63700,63700,63300,62700,62400,62400,62600,63400,64200,65100,65700,65500,64900,64900,65000,64900,64800,65000,64900,64800,64800,65500,66000,65900,65600,65900,66200,67100,68400,69900,70800,71100,71300,72100,73900,77100,79400,81100,84100,85800,84300,81400,80000,80400,81500,81300,81800,82200,82100,81700,81700,82100,82900,83800,85100,85300,84100,83300,83200,83700,85400,87000,86700,87000,89400,92000,92900,93600,94500,94900,93600,91900,89900,88100,86700,86500
10420,San Antonio,233100,234200,235300,236300,237200,238000,238600,239100,239400,239500,239600,239700,240000,240200,240700,241600,243200,245500,248600,252000,255700,259300,262400,264600,265900,266000,265400,264400,263200,262100,261000,259600,258400,257500,256700,256200,256100,255900,255500,254800,253800,252400,250500,248200,246000,244300,243200,242900,242000,241700,242100,243000,244100,245900,247000,248200,249300,250700,252100,252200,252400,252600,251700,250400,249300,247600,246100,245600,245400,244500,242700,241200,240300,240900,243400,247000,249400,251700,255200,257700,258200,258600,260400,263300,265900,266900,266200,264300,263400,263400,263100,264400,266600,267600,267800,268300,268600,269300,270900,273100,274800,275700,276700,277300,278400,280500,282100,282100,283300,285500,286400,287400,290000,292500,293600,293500,293700,295800,299500,303300,305400,306200,307100,307400,305000,302000,301100,302600,304500,305700,306800,309000,312700,317200,321700,326300,331600,338000,343300,345000,344000,342300,341000,340300,339500,338100,337300,337600,339600,342100,344600,348300,354700,359800,362700,365300,367800,368700,368800,368000,367900,368900,370100,370400
10437,Houston,127000,127800,128300,128800,129500,130800,132400,134200,135900,137000,137400,137200,136600,136200,136300,137200,138400,139500,140300,140900,141500,142000,142400,142800,143000,142900,142400,141600,140500,139500,138700,138100,137600,137200,136700,136300,136100,135800,135400,134900,134200,133400,132600,132300,132400,132500,132500,132600,132500,132400,132300,132100,132100,132500,132600,132300,131800,131300,130800,130200,129800,129500,129200,128600,128300,128100,127900,127500,127000,126400,126500,126800,126800,126600,126500,126900,127100,127200,127700,128300,128300,128700,129400,130200,130600,130900,131500,132100,132600,132900,133100,133800,135100,136000,136300,136700,137800,139200,140300,141200,142000,142700,143500,144000,144400,145200,146300,147100,147900,148900,149500,149900,150500,151700,152300,152400,152600,153300,154200,155100,155800,156500,157700,159100,160700,162500,163500,163900,164500,165200,165700,166000,166700,167700,169000,170100,170500,170800,172000,174300,176400,177600,177700,177700,177900,178000,177800,177900,178700,179000,179500,180400,181500,182400,183400,184500,185300,185600,185700,186200,186100,185600,185200,185100
10612,Dallas,212200,212400,213200,214700,216300,218200,220000,221400,222200,222500,222500,222500,222100,221600,221600,222100,222800,224100,226000,228000,229800,231300,232300,232500,231600,230300,229400,228300,226400,224400,222700,221200,219700,217900,216200,214800,213000,211500,210600,209500,207700,206500,206300,207000,207800,208400,208900,208800,211200,213100,211400,208000,207700,207200,205100,202100,199700,198500,198600,198300,197000,196600,197000,198000,199500,200200,200000,201200,203900,206000,207300,211100,215600,218600,221300,224100,225100,226200,227200,226600,224900,225000,224800,223200,221500,220400,220400,222900,225400,227700,230300,232700,234700,236800,238600,239600,240000,240800,241900,240900,238900,237900,238100,239200,240600,242000,243400,246500,250200,252900,255600,259800,263900,267600,272800,278600,282900,285100,287300,289700,291000,292300,295400,299300,302000,304800,308000,310700,312700,314300,315700,317000,318300,318700,318400,319000,320500,321000,321200,322700,323800,323800,324400,325600,328500,333700,338900,341300,344900,349300,351400,351000,351700,353800,355400,356500,357100,357100,355300,353400,352300,351700,350900,351100
10619,Houston,119700,119500,119900,120600,121500,122400,123200,123900,124600,125300,126000,126800,127500,127900,128000,127700,127100,126600,126500,126900,127500,128200,128800,129000,128900,128700,128600,128700,129000,129100,129100,128800,128500,128300,128100,127900,127700,127600,127500,127400,127200,126700,126300,125800,125300,124900,124600,124400,124300,124600,123600,122100,121300,121300,120700,120000,119200,118200,117700,118300,119200,119600,120000,120500,121000,121700,122100,122400,123300,124200,124400,123800,123000,122500,122500,122800,123000,123000,123200,123600,123700,123600,123900,123900,123500,123400,124000,124400,124700,125000,125500,125900,126200,126300,126600,126900,127100,127300,127400,127100,126400,125600,124900,124500,124200,123900,124000,124600,124800,125100,125700,127300,129100,130900,132600,134000,135000,136100,137000,137800,138900,139900,140400,141100,141700,142100,143800,147000,150500,153500,156000,158600,161600,164200,166500,167400,166800,166100,164700,162300,161300,161500,161700,162100,162600,162900,163200,164500,167000,169800,172300,174300,175600,176900,177600,177900,179200,180600,181500,181900,182800,183500,183700,183800
10671,Houston,144100,144700,145400,146200,147100,148200,149200,150100,150600,151000,151200,151300,151200,151200,151300,151400,151500,152000,152500,152900,153200,153700,154300,154700,154700,154500,153900,152800,151300,149900,148900,148400,148100,147700,147500,147400,147200,147300,147600,147700,147500,147700,148300,148900,149200,149400,149700,149900,149900,150100,151000,152100,152200,151700,151100,151200,151700,151600,150300,149700,149900,149000,146500,144400,143500,142300,140200,138600,137900,137600,137100,137300,137800,138100,138300,139000,139600,139800,140000,140100,140000,140000,140200,139700,139200,139300,139900,140800,141700,142300,143000,143600,144000,145400,147600,149400,150200,150200,151600,152700,154100,156700,159400,160400,160300,160000,160200,161000,161700,163500,163900,163800,165500,168200,170200,172200,174400,176800,178600,179300,179600,179800,180600,181800,182500,182800,183400,184500,185200,184400,184400,186200,187800,188600,190300,192800,194400,194600,195000,195400,196400,197400,197800,197400,198700,201400,203800,205600,207400,210000,212600,215300,218700,223100,226200,229400,232100,234600,235300,233700,230700,228800,228700,229600
10720,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111100,114100,115900,116300,116100,115200,114200,113500,112900,112400,110900,109000,106300,101900,97300,95400,95400,96200,96900,97800,98600,99500,100900,102300,102500,103600,106700,109700,110700,109000,107100,107600,109200,109600,108500,108200,110000,111900,111500,110700,110100,109900,110000,109900,109500,109200,109800,110500,111700,113700,116500,119100,121600,123200,123400,122900,123500,125600,128200,130100,130600,130100,129400,129600,131400,134600,138100,140600,142200,143800,146100,147800,148800,149700,151400,153400,155400,157600,160300,162300,164100,166100,168200,168900,169900,172900,176100,178100,179800,181500,183300,186700,190600,193100,194200,196400,199500,201700,202400,202500,202600,202600,201800,200300
