Date,ZHVI,RegionID,RegionName,SizeRank
1996-07,157700,30,Michigan,8
1996-07,208500,16,Georgia,9
1996-07,219800,36,North Carolina,10
1996-07,296100,40,New Jersey,11
1996-07,222200,56,Virginia,12
1996-07,192100,59,Washington,13
1996-07,256500,26,Massachusetts,14
1996-07,147000,22,Indiana,15
1996-07,91000,8,Arizona,16
1996-07,239900,53,Tennessee,17
1996-07,170800,32,Missouri,18
1996-07,133400,60,Wisconsin,19
1996-07,134700,31,Minnesota,20
1996-07,190100,10,Colorado,21
1996-07,238800,4,Alabama,22
1996-07,164800,51,South Carolina,23
1996-07,,25,Louisiana,24
1996-07,134600,24,Kentucky,25
1996-07,180800,46,Oregon,26
1996-07,160800,45,Oklahoma,27
1996-07,281100,11,Connecticut,28
1996-07,84700,19,Iowa,29
1996-07,147200,34,Mississippi,30
1996-07,217300,6,Arkansas,31
1996-07,121200,23,Kansas,32
1996-07,185400,55,Utah,33
1996-07,210300,42,Nevada,34
1996-07,193000,41,New Mexico,35
1996-07,86700,61,West Virginia,36
1996-07,80000,38,Nebraska,37
1996-07,119900,20,Idaho,38
1996-07,290500,18,Hawaii,39
1996-07,130200,28,Maine,40
1996-07,151800,39,New Hampshire,41
1996-07,184500,50,Rhode Island,42
1996-07,212900,35,Montana,43
1996-07,191000,13,Delaware,44
1996-07,162100,3,Alaska,45
1996-07,,37,North Dakota,46
1996-07,391800,12,District of Columbia,47
1996-07,166700,62,Wyoming,48
1996-08,266900,9,California,1
1996-08,259300,54,Texas,2
1996-08,142700,43,New York,3
1996-08,203300,14,Florida,4
1996-08,263000,21,Illinois,5
1996-08,146300,47,Pennsylvania,6
1996-08,145100,44,Ohio,7
1996-08,158900,30,Michigan,8
1996-08,209600,16,Georgia,9
1996-08,219900,36,North Carolina,10
1996-08,296400,40,New Jersey,11
1996-08,222800,56,Virginia,12
1996-08,192900,59,Washington,13
1996-08,257300,26,Massachusetts,14
1996-08,146400,22,Indiana,15
1996-08,91500,8,Arizona,16
1996-08,240800,53,Tennessee,17
1996-08,171500,32,Missouri,18
1996-08,133500,60,Wisconsin,19
1996-08,135700,31,Minnesota,20
1996-08,190400,10,Colorado,21
1996-08,238400,4,Alabama,22
1996-08,167300,51,South Carolina,23
1996-08,,25,Louisiana,24
1996-08,134900,24,Kentucky,25
1996-08,182000,46,Oregon,26
1996-08,161500,45,Oklahoma,27
1996-08,281100,11,Connecticut,28
1996-08,85200,19,Iowa,29
1996-08,147600,34,Mississippi,30
1996-08,214900,6,Arkansas,31
1996-08,122100,23,Kansas,32
1996-08,187100,55,Utah,33
1996-08,210300,42,Nevada,34
1996-08,193300,41,New Mexico,35
1996-08,86900,61,West Virginia,36
1996-08,81200,38,Nebraska,37
1996-08,120700,20,Idaho,38
1996-08,286800,18,Hawaii,39
1996-08,129600,28,Maine,40
1996-08,152500,39,New Hampshire,41
1996-08,184500,50,Rhode Island,42
1996-08,213100,35,Montana,43
1996-08,191400,13,Delaware,44
1996-08,162600,3,Alaska,45
1996-08,,37,North Dakota,46
1996-08,391600,12,District of Columbia,47
1996-08,166500,62,Wyoming,48
1996-09,267400,9,California,1
1996-09,259000,54,Texas,2
1996-09,142700,43,New York,3
1996-09,204300,14,Florida,4
1996-09,262500,21,Illinois,5
1996-09,146700,47,Pennsylvania,6
1996-09,145500,44,Ohio,7
1996-09,160100,30,Michigan,8
1996-09,210500,16,Georgia,9
1996-09,219600,36,North Carolina,10
1996-09,296800,40,New Jersey,11
1996-09,223700,56,Virginia,12
1996-09,193800,59,Washington,13
1996-09,258200,26,Massachusetts,14
1996-09,146000,22,Indiana,15
1996-09,91900,8,Arizona,16
1996-09,241600,53,Tennessee,17
1996-09,172100,32,Missouri,18
1996-09,133700,60,Wisconsin,19
1996-09,137000,31,Minnesota,20
1996-09,191000,10,Colorado,21
1996-09,238100,4,Alabama,22
1996-09,170200,51,South Carolina,23
1996-09,,25,Louisiana,24
1996-09,135200,24,Kentucky,25
1996-09,183100,46,Oregon,26
1996-09,161900,45,Oklahoma,27
1996-09,281000,11,Connecticut,28
1996-09,85600,19,Iowa,29
1996-09,147900,34,Mississippi,30
1996-09,212500,6,Arkansas,31
1996-09,122700,23,Kansas,32
1996-09,188800,55,Utah,33
1996-09,210600,42,Nevada,34
1996-09,193700,41,New Mexico,35
1996-09,87100,61,West Virginia,36
1996-09,82300,38,Nebraska,37
1996-09,121800,20,Idaho,38
1996-09,283400,18,Hawaii,39
1996-09,129000,28,Maine,40
1996-09,153100,39,New Hampshire,41
1996-09,184600,50,Rhode Island,42
1996-09,213200,35,Montana,43
1996-09,191600,13,Delaware,44
1996-09,163000,3,Alaska,45
1996-09,,37,North Dakota,46
1996-09,391600,12,District of Columbia,47
1996-09,166300,62,Wyoming,48
1996-10,268100,9,California,1
1996-10,258600,54,Texas,2
1996-10,142700,43,New York,3
1996-10,205100,14,Florida,4
1996-10,261600,21,Illinois,5
1996-10,147400,47,Pennsylvania,6
1996-10,145900,44,Ohio,7
1996-10,161400,30,Michigan,8
1996-10,211300,16,Georgia,9
1996-10,219600,36,North Carolina,10
1996-10,297300,40,New Jersey,11
1996-10,224900,56,Virginia,12
1996-10,194900,59,Washington,13
1996-10,259100,26,Massachusetts,14
1996-10,145900,22,Indiana,15
1996-10,92300,8,Arizona,16
1996-10,242200,53,Tennessee,17
1996-10,172800,32,Missouri,18
1996-10,134000,60,Wisconsin,19
1996-10,138400,31,Minnesota,20
1996-10,191700,10,Colorado,21
1996-10,237800,4,Alabama,22
1996-10,173400,51,South Carolina,23
1996-10,,25,Louisiana,24
1996-10,135400,24,Kentucky,25
1996-10,184000,46,Oregon,26
1996-10,162000,45,Oklahoma,27
1996-10,281100,11,Connecticut,28
1996-10,86000,19,Iowa,29
1996-10,148100,34,Mississippi,30
1996-10,210100,6,Arkansas,31
1996-10,123200,23,Kansas,32
1996-10,190400,55,Utah,33
1996-10,211000,42,Nevada,34
1996-10,194300,41,New Mexico,35
1996-10,87300,61,West Virginia,36
1996-10,83400,38,Nebraska,37
1996-10,123200,20,Idaho,38
1996-10,280500,18,Hawaii,39
1996-10,128400,28,Maine,40
1996-10,153600,39,New Hampshire,41
1996-10,184700,50,Rhode Island,42
1996-10,213300,35,Montana,43
1996-10,191800,13,Delaware,44
1996-10,163600,3,Alaska,45
1996-10,,37,North Dakota,46
1996-10,391800,12,District of Columbia,47
1996-10,165900,62,Wyoming,48
1996-11,269000,9,California,1
1996-11,258100,54,Texas,2
1996-11,142800,43,New York,3
1996-11,205500,14,Florida,4
1996-11,260300,21,Illinois,5
1996-11,148000,47,Pennsylvania,6
1996-11,146300,44,Ohio,7
1996-11,162600,30,Michigan,8
1996-11,212000,16,Georgia,9
1996-11,220000,36,North Carolina,10
1996-11,298000,40,New Jersey,11
1996-11,226200,56,Virginia,12
1996-11,196200,59,Washington,13
1996-11,260100,26,Massachusetts,14
1996-11,146100,22,Indiana,15
1996-11,92800,8,Arizona,16
1996-11,242600,53,Tennessee,17
1996-11,173700,32,Missouri,18
1996-11,134400,60,Wisconsin,19
1996-11,139900,31,Minnesota,20
1996-11,192200,10,Colorado,21
1996-11,237600,4,Alabama,22
1996-11,176900,51,South Carolina,23
1996-11,,25,Louisiana,24
1996-11,135700,24,Kentucky,25
1996-11,184800,46,Oregon,26
1996-11,162000,45,Oklahoma,27
1996-11,281300,11,Connecticut,28
1996-11,86400,19,Iowa,29
1996-11,148400,34,Mississippi,30
1996-11,207800,6,Arkansas,31
1996-11,123700,23,Kansas,32
1996-11,192100,55,Utah,33
1996-11,211500,42,Nevada,34
1996-11,195200,41,New Mexico,35
1996-11,87400,61,West Virginia,36
1996-11,84400,38,Nebraska,37
1996-11,124900,20,Idaho,38
1996-11,278200,18,Hawaii,39
1996-11,127800,28,Maine,40
1996-11,154100,39,New Hampshire,41
1996-11,184900,50,Rhode Island,42
1996-11,213300,35,Montana,43
1996-11,191900,13,Delaware,44
1996-11,164200,3,Alaska,45
1996-11,,37,North Dakota,46
1996-11,392400,12,District of Columbia,47
1996-11,165600,62,Wyoming,48
1996-12,270100,9,California,1
1996-12,257100,54,Texas,2
1996-12,142900,43,New York,3
1996-12,205700,14,Florida,4
1996-12,259200,21,Illinois,5
1996-12,148700,47,Pennsylvania,6
1996-12,146700,44,Ohio,7
1996-12,163900,30,Michigan,8
1996-12,212800,16,Georgia,9
1996-12,221400,36,North Carolina,10
1996-12,299100,40,New Jersey,11
1996-12,227600,56,Virginia,12
1996-12,197500,59,Washington,13
1996-12,261300,26,Massachusetts,14
1996-12,146300,22,Indiana,15
1996-12,93400,8,Arizona,16
1996-12,243100,53,Tennessee,17
1996-12,174700,32,Missouri,18
1996-12,134900,60,Wisconsin,19
1996-12,141200,31,Minnesota,20
1996-12,192200,10,Colorado,21
1996-12,237400,4,Alabama,22
1996-12,180600,51,South Carolina,23
1996-12,,25,Louisiana,24
1996-12,135900,24,Kentucky,25
1996-12,185500,46,Oregon,26
1996-12,162200,45,Oklahoma,27
1996-12,282000,11,Connecticut,28
1996-12,86800,19,Iowa,29
1996-12,148600,34,Mississippi,30
1996-12,206000,6,Arkansas,31
1996-12,124600,23,Kansas,32
1996-12,193700,55,Utah,33
1996-12,212000,42,Nevada,34
1996-12,196100,41,New Mexico,35
1996-12,87600,61,West Virginia,36
1996-12,85300,38,Nebraska,37
1996-12,126800,20,Idaho,38
1996-12,276500,18,Hawaii,39
1996-12,127400,28,Maine,40
1996-12,154700,39,New Hampshire,41
1996-12,185300,50,Rhode Island,42
1996-12,213200,35,Montana,43
1996-12,192300,13,Delaware,44
1996-12,164900,3,Alaska,45
1996-12,,37,North Dakota,46
1996-12,393600,12,District of Columbia,47
1996-12,165500,62,Wyoming,48
1997-01,271400,9,California,1
1997-01,255700,54,Texas,2
1997-01,143200,43,New York,3
1997-01,205700,14,Florida,4
1997-01,258400,21,Illinois,5
1997-01,149400,47,Pennsylvania,6
1997-01,147100,44,Ohio,7
1997-01,165400,30,Michigan,8
1997-01,213600,16,Georgia,9
1997-01,223800,36,North Carolina,10
1997-01,300400,40,New Jersey,11
1997-01,229000,56,Virginia,12
1997-01,198800,59,Washington,13
1997-01,262900,26,Massachusetts,14
1997-01,146400,22,Indiana,15
1997-01,94000,8,Arizona,16
1997-01,243700,53,Tennessee,17
1997-01,175900,32,Missouri,18
1997-01,135300,60,Wisconsin,19
1997-01,142500,31,Minnesota,20
1997-01,191700,10,Colorado,21
1997-01,237300,4,Alabama,22
1997-01,184400,51,South Carolina,23
1997-01,,25,Louisiana,24
1997-01,136300,24,Kentucky,25
1997-01,186100,46,Oregon,26
1997-01,163100,45,Oklahoma,27
1997-01,283100,11,Connecticut,28
1997-01,87100,19,Iowa,29
1997-01,148700,34,Mississippi,30
1997-01,205000,6,Arkansas,31
1997-01,126000,23,Kansas,32
1997-01,195200,55,Utah,33
1997-01,212700,42,Nevada,34
1997-01,197200,41,New Mexico,35
1997-01,87700,61,West Virginia,36
1997-01,86200,38,Nebraska,37
1997-01,129100,20,Idaho,38
1997-01,275500,18,Hawaii,39
1997-01,127200,28,Maine,40
1997-01,155400,39,New Hampshire,41
1997-01,186000,50,Rhode Island,42
1997-01,213000,35,Montana,43
1997-01,192700,13,Delaware,44
1997-01,165700,3,Alaska,45
1997-01,,37,North Dakota,46
1997-01,395200,12,District of Columbia,47
1997-01,165600,62,Wyoming,48
1997-02,272600,9,California,1
1997-02,254100,54,Texas,2
1997-02,143400,43,New York,3
1997-02,205500,14,Florida,4
1997-02,257200,21,Illinois,5
1997-02,150000,47,Pennsylvania,6
1997-02,147700,44,Ohio,7
1997-02,166800,30,Michigan,8
1997-02,214200,16,Georgia,9
1997-02,226600,36,North Carolina,10
1997-02,301700,40,New Jersey,11
1997-02,230100,56,Virginia,12
1997-02,200100,59,Washington,13
1997-02,264300,26,Massachusetts,14
1997-02,146500,22,Indiana,15
1997-02,94700,8,Arizona,16
1997-02,244300,53,Tennessee,17
1997-02,177000,32,Missouri,18
1997-02,135700,60,Wisconsin,19
1997-02,143700,31,Minnesota,20
1997-02,191000,10,Colorado,21
1997-02,237400,4,Alabama,22
1997-02,188000,51,South Carolina,23
1997-02,,25,Louisiana,24
1997-02,136400,24,Kentucky,25
1997-02,186500,46,Oregon,26
1997-02,164000,45,Oklahoma,27
1997-02,284100,11,Connecticut,28
1997-02,87700,19,Iowa,29
1997-02,148800,34,Mississippi,30
1997-02,204800,6,Arkansas,31
1997-02,127900,23,Kansas,32
1997-02,196700,55,Utah,33
1997-02,213300,42,Nevada,34
1997-02,198200,41,New Mexico,35
1997-02,87700,61,West Virginia,36
1997-02,86800,38,Nebraska,37
1997-02,131800,20,Idaho,38
1997-02,274900,18,Hawaii,39
1997-02,127100,28,Maine,40
1997-02,156000,39,New Hampshire,41
1997-02,186500,50,Rhode Island,42
1997-02,212800,35,Montana,43
1997-02,193100,13,Delaware,44
1997-02,166300,3,Alaska,45
1997-02,,37,North Dakota,46
1997-02,396700,12,District of Columbia,47
1997-02,165700,62,Wyoming,48
1997-03,273600,9,California,1
1997-03,252800,54,Texas,2
1997-03,143500,43,New York,3
1997-03,205100,14,Florida,4
1997-03,255700,21,Illinois,5
1997-03,150400,47,Pennsylvania,6
1997-03,148300,44,Ohio,7
1997-03,168000,30,Michigan,8
1997-03,214500,16,Georgia,9
1997-03,229000,36,North Carolina,10
1997-03,302800,40,New Jersey,11
1997-03,231000,56,Virginia,12
1997-03,201100,59,Washington,13
1997-03,265400,26,Massachusetts,14
1997-03,146300,22,Indiana,15
1997-03,95100,8,Arizona,16
1997-03,244600,53,Tennessee,17
1997-03,178300,32,Missouri,18
1997-03,136000,60,Wisconsin,19
1997-03,144800,31,Minnesota,20
1997-03,190300,10,Colorado,21
1997-03,237600,4,Alabama,22
1997-03,191400,51,South Carolina,23
1997-03,,25,Louisiana,24
1997-03,136400,24,Kentucky,25
1997-03,186800,46,Oregon,26
1997-03,164400,45,Oklahoma,27
1997-03,284800,11,Connecticut,28
1997-03,88500,19,Iowa,29
1997-03,148900,34,Mississippi,30
1997-03,204600,6,Arkansas,31
1997-03,130500,23,Kansas,32
1997-03,198100,55,Utah,33
1997-03,213700,42,Nevada,34
1997-03,199000,41,New Mexico,35
1997-03,87700,61,West Virginia,36
1997-03,87200,38,Nebraska,37
1997-03,134900,20,Idaho,38
1997-03,274400,18,Hawaii,39
1997-03,127100,28,Maine,40
1997-03,156500,39,New Hampshire,41
1997-03,186800,50,Rhode Island,42
1997-03,212600,35,Montana,43
1997-03,193200,13,Delaware,44
1997-03,166700,3,Alaska,45
1997-03,,37,North Dakota,46
1997-03,397600,12,District of Columbia,47
1997-03,165800,62,Wyoming,48
1997-04,274600,9,California,1
1997-04,252300,54,Texas,2
1997-04,143600,43,New York,3
1997-04,204900,14,Florida,4
1997-04,254200,21,Illinois,5
1997-04,150700,47,Pennsylvania,6
1997-04,149100,44,Ohio,7
1997-04,169200,30,Michigan,8
1997-04,214800,16,Georgia,9
1997-04,231000,36,North Carolina,10
1997-04,304000,40,New Jersey,11
1997-04,231600,56,Virginia,12
1997-04,202100,59,Washington,13
1997-04,266700,26,Massachusetts,14
1997-04,145900,22,Indiana,15
1997-04,95600,8,Arizona,16
1997-04,245100,53,Tennessee,17
1997-04,179400,32,Missouri,18
1997-04,136200,60,Wisconsin,19
1997-04,145800,31,Minnesota,20
1997-04,190000,10,Colorado,21
1997-04,237800,4,Alabama,22
1997-04,194000,51,South Carolina,23
1997-04,,25,Louisiana,24
1997-04,136500,24,Kentucky,25
1997-04,186900,46,Oregon,26
1997-04,164400,45,Oklahoma,27
1997-04,285500,11,Connecticut,28
1997-04,89400,19,Iowa,29
1997-04,149000,34,Mississippi,30
1997-04,204000,6,Arkansas,31
1997-04,133500,23,Kansas,32
1997-04,199400,55,Utah,33
1997-04,214100,42,Nevada,34
1997-04,199700,41,New Mexico,35
1997-04,87700,61,West Virginia,36
1997-04,87500,38,Nebraska,37
1997-04,138100,20,Idaho,38
1997-04,274100,18,Hawaii,39
1997-04,127200,28,Maine,40
1997-04,157000,39,New Hampshire,41
1997-04,187200,50,Rhode Island,42
1997-04,212500,35,Montana,43
1997-04,193300,13,Delaware,44
1997-04,167100,3,Alaska,45
1997-04,,37,North Dakota,46
1997-04,398500,12,District of Columbia,47
1997-04,165900,62,Wyoming,48
1997-05,275900,9,California,1
1997-05,252600,54,Texas,2
1997-05,143600,43,New York,3
1997-05,205000,14,Florida,4
1997-05,252700,21,Illinois,5
1997-05,150900,47,Pennsylvania,6
1997-05,150100,44,Ohio,7
1997-05,170300,30,Michigan,8
1997-05,215100,16,Georgia,9
1997-05,232200,36,North Carolina,10
1997-05,305100,40,New Jersey,11
1997-05,232200,56,Virginia,12
1997-05,203000,59,Washington,13
1997-05,267900,26,Massachusetts,14
1997-05,145300,22,Indiana,15
1997-05,96000,8,Arizona,16
1997-05,245700,53,Tennessee,17
1997-05,180500,32,Missouri,18
1997-05,136400,60,Wisconsin,19
1997-05,146700,31,Minnesota,20
1997-05,190500,10,Colorado,21
1997-05,237900,4,Alabama,22
1997-05,195900,51,South Carolina,23
1997-05,,25,Louisiana,24
1997-05,136600,24,Kentucky,25
1997-05,187000,46,Oregon,26
1997-05,163700,45,Oklahoma,27
1997-05,286100,11,Connecticut,28
1997-05,90600,19,Iowa,29
1997-05,149000,34,Mississippi,30
1997-05,203000,6,Arkansas,31
1997-05,136500,23,Kansas,32
1997-05,200500,55,Utah,33
1997-05,214300,42,Nevada,34
1997-05,200100,41,New Mexico,35
1997-05,87700,61,West Virginia,36
1997-05,87600,38,Nebraska,37
1997-05,141000,20,Idaho,38
1997-05,274000,18,Hawaii,39
1997-05,127500,28,Maine,40
1997-05,157700,39,New Hampshire,41
1997-05,187600,50,Rhode Island,42
1997-05,212500,35,Montana,43
1997-05,193300,13,Delaware,44
1997-05,167500,3,Alaska,45
1997-05,,37,North Dakota,46
1997-05,399500,12,District of Columbia,47
1997-05,166100,62,Wyoming,48
1997-06,277400,9,California,1
1997-06,253700,54,Texas,2
1997-06,143600,43,New York,3
1997-06,205300,14,Florida,4
1997-06,251000,21,Illinois,5
1997-06,151100,47,Pennsylvania,6
1997-06,151100,44,Ohio,7
1997-06,171400,30,Michigan,8
1997-06,215600,16,Georgia,9
1997-06,232500,36,North Carolina,10
1997-06,306200,40,New Jersey,11
1997-06,232600,56,Virginia,12
1997-06,203900,59,Washington,13
1997-06,269200,26,Massachusetts,14
1997-06,144700,22,Indiana,15
1997-06,96400,8,Arizona,16
1997-06,246500,53,Tennessee,17
1997-06,181600,32,Missouri,18
1997-06,136500,60,Wisconsin,19
1997-06,147600,31,Minnesota,20
1997-06,191700,10,Colorado,21
1997-06,237700,4,Alabama,22
1997-06,197000,51,South Carolina,23
1997-06,,25,Louisiana,24
1997-06,136900,24,Kentucky,25
1997-06,187100,46,Oregon,26
1997-06,162300,45,Oklahoma,27
1997-06,286800,11,Connecticut,28
1997-06,91800,19,Iowa,29
1997-06,149100,34,Mississippi,30
1997-06,201600,6,Arkansas,31
1997-06,139500,23,Kansas,32
1997-06,201400,55,Utah,33
1997-06,214600,42,Nevada,34
1997-06,200300,41,New Mexico,35
1997-06,87700,61,West Virginia,36
1997-06,87600,38,Nebraska,37
1997-06,143800,20,Idaho,38
1997-06,273900,18,Hawaii,39
1997-06,128100,28,Maine,40
1997-06,158500,39,New Hampshire,41
1997-06,187900,50,Rhode Island,42
1997-06,212600,35,Montana,43
1997-06,193200,13,Delaware,44
1997-06,167800,3,Alaska,45
1997-06,,37,North Dakota,46
1997-06,400600,12,District of Columbia,47
1997-06,166200,62,Wyoming,48
1997-07,278900,9,California,1
1997-07,255300,54,Texas,2
1997-07,143600,43,New York,3
1997-07,206000,14,Florida,4
1997-07,248900,21,Illinois,5
1997-07,151200,47,Pennsylvania,6
1997-07,152200,44,Ohio,7
1997-07,172300,30,Michigan,8
1997-07,216100,16,Georgia,9
1997-07,232000,36,North Carolina,10
1997-07,307100,40,New Jersey,11
1997-07,232800,56,Virginia,12
1997-07,205000,59,Washington,13
1997-07,270500,26,Massachusetts,14
1997-07,144100,22,Indiana,15
1997-07,96800,8,Arizona,16
1997-07,247400,53,Tennessee,17
1997-07,182500,32,Missouri,18
1997-07,136600,60,Wisconsin,19
1997-07,148600,31,Minnesota,20
1997-07,193500,10,Colorado,21
1997-07,237200,4,Alabama,22
1997-07,197500,51,South Carolina,23
1997-07,,25,Louisiana,24
1997-07,137400,24,Kentucky,25
1997-07,187100,46,Oregon,26
1997-07,160400,45,Oklahoma,27
1997-07,287500,11,Connecticut,28
1997-07,93200,19,Iowa,29
1997-07,149200,34,Mississippi,30
1997-07,199700,6,Arkansas,31
1997-07,142200,23,Kansas,32
1997-07,202100,55,Utah,33
1997-07,214700,42,Nevada,34
1997-07,200200,41,New Mexico,35
1997-07,87900,61,West Virginia,36
1997-07,87400,38,Nebraska,37
1997-07,146300,20,Idaho,38
1997-07,273700,18,Hawaii,39
1997-07,128800,28,Maine,40
1997-07,159400,39,New Hampshire,41
1997-07,188300,50,Rhode Island,42
1997-07,212800,35,Montana,43
1997-07,193100,13,Delaware,44
1997-07,168200,3,Alaska,45
1997-07,,37,North Dakota,46
1997-07,401800,12,District of Columbia,47
1997-07,166200,62,Wyoming,48
1997-08,280600,9,California,1
1997-08,257200,54,Texas,2
1997-08,143700,43,New York,3
1997-08,206700,14,Florida,4
1997-08,246600,21,Illinois,5
1997-08,151400,47,Pennsylvania,6
1997-08,153300,44,Ohio,7
1997-08,173200,30,Michigan,8
1997-08,216700,16,Georgia,9
1997-08,230700,36,North Carolina,10
1997-08,308000,40,New Jersey,11
1997-08,233000,56,Virginia,12
1997-08,206000,59,Washington,13
1997-08,271800,26,Massachusetts,14
1997-08,143700,22,Indiana,15
1997-08,97100,8,Arizona,16
1997-08,248400,53,Tennessee,17
1997-08,183400,32,Missouri,18
1997-08,136800,60,Wisconsin,19
1997-08,149600,31,Minnesota,20
1997-08,195600,10,Colorado,21
1997-08,236100,4,Alabama,22
1997-08,197300,51,South Carolina,23
1997-08,,25,Louisiana,24
1997-08,138100,24,Kentucky,25
1997-08,187200,46,Oregon,26
1997-08,158000,45,Oklahoma,27
1997-08,288300,11,Connecticut,28
1997-08,94600,19,Iowa,29
1997-08,149200,34,Mississippi,30
1997-08,197400,6,Arkansas,31
1997-08,144700,23,Kansas,32
1997-08,202600,55,Utah,33
1997-08,214900,42,Nevada,34
1997-08,199800,41,New Mexico,35
1997-08,88300,61,West Virginia,36
