Date,ZHVI,RegionID,RegionName,SizeRank
1996-07,62400,19,Iowa,30
1996-07,71300,34,Mississippi,31
1996-07,61200,6,Arkansas,32
1996-07,64800,23,Kansas,33
1996-07,146200,55,Utah,34
1996-07,129300,42,Nevada,35
1996-07,113500,41,New Mexico,36
1996-07,49100,61,West Virginia,37
1996-07,74500,38,Nebraska,38
1996-07,99700,20,Idaho,39
1996-07,214200,18,Hawaii,40
1996-07,84500,28,Maine,41
1996-07,99600,39,New Hampshire,42
1996-07,115600,50,Rhode Island,43
1996-07,134500,35,Montana,44
1996-07,106800,13,Delaware,45
1996-07,41600,52,South Dakota,46
1996-07,120500,3,Alaska,47
1996-07,,37,North Dakota,48
1996-07,87800,58,Vermont,49
1996-07,111800,12,District of Columbia,50
1996-07,127700,62,Wyoming,51
1996-08,161800,9,California,1
1996-08,93300,54,Texas,2
1996-08,122900,43,New York,3
1996-08,84600,14,Florida,4
1996-08,116200,21,Illinois,5
1996-08,76700,47,Pennsylvania,6
1996-08,84000,44,Ohio,7
1996-08,78700,30,Michigan,8
1996-08,89000,16,Georgia,9
1996-08,89000,36,North Carolina,10
1996-08,142500,40,New Jersey,11
1996-08,106900,56,Virginia,12
1996-08,137300,59,Washington,13
1996-08,138500,26,Massachusetts,14
1996-08,88500,22,Indiana,15
1996-08,102300,8,Arizona,16
1996-08,71400,53,Tennessee,17
1996-08,82800,32,Missouri,18
1996-08,128800,27,Maryland,19
1996-08,107200,60,Wisconsin,20
1996-08,88800,31,Minnesota,21
1996-08,127100,10,Colorado,22
1996-08,78500,4,Alabama,23
1996-08,73300,51,South Carolina,24
1996-08,68000,25,Louisiana,25
1996-08,71000,24,Kentucky,26
1996-08,125600,46,Oregon,27
1996-08,61100,45,Oklahoma,28
1996-08,131800,11,Connecticut,29
1996-08,62700,19,Iowa,30
1996-08,71500,34,Mississippi,31
1996-08,61100,6,Arkansas,32
1996-08,65000,23,Kansas,33
1996-08,145900,55,Utah,34
1996-08,129400,42,Nevada,35
1996-08,113600,41,New Mexico,36
1996-08,49200,61,West Virginia,37
1996-08,75500,38,Nebraska,38
1996-08,99600,20,Idaho,39
1996-08,213300,18,Hawaii,40
1996-08,83900,28,Maine,41
1996-08,99800,39,New Hampshire,42
1996-08,115700,50,Rhode Island,43
1996-08,134500,35,Montana,44
1996-08,107000,13,Delaware,45
1996-08,42300,52,South Dakota,46
1996-08,121700,3,Alaska,47
1996-08,,37,North Dakota,48
1996-08,87400,58,Vermont,49
1996-08,112300,12,District of Columbia,50
1996-08,127600,62,Wyoming,51
1996-09,161700,9,California,1
1996-09,93400,54,Texas,2
1996-09,123000,43,New York,3
1996-09,84700,14,Florida,4
1996-09,115900,21,Illinois,5
1996-09,76800,47,Pennsylvania,6
1996-09,84400,44,Ohio,7
1996-09,79200,30,Michigan,8
1996-09,89400,16,Georgia,9
1996-09,89400,36,North Carolina,10
1996-09,142300,40,New Jersey,11
1996-09,107100,56,Virginia,12
1996-09,137800,59,Washington,13
1996-09,138700,26,Massachusetts,14
1996-09,87800,22,Indiana,15
1996-09,102800,8,Arizona,16
1996-09,71900,53,Tennessee,17
1996-09,83000,32,Missouri,18
1996-09,128900,27,Maryland,19
1996-09,106200,60,Wisconsin,20
1996-09,89300,31,Minnesota,21
1996-09,127400,10,Colorado,22
1996-09,78900,4,Alabama,23
1996-09,73900,51,South Carolina,24
1996-09,68200,25,Louisiana,25
1996-09,71300,24,Kentucky,26
1996-09,126100,46,Oregon,27
1996-09,60800,45,Oklahoma,28
1996-09,132000,11,Connecticut,29
1996-09,63100,19,Iowa,30
1996-09,71700,34,Mississippi,31
1996-09,61000,6,Arkansas,32
1996-09,65300,23,Kansas,33
1996-09,145700,55,Utah,34
1996-09,129500,42,Nevada,35
1996-09,113700,41,New Mexico,36
1996-09,49200,61,West Virginia,37
1996-09,76400,38,Nebraska,38
1996-09,99600,20,Idaho,39
1996-09,212600,18,Hawaii,40
1996-09,83400,28,Maine,41
1996-09,99900,39,New Hampshire,42
1996-09,115700,50,Rhode Island,43
1996-09,134500,35,Montana,44
1996-09,107100,13,Delaware,45
1996-09,43300,52,South Dakota,46
1996-09,122700,3,Alaska,47
1996-09,,37,North Dakota,48
1996-09,87000,58,Vermont,49
1996-09,112700,12,District of Columbia,50
1996-09,127400,62,Wyoming,51
1996-10,161700,9,California,1
1996-10,93500,54,Texas,2
1996-10,123100,43,New York,3
1996-10,84900,14,Florida,4
1996-10,115300,21,Illinois,5
1996-10,77000,47,Pennsylvania,6
1996-10,84800,44,Ohio,7
1996-10,79800,30,Michigan,8
1996-10,89900,16,Georgia,9
1996-10,89900,36,North Carolina,10
1996-10,142300,40,New Jersey,11
1996-10,107300,56,Virginia,12
1996-10,138300,59,Washington,13
1996-10,139000,26,Massachusetts,14
1996-10,87500,22,Indiana,15
1996-10,103300,8,Arizona,16
1996-10,72300,53,Tennessee,17
1996-10,83300,32,Missouri,18
1996-10,128900,27,Maryland,19
1996-10,105500,60,Wisconsin,20
1996-10,89800,31,Minnesota,21
1996-10,127800,10,Colorado,22
1996-10,79100,4,Alabama,23
1996-10,74700,51,South Carolina,24
1996-10,68500,25,Louisiana,25
1996-10,71600,24,Kentucky,26
1996-10,126600,46,Oregon,27
1996-10,60400,45,Oklahoma,28
1996-10,132200,11,Connecticut,29
1996-10,63600,19,Iowa,30
1996-10,71800,34,Mississippi,31
1996-10,61000,6,Arkansas,32
1996-10,65500,23,Kansas,33
1996-10,145600,55,Utah,34
1996-10,129600,42,Nevada,35
1996-10,113900,41,New Mexico,36
1996-10,49300,61,West Virginia,37
1996-10,77300,38,Nebraska,38
1996-10,99600,20,Idaho,39
1996-10,211900,18,Hawaii,40
1996-10,82900,28,Maine,41
1996-10,100200,39,New Hampshire,42
1996-10,115700,50,Rhode Island,43
1996-10,134500,35,Montana,44
1996-10,107100,13,Delaware,45
1996-10,44500,52,South Dakota,46
1996-10,123600,3,Alaska,47
1996-10,,37,North Dakota,48
1996-10,86700,58,Vermont,49
1996-10,113100,12,District of Columbia,50
1996-10,127200,62,Wyoming,51
1996-11,161800,9,California,1
1996-11,93600,54,Texas,2
1996-11,123200,43,New York,3
1996-11,85200,14,Florida,4
1996-11,114700,21,Illinois,5
1996-11,77200,47,Pennsylvania,6
1996-11,85100,44,Ohio,7
1996-11,80300,30,Michigan,8
1996-11,90300,16,Georgia,9
1996-11,90500,36,North Carolina,10
1996-11,142500,40,New Jersey,11
1996-11,107600,56,Virginia,12
1996-11,138900,59,Washington,13
1996-11,139400,26,Massachusetts,14
1996-11,87500,22,Indiana,15
1996-11,103800,8,Arizona,16
1996-11,72700,53,Tennessee,17
1996-11,83800,32,Missouri,18
1996-11,128900,27,Maryland,19
1996-11,104900,60,Wisconsin,20
1996-11,90000,31,Minnesota,21
1996-11,128100,10,Colorado,22
1996-11,79300,4,Alabama,23
1996-11,75500,51,South Carolina,24
1996-11,68700,25,Louisiana,25
1996-11,72000,24,Kentucky,26
1996-11,127100,46,Oregon,27
1996-11,60100,45,Oklahoma,28
1996-11,132500,11,Connecticut,29
1996-11,64100,19,Iowa,30
1996-11,71800,34,Mississippi,31
1996-11,60900,6,Arkansas,32
1996-11,65900,23,Kansas,33
1996-11,145600,55,Utah,34
1996-11,129900,42,Nevada,35
1996-11,114200,41,New Mexico,36
1996-11,49500,61,West Virginia,37
1996-11,77900,38,Nebraska,38
1996-11,99800,20,Idaho,39
1996-11,211300,18,Hawaii,40
1996-11,82500,28,Maine,41
1996-11,100300,39,New Hampshire,42
1996-11,115800,50,Rhode Island,43
1996-11,134400,35,Montana,44
1996-11,107000,13,Delaware,45
1996-11,45900,52,South Dakota,46
1996-11,124300,3,Alaska,47
1996-11,,37,North Dakota,48
1996-11,86500,58,Vermont,49
1996-11,113600,12,District of Columbia,50
1996-11,127100,62,Wyoming,51
1996-12,162100,9,California,1
1996-12,93500,54,Texas,2
1996-12,123400,43,New York,3
1996-12,85500,14,Florida,4
1996-12,114100,21,Illinois,5
1996-12,77500,47,Pennsylvania,6
1996-12,85400,44,Ohio,7
1996-12,80800,30,Michigan,8
1996-12,90700,16,Georgia,9
1996-12,91200,36,North Carolina,10
1996-12,142900,40,New Jersey,11
1996-12,108000,56,Virginia,12
1996-12,139400,59,Washington,13
1996-12,139900,26,Massachusetts,14
1996-12,87700,22,Indiana,15
1996-12,104300,8,Arizona,16
1996-12,73100,53,Tennessee,17
1996-12,84400,32,Missouri,18
1996-12,129000,27,Maryland,19
1996-12,104600,60,Wisconsin,20
1996-12,90300,31,Minnesota,21
1996-12,128400,10,Colorado,22
1996-12,79300,4,Alabama,23
1996-12,76300,51,South Carolina,24
1996-12,69100,25,Louisiana,25
1996-12,72300,24,Kentucky,26
1996-12,127700,46,Oregon,27
1996-12,59800,45,Oklahoma,28
1996-12,132800,11,Connecticut,29
1996-12,64500,19,Iowa,30
1996-12,71700,34,Mississippi,31
1996-12,61000,6,Arkansas,32
1996-12,66300,23,Kansas,33
1996-12,145700,55,Utah,34
1996-12,130200,42,Nevada,35
1996-12,114600,41,New Mexico,36
1996-12,49600,61,West Virginia,37
1996-12,78500,38,Nebraska,38
1996-12,100200,20,Idaho,39
1996-12,210900,18,Hawaii,40
1996-12,82300,28,Maine,41
1996-12,100600,39,New Hampshire,42
1996-12,115900,50,Rhode Island,43
1996-12,134400,35,Montana,44
1996-12,107100,13,Delaware,45
1996-12,47200,52,South Dakota,46
1996-12,124800,3,Alaska,47
1996-12,,37,North Dakota,48
1996-12,86500,58,Vermont,49
1996-12,114300,12,District of Columbia,50
1996-12,127000,62,Wyoming,51
1997-01,162500,9,California,1
1997-01,93500,54,Texas,2
1997-01,123700,43,New York,3
1997-01,85900,14,Florida,4
1997-01,113500,21,Illinois,5
1997-01,77800,47,Pennsylvania,6
1997-01,85600,44,Ohio,7
1997-01,81400,30,Michigan,8
1997-01,91200,16,Georgia,9
1997-01,91900,36,North Carolina,10
1997-01,143300,40,New Jersey,11
1997-01,108500,56,Virginia,12
1997-01,140000,59,Washington,13
1997-01,140500,26,Massachusetts,14
1997-01,88000,22,Indiana,15
1997-01,104900,8,Arizona,16
1997-01,73400,53,Tennessee,17
1997-01,85200,32,Missouri,18
1997-01,129200,27,Maryland,19
1997-01,104600,60,Wisconsin,20
1997-01,90500,31,Minnesota,21
1997-01,128600,10,Colorado,22
1997-01,79300,4,Alabama,23
1997-01,77300,51,South Carolina,24
1997-01,69400,25,Louisiana,25
1997-01,72700,24,Kentucky,26
1997-01,128400,46,Oregon,27
1997-01,59600,45,Oklahoma,28
1997-01,133300,11,Connecticut,29
1997-01,64800,19,Iowa,30
1997-01,71600,34,Mississippi,31
1997-01,61100,6,Arkansas,32
1997-01,67000,23,Kansas,33
1997-01,145900,55,Utah,34
1997-01,130600,42,Nevada,35
1997-01,115000,41,New Mexico,36
1997-01,49800,61,West Virginia,37
1997-01,79000,38,Nebraska,38
1997-01,101000,20,Idaho,39
1997-01,210500,18,Hawaii,40
1997-01,82100,28,Maine,41
1997-01,100900,39,New Hampshire,42
1997-01,116000,50,Rhode Island,43
1997-01,134300,35,Montana,44
1997-01,107300,13,Delaware,45
1997-01,48300,52,South Dakota,46
1997-01,125200,3,Alaska,47
1997-01,,37,North Dakota,48
1997-01,86500,58,Vermont,49
1997-01,115100,12,District of Columbia,50
1997-01,127100,62,Wyoming,51
1997-02,162700,9,California,1
1997-02,93400,54,Texas,2
1997-02,123800,43,New York,3
1997-02,86200,14,Florida,4
1997-02,112900,21,Illinois,5
1997-02,78000,47,Pennsylvania,6
1997-02,85900,44,Ohio,7
1997-02,81900,30,Michigan,8
1997-02,91600,16,Georgia,9
1997-02,92700,36,North Carolina,10
1997-02,143700,40,New Jersey,11
1997-02,108800,56,Virginia,12
1997-02,140400,59,Washington,13
1997-02,141100,26,Massachusetts,14
1997-02,88300,22,Indiana,15
1997-02,105400,8,Arizona,16
1997-02,73700,53,Tennessee,17
1997-02,86000,32,Missouri,18
1997-02,129400,27,Maryland,19
1997-02,104600,60,Wisconsin,20
1997-02,90700,31,Minnesota,21
1997-02,128700,10,Colorado,22
1997-02,79300,4,Alabama,23
1997-02,78200,51,South Carolina,24
1997-02,69700,25,Louisiana,25
1997-02,73000,24,Kentucky,26
1997-02,129100,46,Oregon,27
1997-02,59300,45,Oklahoma,28
1997-02,133500,11,Connecticut,29
1997-02,65000,19,Iowa,30
1997-02,71600,34,Mississippi,31
1997-02,61300,6,Arkansas,32
1997-02,68000,23,Kansas,33
1997-02,146100,55,Utah,34
1997-02,130900,42,Nevada,35
1997-02,115300,41,New Mexico,36
1997-02,49900,61,West Virginia,37
1997-02,79500,38,Nebraska,38
1997-02,102300,20,Idaho,39
1997-02,209900,18,Hawaii,40
1997-02,82000,28,Maine,41
1997-02,101300,39,New Hampshire,42
1997-02,115900,50,Rhode Island,43
1997-02,134300,35,Montana,44
1997-02,107600,13,Delaware,45
1997-02,49200,52,South Dakota,46
1997-02,125300,3,Alaska,47
1997-02,,37,North Dakota,48
1997-02,86600,58,Vermont,49
1997-02,115800,12,District of Columbia,50
1997-02,127200,62,Wyoming,51
1997-03,162600,9,California,1
1997-03,93400,54,Texas,2
1997-03,123800,43,New York,3
1997-03,86500,14,Florida,4
1997-03,112000,21,Illinois,5
1997-03,78300,47,Pennsylvania,6
1997-03,86100,44,Ohio,7
1997-03,82400,30,Michigan,8
1997-03,92000,16,Georgia,9
1997-03,93400,36,North Carolina,10
1997-03,144000,40,New Jersey,11
1997-03,109100,56,Virginia,12
1997-03,140800,59,Washington,13
1997-03,141600,26,Massachusetts,14
1997-03,88500,22,Indiana,15
1997-03,105800,8,Arizona,16
1997-03,74000,53,Tennessee,17
1997-03,86800,32,Missouri,18
1997-03,129400,27,Maryland,19
1997-03,104600,60,Wisconsin,20
1997-03,90800,31,Minnesota,21
1997-03,128700,10,Colorado,22
1997-03,79200,4,Alabama,23
1997-03,79100,51,South Carolina,24
1997-03,69900,25,Louisiana,25
1997-03,73300,24,Kentucky,26
1997-03,129800,46,Oregon,27
1997-03,58800,45,Oklahoma,28
1997-03,133500,11,Connecticut,29
1997-03,65200,19,Iowa,30
1997-03,71500,34,Mississippi,31
1997-03,61400,6,Arkansas,32
1997-03,69300,23,Kansas,33
1997-03,146300,55,Utah,34
1997-03,131100,42,Nevada,35
1997-03,115600,41,New Mexico,36
1997-03,50000,61,West Virginia,37
1997-03,79700,38,Nebraska,38
1997-03,104100,20,Idaho,39
1997-03,208900,18,Hawaii,40
1997-03,82000,28,Maine,41
1997-03,101700,39,New Hampshire,42
1997-03,115800,50,Rhode Island,43
1997-03,134300,35,Montana,44
1997-03,107800,13,Delaware,45
1997-03,49700,52,South Dakota,46
1997-03,125200,3,Alaska,47
1997-03,,37,North Dakota,48
1997-03,86600,58,Vermont,49
1997-03,116300,12,District of Columbia,50
1997-03,127400,62,Wyoming,51
1997-04,162600,9,California,1
1997-04,93300,54,Texas,2
1997-04,123700,43,New York,3
1997-04,86700,14,Florida,4
1997-04,111200,21,Illinois,5
1997-04,78600,47,Pennsylvania,6
1997-04,86400,44,Ohio,7
1997-04,82800,30,Michigan,8
1997-04,92300,16,Georgia,9
1997-04,94000,36,North Carolina,10
1997-04,144300,40,New Jersey,11
1997-04,109300,56,Virginia,12
1997-04,141100,59,Washington,13
1997-04,142200,26,Massachusetts,14
1997-04,88600,22,Indiana,15
1997-04,106200,8,Arizona,16
1997-04,74300,53,Tennessee,17
1997-04,87500,32,Missouri,18
1997-04,129400,27,Maryland,19
1997-04,104600,60,Wisconsin,20
1997-04,90900,31,Minnesota,21
1997-04,129000,10,Colorado,22
1997-04,79200,4,Alabama,23
1997-04,79900,51,South Carolina,24
1997-04,70200,25,Louisiana,25
1997-04,73600,24,Kentucky,26
1997-04,130400,46,Oregon,27
1997-04,58300,45,Oklahoma,28
1997-04,133500,11,Connecticut,29
1997-04,65400,19,Iowa,30
1997-04,71400,34,Mississippi,31
1997-04,61600,6,Arkansas,32
1997-04,70800,23,Kansas,33
1997-04,146600,55,Utah,34
1997-04,131200,42,Nevada,35
1997-04,115800,41,New Mexico,36
1997-04,50100,61,West Virginia,37
1997-04,79900,38,Nebraska,38
1997-04,106200,20,Idaho,39
1997-04,207700,18,Hawaii,40
1997-04,82000,28,Maine,41
1997-04,102000,39,New Hampshire,42
1997-04,115800,50,Rhode Island,43
1997-04,134200,35,Montana,44
1997-04,108000,13,Delaware,45
1997-04,49700,52,South Dakota,46
1997-04,125100,3,Alaska,47
1997-04,,37,North Dakota,48
1997-04,86700,58,Vermont,49
1997-04,116600,12,District of Columbia,50
1997-04,127500,62,Wyoming,51
1997-05,162700,9,California,1
1997-05,93400,54,Texas,2
1997-05,123600,43,New York,3
1997-05,86800,14,Florida,4
1997-05,110500,21,Illinois,5
1997-05,79000,47,Pennsylvania,6
1997-05,86700,44,Ohio,7
1997-05,83300,30,Michigan,8
1997-05,92800,16,Georgia,9
1997-05,94600,36,North Carolina,10
1997-05,144600,40,New Jersey,11
1997-05,109500,56,Virginia,12
1997-05,141500,59,Washington,13
1997-05,142800,26,Massachusetts,14
1997-05,88600,22,Indiana,15
1997-05,106700,8,Arizona,16
1997-05,74600,53,Tennessee,17
1997-05,88100,32,Missouri,18
1997-05,129300,27,Maryland,19
1997-05,104700,60,Wisconsin,20
1997-05,91000,31,Minnesota,21
1997-05,129500,10,Colorado,22
1997-05,79200,4,Alabama,23
1997-05,80500,51,South Carolina,24
1997-05,70500,25,Louisiana,25
1997-05,73900,24,Kentucky,26
1997-05,130900,46,Oregon,27
1997-05,57800,45,Oklahoma,28
1997-05,133600,11,Connecticut,29
1997-05,65800,19,Iowa,30
1997-05,71500,34,Mississippi,31
1997-05,61900,6,Arkansas,32
1997-05,72400,23,Kansas,33
1997-05,147000,55,Utah,34
1997-05,131300,42,Nevada,35
1997-05,116000,41,New Mexico,36
1997-05,50300,61,West Virginia,37
1997-05,79900,38,Nebraska,38
1997-05,108400,20,Idaho,39
1997-05,206600,18,Hawaii,40
1997-05,82100,28,Maine,41
1997-05,102400,39,New Hampshire,42
1997-05,115700,50,Rhode Island,43
1997-05,134300,35,Montana,44
1997-05,108200,13,Delaware,45
1997-05,49200,52,South Dakota,46
1997-05,125100,3,Alaska,47
1997-05,,37,North Dakota,48
1997-05,86800,58,Vermont,49
1997-05,116800,12,District of Columbia,50
1997-05,127700,62,Wyoming,51
1997-06,162900,9,California,1
1997-06,93500,54,Texas,2
1997-06,123500,43,New York,3
1997-06,87000,14,Florida,4
1997-06,109800,21,Illinois,5
1997-06,79400,47,Pennsylvania,6
1997-06,87000,44,Ohio,7
1997-06,83800,30,Michigan,8
1997-06,93300,16,Georgia,9
1997-06,95000,36,North Carolina,10
1997-06,144900,40,New Jersey,11
1997-06,109700,56,Virginia,12
1997-06,141900,59,Washington,13
1997-06,143600,26,Massachusetts,14
1997-06,88600,22,Indiana,15
1997-06,107200,8,Arizona,16
1997-06,75000,53,Tennessee,17
1997-06,88600,32,Missouri,18
1997-06,129300,27,Maryland,19
1997-06,104800,60,Wisconsin,20
1997-06,91200,31,Minnesota,21
1997-06,130300,10,Colorado,22
1997-06,79300,4,Alabama,23
1997-06,81300,51,South Carolina,24
1997-06,70700,25,Louisiana,25
1997-06,74200,24,Kentucky,26
1997-06,131200,46,Oregon,27
1997-06,57400,45,Oklahoma,28
1997-06,133600,11,Connecticut,29
1997-06,66100,19,Iowa,30
1997-06,71700,34,Mississippi,31
1997-06,62100,6,Arkansas,32
1997-06,73800,23,Kansas,33
1997-06,147400,55,Utah,34
1997-06,131300,42,Nevada,35
1997-06,116100,41,New Mexico,36
1997-06,50300,61,West Virginia,37
1997-06,79800,38,Nebraska,38
1997-06,110500,20,Idaho,39
1997-06,205500,18,Hawaii,40
1997-06,82400,28,Maine,41
1997-06,102800,39,New Hampshire,42
1997-06,115700,50,Rhode Island,43
1997-06,134400,35,Montana,44
1997-06,108500,13,Delaware,45
1997-06,48600,52,South Dakota,46
1997-06,125100,3,Alaska,47
1997-06,,37,North Dakota,48
1997-06,87000,58,Vermont,49
1997-06,116800,12,District of Columbia,50
1997-06,127800,62,Wyoming,51
1997-07,163300,9,California,1
1997-07,93700,54,Texas,2
1997-07,123400,43,New York,3
1997-07,87200,14,Florida,4
1997-07,108900,21,Illinois,5
1997-07,79800,47,Pennsylvania,6
1997-07,87300,44,Ohio,7
1997-07,84400,30,Michigan,8
1997-07,93800,16,Georgia,9
1997-07,95300,36,North Carolina,10
1997-07,145200,40,New Jersey,11
1997-07,109900,56,Virginia,12
1997-07,142400,59,Washington,13
1997-07,144300,26,Massachusetts,14
1997-07,88600,22,Indiana,15
1997-07,107700,8,Arizona,16
1997-07,75300,53,Tennessee,17
1997-07,88900,32,Missouri,18
1997-07,129200,27,Maryland,19
1997-07,104900,60,Wisconsin,20
1997-07,91500,31,Minnesota,21
1997-07,131200,10,Colorado,22
1997-07,79400,4,Alabama,23
1997-07,82100,51,South Carolina,24
1997-07,71000,25,Louisiana,25
1997-07,74500,24,Kentucky,26
1997-07,131500,46,Oregon,27
1997-07,57100,45,Oklahoma,28
1997-07,133700,11,Connecticut,29
1997-07,66400,19,Iowa,30
1997-07,71800,34,Mississippi,31
1997-07,62400,6,Arkansas,32
1997-07,75100,23,Kansas,33
1997-07,147900,55,Utah,34
1997-07,131400,42,Nevada,35
1997-07,116300,41,New Mexico,36
