"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07"
"Minnesota",21,189900,189900,189900,189000,189000,189000,183000,179900,179900,177000,174900,165500,159900,159900,162500,164000,164900,165000,164900,164999.5,165000,162900,159900,155000,154900,158930,159900,162900,164900,169000,167000,165000,165900,167500,164900,159900,160000,169000,170700,175000,179900,184500,184900,184900,184900,185000,184000,179900,177900,180000,189900,194900,199899,2e+05,2e+05,199900,199900,199900,199900,198950,199000,199900,214900,215000,220000,224900,224900,221617,220000,219900,219900,217900,219600,220000,229000,229900,229900,229900,229900,229900,229900,229900,229900,229000,220000,239000,242538,249000,249900,249900,249900,249000,249900,249900,249900,249900,254900,267933,269900,269900,269900,269900,267900,265000,264900,264900,264900,265000,269900,275000,285000,285000,280000,279900,276900
"Colorado",22,263000,259900,259000,256900,259900,259950,259950,264900,259900,255500,250000,245000,244000,242500,244900,245000,249900,250000,255000,255000,255000,250000,249900,249900,249900,250000,259000,259000,262500,264900,264900,260500,259500,259000,255000,253500,254900,259000,263900,269900,275000,279900,284900,285000,289900,285000,287500,289900,289950,295000,299500,3e+05,306925,314900,315000,315000,318000,319000,321000,325000,331995,329900,334900,340000,345000,349900,350000,350000,351950,350000,350617.5,360000,369036,365900,370000,375000,377272,379000,375000,375000,376000,375000,377000,379900,380000,389500,395000,399900,4e+05,408629.5,410000,410000,413995,412900,406990,410000,411309,422900,424737,424950,425000,424000,422000,419000,419900,419900,420000,421990,424900,425000,426552.5,429900,430000,430000,431900
"Alabama",23,169900,170000,169900,169000,169900,168900,165900,164000,164900,164900,162900,159900,159900,159900,159900,159900,159900,159900,160000,159900,159900,159900,159900,159900,158500,158900,159900,159900,159900,159900,159900,159900,158900,159000,159900,159000,159300,159900,159900,164900,165000,165000,165000,165000,165000,164900,164900,163900,163900,165000,169000,169900,170000,172500,172000,169900,169900,169900,170000,167900,169900,169900,169900,174900,174500,174900,173000,172900,175000,173900,173000,172500,171900,169900,174900,179500,179900,179900,179900,179837.5,179400,178450,179000,176900,178500,179900,184900,189900,192900,194500,194025,192900,195000,194900,189900,189900,189900,194900,197900,199900,199999,200350,199900,199999,205000,199900,2e+05,201336,204999.5,205000,214900,219900,219900,219900,219900
"South Carolina",24,195000,189900,189500,187500,184900,183000,180000,179900,179900,179500,177500,174500,170000,169900,170000,169900,170000,172000,171772.5,174680,170000,171900,170000,175000,169900,169900,169900,169900,169900,169900,169900,169900,169000,169000,169000,169000,169500,169900,172990,175000,175000,179000,179000,179000,179000,179900,179900,179900,179900,180400,185000,187500,189500,189900,189900,189900,189900,190000,192900,191000,189999,194000,195000,199900,2e+05,199900,207700,204000,209000,208885,209900,210000,213400,215000,219000,219900,219900,224500,224900,220000,220990,222900,223400,219995,219900,224385,227900,229900,234000,235000,235490,235000,239900,239900,240000,239900,239900,239900,245000,249500,249900,249900,247900,245000,248500,245000,249000,248900,245990,245000,249900,249900,252400,250000,249900
"Louisiana",25,176500,175325,176900,178500,176900,177000,175510.5,175000,175000,174500,172450,169900,165000,165000,168268,167900,169000,167000,165850,165000,165000,159900,159900,159900,159900,159900,160000,160000,160000,163000,163000,163000,162900,162500,163000,160000,165000,165000,168000,169900,170000,171500,170000,169900,169900,169900,169000,169000,168000,169000,169500,170000,174900,175000,175000,175000,175500,175000,176900,175000,176650,179500,179900,182000,185000,185000,185000,185000,185800,185000,185949.5,187000,189000,190000,195000,199500,199900,199900,199900,199900,199500,199750,199000,199500,198900,198000,199500,204675,209000,209000,208995,206000,205000,205900,205500,205000,202900,204900,209000,210000,212500,212500,214500,212385,212000,210900,211000,210000,210000,210000,215000,219000,219900,219900,219500
"Kentucky",26,149900,149900,149900,149900,149900,149900,149900,149000,149000,147900,145900,143500,139900,139900,143000,143999.5,147900,147500,146527.5,145000,145797,144900,144500,140000,139900,139900,142500,143900,142500,144900,142500,141900,139900,139900,139900,139000,138950,139000,139900,139900,141000,140000,139900,139900,139900,139900,139900,139900,139000,139900,142000,146000,149000,149900,149900,149900,149900,149900,149500,148900,148900,149900,149900,151900,157900,159000,159000,159000,159000,157500,155550,152900,150000,150000,154900,159900,160000,164500,164900,161900,160000,162000,161000,159900,159900,160000,165500,169900,174900,174900,174900,173500,172500,172785,170000,169900,173900,175000,177990,179900,184900,184900,184900,184000,184900,184900,185000,185000,184900,184990,189000,192900,198950.5,199000,198500
"Oregon",27,254000,249900,249900,249000,249800,249900,249500,249000,242400,239900,239000,230000,225000,224876,224900,225000,229000,229900,233000,234900,235000,229900,219900,209900,210000,209900,214900,219000,219900,225000,225000,234900,229900,229900,229000,229000,229000,234501,239000,248187,250000,257225,259000,255000,255000,255000,250000,249900,249900,249900,254500,260000,259900,265000,269900,269900,268500,263975,262000,259900,259900,264900,269900,275000,279900,284900,285000,285940,289000,289900,289900,289500,289000,289900,299000,3e+05,315000,319900,324900,325000,325000,325000,325000,325000,324990,325000,333341,345000,349900,355000,359000,352938,355000,356000,355000,354950,350000,360000,369000,375000,379900,380000,379000,375000,375000,375000,374900,374900,369950,374900,379900,385000,389900,392000,389900
"Oklahoma",28,147500,147000,147900,147900,149575,149000,147500,145988,148771.5,149000,148900,145000,142900,142500,145000,145000,146900,145000,144000,141900,140000,139900,139900,139057,137500,139500,140000,139900,140695,144500,141900,142000,141000,139995,139900,139900,139900,141875,142149.5,144924,145000,147000,145000,144900,145000,145900,146500,146560,146000,147900,149500,150000,154000,154900,154900,155000,154900,152538.5,155000,154875,157000,159000,159900,160000,162500,164571.5,164900,164500,165000,164900,165000,164900,165600,165000,168495,169900,171000,174800,174900,174500,174490,173754,174900,175000,174500,174500,175000,179000,179900,180000,182500,179900,180000,179900,179900,177900,178092.5,179900,180000,184900,184900,184900,184564,184900,184900,185000,184900,184900,185000,185000,189000,190000,192000,193000,190000
"Connecticut",29,299000,299000,299000,299000,299500,299500,295000,295000,282400,280000,279900,270000,274900,275000,279900,279900,285000,288700,279900,279000,275000,269900,269900,265000,259900,265000,269000,269900,275000,275000,270000,265000,269000,264900,260000,256950,254900,264500,269900,279500,284900,279997,279000,269900,269900,269000,268900,259900,259900,264900,269900,279900,284500,284900,279900,274900,274900,274500,269900,260000,264900,269900,275000,284900,285000,289000,285000,279000,279900,279900,279000,274900,274900,279900,289000,295500,299900,299900,299900,299000,299500,299000,299000,290000,289900,299000,299900,314500,319900,319900,315000,308500,310000,309900,3e+05,299900,299900,309900,318900,325000,329000,328950,324900,315000,315000,314900,314900,307995,3e+05,314900,325000,329900,330000,330000,329900
"Iowa",30,139950,140000,143000,144900,144900,144900,144900,142900,139900,139900,139000,135000,134500,132500,135000,134900,136500,137995,135000,134900,132000,133000,132425,129900,129900,130000,134500,135000,135000,135000,134900,133000,130000,129900,130000,129900,129900,129950,134500,135000,138500,137950,135000,134900,131000,130000,129900,129900,129900,131900,137400,139900,140000,141900,139900,139900,139000,138000,138900,135900,139000,139900,144500,148000,157500,158000,155000,152500,149900,149900,149500,147850,149500,150000,155500,159900,160000,164900,164900,159970,159900,159900,155500,153000,155000,160000,165000,169900,174900,175000,174900,169900,169500,169000,169500,169000,169950,175000,180000,182000,184900,184900,179900,177500,174900,172000,169900,169500,169900,170000,177500,179900,180000,184500,180000
"Mississippi",31,157500,158500,155000,155000,155900,155000,154900,154000,154900,152900,151000,149900,149500,148000,149900,149999,152900,154900,154900,154900,154900,150000,149900,149900,149500,148500,149900,149000,149000,149900,149500,149900,149000,149500,149000,147500,149000,149500,149900,149900,152900,153900,154900,152500,154000,151000,150000,150000,150000,150000,154900,157000,158667.5,159000,159000,159000,158000,157900,158000,156000,159000,159500,159900,160000,164900,164000,164500,164000,165900,160000,160000,159900,159900,159900,160000,164450,165000,168000,168799,167000,165000,167000,168000,165700,166000,167900,170000,175000,178500,179000,179000,178900,179000,179800,175200,177950,179000,179000,179900,183000,185000,182900,184300,184000,184000,180000,180000,179900,179900,179900,184900,186838.5,189000,189000,189000
"Arkansas",32,149900,149900,149700,149900,149900,150000,149900,149900,149900,149895,149000,145000,140000,139900,142500,143500,144900,144900,145000,145400,145500,144925,145000,144950,144000,145000,147500,149900,149900,149900,149900,149900,146795,145000,144900,143500,143500,144900,145000,147500,147900,147720,145000,144900,144900,141000,140000,139900,139900,139900,140000,142500,144489.5,145975,145900,145900,145000,145000,144900,144900,145000,147900,149900,149000,154900,154900,155000,154700,151900,153000,150000,149900,150000,150000,153950,155000,159250,159900,159900,159000,158525,156900,155000,154900,154900,157000,159500,160000,162526,164900,165000,165000,165500,165000,165000,164900,165000,165900,169900,174900,175000,175000,177900,174900,175000,174900,174900,174900,173900,172900,175000,179500,179500,179900,179900
"Kansas",33,149950,149950,152000,151950,149900,149900,149000,146900,147900,146000,145000,139950,139500,138925,139900,142975,145000,145000,144900,144900,142500,140000,139900,139300,137900,139900,142900,145000,142500,139500,134900,133900,129900,129900,129900,127500,125000,129500,132000,135000,136500,135500,135000,135000,134950,134000,132500,130000,129950,132900,137500,142900,147500,145900,145000,140000,139900,139000,139000,137000,137900,139500,149900,158000,164900,164900,160000,154950,155900,155000,150000,149900,149000,152600,158000,159950,160000,164500,161500,159000,155000,154950,150000,149500,149500,154900,160999.5,169900,175000,175000,171900,169900,172000,174770,172000,168400,169500,174500,179000,188000,194500,195000,189500,184500,184999,181800,178975,175000,174900,177250,185000,195000,199900,199900,194500
"Utah",34,230000,228925,224900,224900,220999,219900,218900,215000,210000,209900,209900,199900,199531,199000,199000,194900,195900,195000,198000,199000,199000,199000,199800,199763.5,199900,2e+05,199900,2e+05,205000,207375,209000,214825,214900,214800,215000,215000,215000,218992.5,219900,228900,229900,231000,235000,235000,236900,235000,235000,238900,234900,235000,238000,245000,249000,249900,250000,250000,252990,250000,250000,255000,259900,259900,264900,269900,274900,279900,281250,285000,286900,287700,289900,294500,295900,295000,299900,299000,299000,299900,299500,299900,299900,299900,304500,309970,309900,312900,319000,324900,328000,329900,329900,329900,329900,330000,335000,339900,340000,345925,349900,350000,349997,351900,355000,350655,356000,350995,350000,359000,359000,362900,364990,369000,369900,369900,369900
"Nevada",35,168000,168990,167700,165000,160000,159900,155000,150000,150000,149000,147000,139900,139900,139000,138000,135000,134900,134900,134900,135000,135000,134900,133500,130000,130500,133700,135000,139000,148900,150000,149000,145000,147500,149900,149000,150000,155000,158000,160000,165000,170000,175000,175000,188000,189900,190000,190000,189877.5,189400,190000,197900,199900,204900,209800,209990,219000,219900,219900,219000,219000,219000,219900,224900,229000,235000,235000,238000,239000,239900,239888,239900,239500,239000,235000,239900,247000,249999,254900,257500,259000,259900,260000,260000,262245,264999,267000,269999,275000,279900,285000,290000,290000,295000,297894,299000,299750,299900,3e+05,3e+05,307838.5,310000,312000,315000,324900,320000,319990,319999,319222,315000,314500,314788.5,318000,320000,324900,324900
"New Mexico",36,232000,229999,227747,225000,227900,225000,225000,223550,219900,219000,217750,210000,204900,199500,199925,199999,205000,205000,207990,205000,205000,204500,199990,199900,199900,199000,199000,199000,199000,199900,199900,199000,199000,195000,195000,190000,190000,194000,194500,199000,204900,209000,206500,205000,202400,2e+05,2e+05,199500,199000,199000,199800,2e+05,208900,209000,209000,209900,208990,202995,2e+05,199900,199900,199900,2e+05,207900,215000,218990,219000,219000,219000,215000,209000,204950,2e+05,205000,210000,214000,216950,219000,219900,219900,219000,219000,213900,210000,209900,210000,215000,219000,220000,224500,224900,224000,223000,219925,219000,217245,217900,219888,219535,224900,225000,228945,229000,225055,225000,225000,225000,225000,224000,224900,228500,230000,238900,239900,239500
"West Virginia",37,150000,153500,154875,150000,150000,150000,150000,150000,150000,149900,149500,145000,143000,140000,145000,145000,149000,149500,149500,148815.5,145000,144900,140000,139900,139900,139900,139900,139900,139987.5,140000,139900,139900,139900,139900,139900,139500,139900,140000,144900,145000,148000,146000,148000,147550,144000,139900,139000,139900,139900,140000,147500,149900,150000,154900,154900,150000,149900,149900,149900,149900,149500,149900,149900,150000,155000,154961.5,154500,152900,152500,153900,152900,150000,149900,149900,154900,158500,159900,159900,159000,156947.5,154900,150000,150000,149900,149000,149900,150000,155000,157500,158000,156900,155000,154000,150000,150000,149900,149900,149900,152000,158500,159875,159900,159900,159000,159900,159814.5,159000,157500,159000,159900,163000,165000,166850,169000,169000
"Nebraska",38,138000,139000,138000,135000,138000,138000,139500,138500,137000,136000,137000,133000,130000,129950,134500,134900,135000,135000,135000,134900,133900,131000,129900,128500,128500,129000,131925,135000,135000,135000,135000,132000,131000,130000,130000,129250,129900,132000,135000,139000,140000,139900,139900,138000,138200,138500,135000,134900,135000,136900,140000,145000,149850,149900,149500,149900,149900,145000,144900,142000,143000,149000,155000,161975,169900,169000,165000,164950,163900,163000,163950,163195,160000,166900,175000,179950,183900,179900,179950,175000,175000,175000,174900,173900,175000,179900,189000,195000,2e+05,199900,199900,199000,199000,197000,197500,198900,199900,215000,216925,219800,217000,215000,214000,210000,210000,209900,205000,205000,207500,210000,217900,218950,215000,219000,214900
"Idaho",39,175000,174900,172000,172500,174900,173700,174500,172500,169900,169900,167500,164900,159900,159000,159900,159900,165000,167500,169900,169900,169500,169000,165000,164900,165000,164900,169000,169900,174900,174900,174900,179000,174000,175000,174900,172679,174900,175000,179900,185800,189900,190000,194900,193900,194900,189990,185990,166990,169000,179400,184900,189900,195000,198500,199389,199000,199000,197500,194990,195000,195000,194900,199000,215000,217900,221999.5,224498.5,223000,224990,225000,226113.5,227900,229000,225900,229900,232900,239900,245000,245000,245000,247000,249000,249000,249900,249999,251945,255000,267000,270990,275000,275000,270000,269950,269900,274990,279900,285825,289900,292990,299056,299900,304900,3e+05,3e+05,301990,299900,299900,306809,304900,307923,311192.5,320000,325000,329900,334900
"Hawaii",40,5e+05,499900,497000,498000,499000,499000,499000,525000,489000,479000,485000,470000,470000,455000,459000,450000,450000,450000,449678.5,450000,449000,437900,419975,420000,425000,429000,430000,439900,438000,439000,429950,439000,443000,438762,435000,449000,460000,470000,467000,475000,469300,459000,488000,495000,499000,495000,499000,504900,504250,515000,5e+05,510000,515000,509000,516000,519700,515000,499000,510000,519000,525000,529750,529000,530000,519000,540000,544000,545000,545000,540000,549000,540000,558000,535000,559000,569500,575000,585000,589000,585000,590000,588000,594450,595000,599000,595000,595000,599000,6e+05,609000,6e+05,599900,599000,599000,599000,615000,619000,612500,599000,6e+05,618000,618500,615000,625000,625000,618000,629000,635000,636000,635000,635000,629900,633000,630000,630000
"Maine",41,209900,207250,2e+05,2e+05,209900,209900,209000,209000,204900,2e+05,199900,199500,198500,198500,199000,199900,199900,199900,2e+05,199900,199900,199000,199000,198900,195000,195000,199000,199900,199000,199000,199500,199500,199000,194900,195000,192000,189900,189900,189900,196180,199000,199271.5,199000,196500,195900,196500,195000,190000,189900,189500,193511,198500,199900,199900,199900,199900,199500,199000,199000,198000,195000,192950,199000,199500,2e+05,204000,209000,206000,2e+05,205000,2e+05,199900,199000,198000,199900,209945,215900,215000,219000,219000,219500,219000,215000,210000,205000,209900,215250,224900,229000,229900,230000,229900,229992,229900,228000,225000,224900,224900,229900,239000,247000,244900,239900,239900,239900,239900,239900,239900,239900,239000,240000,249000,250000,259000,259000
"New Hampshire",42,249900,249152,249000,249000,249900,249000,247000,244900,239999,239900,239900,235900,229900,230000,230000,234900,239000,238000,239000,235000,230000,229900,227900,224000,219900,219900,225000,225000,229900,229000,229000,229000,225000,224900,224900,220000,223500,225000,229000,230700,237900,239000,235000,234900,234900,234500,229900,229000,225000,224900,229900,239000,239900,245000,244900,240000,239900,240000,239900,239900,239000,239000,239900,248900,249900,249900,249900,248900,248500,245000,245000,244900,241900,244900,249900,255000,259900,263000,264900,261400,263900,263900,260000,260000,264900,269000,269900,275000,279000,279900,279900,279900,279900,279900,279900,279900,279900,279900,289900,299000,299000,299000,299000,294900,294900,294490,297500,295000,299000,299000,3e+05,307750,309900,310000,309000
