Date,ValuePerSqft,RegionID,RegionName,SizeRank
2001-08,81,8,Arizona,16
2001-08,60,53,Tennessee,17
2001-08,78,32,Missouri,18
2001-08,100,27,Maryland,19
2001-08,91,60,Wisconsin,20
2001-08,116,31,Minnesota,21
2001-08,134,10,Colorado,22
2001-08,54,4,Alabama,23
2001-08,69,51,South Carolina,24
2001-08,62,25,Louisiana,25
2001-08,68,24,Kentucky,26
2001-08,97,46,Oregon,27
2001-08,48,45,Oklahoma,28
2001-08,116,11,Connecticut,29
2001-08,68,19,Iowa,30
2001-08,43,34,Mississippi,31
2001-08,46,6,Arkansas,32
2001-08,72,23,Kansas,33
2001-08,118,55,Utah,34
2001-08,91,42,Nevada,35
2001-08,86,41,New Mexico,36
2001-08,42,61,West Virginia,37
2001-08,72,38,Nebraska,38
2001-08,78,20,Idaho,39
2001-08,183,18,Hawaii,40
2001-08,95,28,Maine,41
2001-08,101,39,New Hampshire,42
2001-08,115,50,Rhode Island,43
2001-08,114,35,Montana,44
2001-08,80,13,Delaware,45
2001-08,83,52,South Dakota,46
2001-08,108,3,Alaska,47
2001-08,,37,North Dakota,48
2001-08,155,12,District of Columbia,49
2001-08,115,62,Wyoming,50
2001-09,161,9,California,1
2001-09,61,54,Texas,2
2001-09,87,43,New York,3
2001-09,75,14,Florida,4
2001-09,108,21,Illinois,5
2001-09,70,47,Pennsylvania,6
2001-09,76,44,Ohio,7
2001-09,99,30,Michigan,8
2001-09,72,16,Georgia,9
2001-09,73,36,North Carolina,10
2001-09,118,40,New Jersey,11
2001-09,86,56,Virginia,12
2001-09,112,59,Washington,13
2001-09,155,26,Massachusetts,14
2001-09,68,22,Indiana,15
2001-09,81,8,Arizona,16
2001-09,60,53,Tennessee,17
2001-09,78,32,Missouri,18
2001-09,101,27,Maryland,19
2001-09,92,60,Wisconsin,20
2001-09,117,31,Minnesota,21
2001-09,134,10,Colorado,22
2001-09,54,4,Alabama,23
2001-09,69,51,South Carolina,24
2001-09,60,25,Louisiana,25
2001-09,68,24,Kentucky,26
2001-09,98,46,Oregon,27
2001-09,48,45,Oklahoma,28
2001-09,117,11,Connecticut,29
2001-09,68,19,Iowa,30
2001-09,43,34,Mississippi,31
2001-09,47,6,Arkansas,32
2001-09,72,23,Kansas,33
2001-09,118,55,Utah,34
2001-09,92,42,Nevada,35
2001-09,86,41,New Mexico,36
2001-09,42,61,West Virginia,37
2001-09,71,38,Nebraska,38
2001-09,77,20,Idaho,39
2001-09,184,18,Hawaii,40
2001-09,96,28,Maine,41
2001-09,102,39,New Hampshire,42
2001-09,117,50,Rhode Island,43
2001-09,115,35,Montana,44
2001-09,80,13,Delaware,45
2001-09,83,52,South Dakota,46
2001-09,109,3,Alaska,47
2001-09,,37,North Dakota,48
2001-09,158,12,District of Columbia,49
2001-09,115,62,Wyoming,50
2001-10,163,9,California,1
2001-10,61,54,Texas,2
2001-10,87,43,New York,3
2001-10,76,14,Florida,4
2001-10,108,21,Illinois,5
2001-10,71,47,Pennsylvania,6
2001-10,76,44,Ohio,7
2001-10,99,30,Michigan,8
2001-10,72,16,Georgia,9
2001-10,74,36,North Carolina,10
2001-10,119,40,New Jersey,11
2001-10,87,56,Virginia,12
2001-10,112,59,Washington,13
2001-10,157,26,Massachusetts,14
2001-10,68,22,Indiana,15
2001-10,82,8,Arizona,16
2001-10,60,53,Tennessee,17
2001-10,79,32,Missouri,18
2001-10,102,27,Maryland,19
2001-10,92,60,Wisconsin,20
2001-10,119,31,Minnesota,21
2001-10,135,10,Colorado,22
2001-10,54,4,Alabama,23
2001-10,69,51,South Carolina,24
2001-10,59,25,Louisiana,25
2001-10,68,24,Kentucky,26
2001-10,98,46,Oregon,27
2001-10,48,45,Oklahoma,28
2001-10,117,11,Connecticut,29
2001-10,68,19,Iowa,30
2001-10,43,34,Mississippi,31
2001-10,47,6,Arkansas,32
2001-10,72,23,Kansas,33
2001-10,118,55,Utah,34
2001-10,93,42,Nevada,35
2001-10,86,41,New Mexico,36
2001-10,42,61,West Virginia,37
2001-10,71,38,Nebraska,38
2001-10,77,20,Idaho,39
2001-10,185,18,Hawaii,40
2001-10,96,28,Maine,41
2001-10,103,39,New Hampshire,42
2001-10,119,50,Rhode Island,43
2001-10,116,35,Montana,44
2001-10,80,13,Delaware,45
2001-10,83,52,South Dakota,46
2001-10,110,3,Alaska,47
2001-10,,37,North Dakota,48
2001-10,161,12,District of Columbia,49
2001-10,115,62,Wyoming,50
