year,month,date,days,SizeRank,RegionName
2012,6,6/1/2012,90,2,texas
2012,6,6/1/2012,146,3,new york
2012,6,6/1/2012,118,4,florida
2012,6,6/1/2012,114,5,illinois
2012,6,6/1/2012,118,6,pennsylvania
2012,6,6/1/2012,104,7,ohio
2012,6,6/1/2012,100,8,michigan
2012,6,6/1/2012,103,9,georgia
2012,6,6/1/2012,113,10,north carolina
2012,6,6/1/2012,147,11,new jersey
2012,6,6/1/2012,87,12,virginia
2012,6,6/1/2012,89,13,washington
2012,6,6/1/2012,97,14,massachusetts
2012,6,6/1/2012,104,15,indiana
2012,6,6/1/2012,86,16,arizona
2012,6,6/1/2012,105,17,tennessee
2012,6,6/1/2012,98,18,missouri
2012,6,6/1/2012,115,19,maryland
2012,6,6/1/2012,118,20,wisconsin
2012,6,6/1/2012,108,21,minnesota
2012,6,6/1/2012,78,22,colorado
2012,6,6/1/2012,118,23,alabama
2012,6,6/1/2012,135.5,24,south carolina
2012,6,6/1/2012,98,25,louisiana
2012,6,6/1/2012,109,26,kentucky
2012,6,6/1/2012,90,27,oregon
2012,6,6/1/2012,102,28,oklahoma
2012,6,6/1/2012,116,29,connecticut
2012,6,6/1/2012,107,30,iowa
2012,6,6/1/2012,110,31,mississippi
2012,6,6/1/2012,103,32,arkansas
2012,6,6/1/2012,91,33,kansas
2012,6,6/1/2012,86,34,utah
2012,6,6/1/2012,97,35,nevada
2012,6,6/1/2012,100,36,new mexico
2012,6,6/1/2012,99,37,west virginia
2012,6,6/1/2012,93,38,nebraska
2012,6,6/1/2012,79,39,idaho
2012,6,6/1/2012,100,40,hawaii
2012,6,6/1/2012,111,41,maine
2012,6,6/1/2012,109,42,new hampshire
2012,6,6/1/2012,120,43,rhode island
2012,6,6/1/2012,91,44,montana
2012,6,6/1/2012,109,45,delaware
2012,6,6/1/2012,118,46,south dakota
2012,6,6/1/2012,78,47,alaska
2012,6,6/1/2012,86,48,north dakota
2012,6,6/1/2012,186,49,vermont
2012,6,6/1/2012,81,50,district of columbia
2012,6,6/1/2012,93,51,wyoming
2012,7,7/1/2012,82,1,california
2012,7,7/1/2012,91,2,texas
2012,7,7/1/2012,140,3,new york
2012,7,7/1/2012,118,4,florida
2012,7,7/1/2012,117,5,illinois
2012,7,7/1/2012,117,6,pennsylvania
2012,7,7/1/2012,107,7,ohio
2012,7,7/1/2012,100,8,michigan
2012,7,7/1/2012,102,9,georgia
2012,7,7/1/2012,118,10,north carolina
2012,7,7/1/2012,140,11,new jersey
2012,7,7/1/2012,90,12,virginia
2012,7,7/1/2012,84,13,washington
2012,7,7/1/2012,99,14,massachusetts
2012,7,7/1/2012,111,15,indiana
2012,7,7/1/2012,84,16,arizona
2012,7,7/1/2012,112,17,tennessee
2012,7,7/1/2012,101,18,missouri
2012,7,7/1/2012,114,19,maryland
2012,7,7/1/2012,120,20,wisconsin
2012,7,7/1/2012,110,21,minnesota
2012,7,7/1/2012,79,22,colorado
2012,7,7/1/2012,117,23,alabama
2012,7,7/1/2012,129,24,south carolina
2012,7,7/1/2012,103,25,louisiana
2012,7,7/1/2012,104,26,kentucky
2012,7,7/1/2012,87,27,oregon
2012,7,7/1/2012,102,28,oklahoma
2012,7,7/1/2012,123.5,29,connecticut
2012,7,7/1/2012,109,30,iowa
2012,7,7/1/2012,112,31,mississippi
2012,7,7/1/2012,106,32,arkansas
2012,7,7/1/2012,97,33,kansas
2012,7,7/1/2012,95,34,utah
2012,7,7/1/2012,97,35,nevada
2012,7,7/1/2012,98,36,new mexico
2012,7,7/1/2012,106,37,west virginia
2012,7,7/1/2012,96,38,nebraska
2012,7,7/1/2012,82,39,idaho
2012,7,7/1/2012,105,40,hawaii
2012,7,7/1/2012,115,41,maine
2012,7,7/1/2012,103,42,new hampshire
2012,7,7/1/2012,117,43,rhode island
2012,7,7/1/2012,87,44,montana
2012,7,7/1/2012,119,45,delaware
2012,7,7/1/2012,93,46,south dakota
2012,7,7/1/2012,79,47,alaska
2012,7,7/1/2012,87,48,north dakota
2012,7,7/1/2012,120,49,vermont
2012,7,7/1/2012,80,50,district of columbia
2012,7,7/1/2012,89,51,wyoming
2012,8,8/1/2012,82,1,california
2012,8,8/1/2012,92,2,texas
2012,8,8/1/2012,148,3,new york
2012,8,8/1/2012,116,4,florida
2012,8,8/1/2012,117,5,illinois
2012,8,8/1/2012,119,6,pennsylvania
2012,8,8/1/2012,111,7,ohio
2012,8,8/1/2012,103,8,michigan
2012,8,8/1/2012,100,9,georgia
2012,8,8/1/2012,123,10,north carolina
2012,8,8/1/2012,142,11,new jersey
2012,8,8/1/2012,94,12,virginia
2012,8,8/1/2012,87,13,washington
2012,8,8/1/2012,103,14,massachusetts
2012,8,8/1/2012,117,15,indiana
2012,8,8/1/2012,82,16,arizona
2012,8,8/1/2012,115,17,tennessee
2012,8,8/1/2012,104,18,missouri
2012,8,8/1/2012,122,19,maryland
2012,8,8/1/2012,122,20,wisconsin
2012,8,8/1/2012,112,21,minnesota
2012,8,8/1/2012,80,22,colorado
2012,8,8/1/2012,118,23,alabama
2012,8,8/1/2012,129,24,south carolina
2012,8,8/1/2012,105,25,louisiana
2012,8,8/1/2012,105,26,kentucky
2012,8,8/1/2012,89,27,oregon
2012,8,8/1/2012,102,28,oklahoma
2012,8,8/1/2012,127,29,connecticut
2012,8,8/1/2012,108,30,iowa
2012,8,8/1/2012,117,31,mississippi
2012,8,8/1/2012,111,32,arkansas
2012,8,8/1/2012,109,33,kansas
2012,8,8/1/2012,91,34,utah
2012,8,8/1/2012,96,35,nevada
2012,8,8/1/2012,101,36,new mexico
2012,8,8/1/2012,112,37,west virginia
2012,8,8/1/2012,98,38,nebraska
2012,8,8/1/2012,82,39,idaho
2012,8,8/1/2012,91,40,hawaii
2012,8,8/1/2012,120,41,maine
2012,8,8/1/2012,120,42,new hampshire
2012,8,8/1/2012,127,43,rhode island
2012,8,8/1/2012,81,44,montana
2012,8,8/1/2012,117,45,delaware
2012,8,8/1/2012,104,46,south dakota
2012,8,8/1/2012,82,47,alaska
2012,8,8/1/2012,79.5,48,north dakota
2012,8,8/1/2012,142,49,vermont
2012,8,8/1/2012,81,50,district of columbia
2012,8,8/1/2012,90,51,wyoming
2012,9,9/1/2012,83,1,california
2012,9,9/1/2012,96,2,texas
2012,9,9/1/2012,155,3,new york
2012,9,9/1/2012,117,4,florida
2012,9,9/1/2012,119,5,illinois
2012,9,9/1/2012,123,6,pennsylvania
2012,9,9/1/2012,115,7,ohio
2012,9,9/1/2012,110,8,michigan
2012,9,9/1/2012,101,9,georgia
2012,9,9/1/2012,127,10,north carolina
2012,9,9/1/2012,150,11,new jersey
2012,9,9/1/2012,99,12,virginia
2012,9,9/1/2012,91,13,washington
2012,9,9/1/2012,111,14,massachusetts
2012,9,9/1/2012,121,15,indiana
2012,9,9/1/2012,82,16,arizona
2012,9,9/1/2012,112,17,tennessee
2012,9,9/1/2012,106,18,missouri
2012,9,9/1/2012,132.5,19,maryland
2012,9,9/1/2012,127,20,wisconsin
2012,9,9/1/2012,112,21,minnesota
2012,9,9/1/2012,81,22,colorado
2012,9,9/1/2012,133,23,alabama
2012,9,9/1/2012,138,24,south carolina
2012,9,9/1/2012,116,25,louisiana
2012,9,9/1/2012,109,26,kentucky
2012,9,9/1/2012,94,27,oregon
2012,9,9/1/2012,108,28,oklahoma
2012,9,9/1/2012,138,29,connecticut
2012,9,9/1/2012,109,30,iowa
2012,9,9/1/2012,118,31,mississippi
2012,9,9/1/2012,120,32,arkansas
2012,9,9/1/2012,103,33,kansas
2012,9,9/1/2012,96,34,utah
2012,9,9/1/2012,97,35,nevada
2012,9,9/1/2012,107,36,new mexico
2012,9,9/1/2012,119,37,west virginia
2012,9,9/1/2012,101,38,nebraska
2012,9,9/1/2012,89,39,idaho
2012,9,9/1/2012,93,40,hawaii
2012,9,9/1/2012,127,41,maine
2012,9,9/1/2012,126,42,new hampshire
2012,9,9/1/2012,124,43,rhode island
2012,9,9/1/2012,104,44,montana
2012,9,9/1/2012,126,45,delaware
2012,9,9/1/2012,89.5,46,south dakota
2012,9,9/1/2012,90,47,alaska
2012,9,9/1/2012,94,48,north dakota
2012,9,9/1/2012,138,49,vermont
2012,9,9/1/2012,97,50,district of columbia
2012,9,9/1/2012,76,51,wyoming
2012,10,10/1/2012,81,1,california
2012,10,10/1/2012,101,2,texas
2012,10,10/1/2012,165,3,new york
2012,10,10/1/2012,109,4,florida
2012,10,10/1/2012,124,5,illinois
2012,10,10/1/2012,128,6,pennsylvania
2012,10,10/1/2012,118,7,ohio
2012,10,10/1/2012,114,8,michigan
2012,10,10/1/2012,102,9,georgia
2012,10,10/1/2012,133,10,north carolina
2012,10,10/1/2012,158,11,new jersey
2012,10,10/1/2012,102,12,virginia
2012,10,10/1/2012,95,13,washington
2012,10,10/1/2012,110,14,massachusetts
2012,10,10/1/2012,119,15,indiana
2012,10,10/1/2012,84,16,arizona
2012,10,10/1/2012,118,17,tennessee
2012,10,10/1/2012,111,18,missouri
2012,10,10/1/2012,136,19,maryland
2012,10,10/1/2012,131,20,wisconsin
2012,10,10/1/2012,110,21,minnesota
2012,10,10/1/2012,84,22,colorado
2012,10,10/1/2012,131,23,alabama
2012,10,10/1/2012,146,24,south carolina
2012,10,10/1/2012,115,25,louisiana
2012,10,10/1/2012,109,26,kentucky
2012,10,10/1/2012,99,27,oregon
2012,10,10/1/2012,109,28,oklahoma
2012,10,10/1/2012,140,29,connecticut
2012,10,10/1/2012,116,30,iowa
2012,10,10/1/2012,123.5,31,mississippi
2012,10,10/1/2012,119,32,arkansas
2012,10,10/1/2012,109,33,kansas
2012,10,10/1/2012,108,34,utah
2012,10,10/1/2012,98,35,nevada
2012,10,10/1/2012,120,36,new mexico
2012,10,10/1/2012,111,37,west virginia
2012,10,10/1/2012,104,38,nebraska
2012,10,10/1/2012,92,39,idaho
2012,10,10/1/2012,91,40,hawaii
2012,10,10/1/2012,121.5,41,maine
2012,10,10/1/2012,136,42,new hampshire
2012,10,10/1/2012,128,43,rhode island
2012,10,10/1/2012,98,44,montana
2012,10,10/1/2012,133,45,delaware
2012,10,10/1/2012,110.5,46,south dakota
2012,10,10/1/2012,97.5,47,alaska
2012,10,10/1/2012,78.5,48,north dakota
2012,10,10/1/2012,147,49,vermont
2012,10,10/1/2012,82,50,district of columbia
2012,10,10/1/2012,86,51,wyoming
2012,11,11/1/2012,80,1,california
2012,11,11/1/2012,105,2,texas
2012,11,11/1/2012,175,3,new york
2012,11,11/1/2012,110,4,florida
2012,11,11/1/2012,124,5,illinois
2012,11,11/1/2012,125,6,pennsylvania
2012,11,11/1/2012,119,7,ohio
2012,11,11/1/2012,125,8,michigan
2012,11,11/1/2012,106,9,georgia
2012,11,11/1/2012,133,10,north carolina
2012,11,11/1/2012,169,11,new jersey
2012,11,11/1/2012,102,12,virginia
2012,11,11/1/2012,102,13,washington
2012,11,11/1/2012,112,14,massachusetts
2012,11,11/1/2012,122,15,indiana
2012,11,11/1/2012,84,16,arizona
2012,11,11/1/2012,122,17,tennessee
2012,11,11/1/2012,113,18,missouri
2012,11,11/1/2012,140,19,maryland
2012,11,11/1/2012,132,20,wisconsin
2012,11,11/1/2012,109,21,minnesota
2012,11,11/1/2012,87,22,colorado
2012,11,11/1/2012,142,23,alabama
2012,11,11/1/2012,144,24,south carolina
2012,11,11/1/2012,125,25,louisiana
2012,11,11/1/2012,111,26,kentucky
2012,11,11/1/2012,106,27,oregon
2012,11,11/1/2012,116,28,oklahoma
2012,11,11/1/2012,148,29,connecticut
2012,11,11/1/2012,122,30,iowa
2012,11,11/1/2012,118,31,mississippi
2012,11,11/1/2012,116,32,arkansas
2012,11,11/1/2012,106,33,kansas
2012,11,11/1/2012,119,34,utah
2012,11,11/1/2012,100,35,nevada
2012,11,11/1/2012,121,36,new mexico
2012,11,11/1/2012,119,37,west virginia
2012,11,11/1/2012,104,38,nebraska
2012,11,11/1/2012,103,39,idaho
2012,11,11/1/2012,101,40,hawaii
2012,11,11/1/2012,135,41,maine
2012,11,11/1/2012,132,42,new hampshire
2012,11,11/1/2012,134,43,rhode island
2012,11,11/1/2012,108,44,montana
2012,11,11/1/2012,119,45,delaware
2012,11,11/1/2012,88.5,46,south dakota
2012,11,11/1/2012,108,47,alaska
2012,11,11/1/2012,87,48,north dakota
2012,11,11/1/2012,160,49,vermont
2012,11,11/1/2012,69,50,district of columbia
2012,11,11/1/2012,97,51,wyoming
2012,12,12/1/2012,84,1,california
2012,12,12/1/2012,108,2,texas
2012,12,12/1/2012,186,3,new york
2012,12,12/1/2012,113,4,florida
2012,12,12/1/2012,132,5,illinois
2012,12,12/1/2012,131,6,pennsylvania
2012,12,12/1/2012,122,7,ohio
2012,12,12/1/2012,122,8,michigan
2012,12,12/1/2012,107,9,georgia
2012,12,12/1/2012,138,10,north carolina
2012,12,12/1/2012,178,11,new jersey
2012,12,12/1/2012,107,12,virginia
2012,12,12/1/2012,107,13,washington
2012,12,12/1/2012,116,14,massachusetts
2012,12,12/1/2012,134,15,indiana
2012,12,12/1/2012,91,16,arizona
2012,12,12/1/2012,130,17,tennessee
2012,12,12/1/2012,112,18,missouri
2012,12,12/1/2012,139,19,maryland
2012,12,12/1/2012,139,20,wisconsin
2012,12,12/1/2012,110,21,minnesota
2012,12,12/1/2012,89,22,colorado
2012,12,12/1/2012,143,23,alabama
2012,12,12/1/2012,141,24,south carolina
2012,12,12/1/2012,130,25,louisiana
2012,12,12/1/2012,119,26,kentucky
2012,12,12/1/2012,120,27,oregon
2012,12,12/1/2012,117,28,oklahoma
2012,12,12/1/2012,156,29,connecticut
2012,12,12/1/2012,133,30,iowa
2012,12,12/1/2012,133,31,mississippi
2012,12,12/1/2012,129,32,arkansas
2012,12,12/1/2012,111,33,kansas
2012,12,12/1/2012,120,34,utah
2012,12,12/1/2012,107,35,nevada
2012,12,12/1/2012,128,36,new mexico
2012,12,12/1/2012,141,37,west virginia
2012,12,12/1/2012,111,38,nebraska
2012,12,12/1/2012,107,39,idaho
2012,12,12/1/2012,96.5,40,hawaii
2012,12,12/1/2012,162.5,41,maine
2012,12,12/1/2012,149,42,new hampshire
2012,12,12/1/2012,155,43,rhode island
2012,12,12/1/2012,100,44,montana
2012,12,12/1/2012,108,45,delaware
2012,12,12/1/2012,92,46,south dakota
2012,12,12/1/2012,120,47,alaska
2012,12,12/1/2012,92,48,north dakota
2012,12,12/1/2012,164,49,vermont
2012,12,12/1/2012,86,50,district of columbia
2012,12,12/1/2012,92,51,wyoming
2013,1,1/1/2013,90,1,california
2013,1,1/1/2013,112,2,texas
2013,1,1/1/2013,196,3,new york
2013,1,1/1/2013,117,4,florida
2013,1,1/1/2013,136,5,illinois
2013,1,1/1/2013,142,6,pennsylvania
2013,1,1/1/2013,128,7,ohio
2013,1,1/1/2013,125,8,michigan
2013,1,1/1/2013,120,9,georgia
2013,1,1/1/2013,141,10,north carolina
2013,1,1/1/2013,185,11,new jersey
2013,1,1/1/2013,115,12,virginia
2013,1,1/1/2013,116,13,washington
2013,1,1/1/2013,128,14,massachusetts
2013,1,1/1/2013,132,15,indiana
2013,1,1/1/2013,96,16,arizona
2013,1,1/1/2013,131,17,tennessee
2013,1,1/1/2013,119,18,missouri
2013,1,1/1/2013,142,19,maryland
2013,1,1/1/2013,146,20,wisconsin
2013,1,1/1/2013,123,21,minnesota
2013,1,1/1/2013,100,22,colorado
2013,1,1/1/2013,135,23,alabama
2013,1,1/1/2013,147,24,south carolina
2013,1,1/1/2013,133,25,louisiana
2013,1,1/1/2013,123,26,kentucky
2013,1,1/1/2013,127,27,oregon
2013,1,1/1/2013,121,28,oklahoma
2013,1,1/1/2013,155,29,connecticut
2013,1,1/1/2013,139,30,iowa
2013,1,1/1/2013,151,31,mississippi
2013,1,1/1/2013,137,32,arkansas
2013,1,1/1/2013,114,33,kansas
2013,1,1/1/2013,127,34,utah
2013,1,1/1/2013,112,35,nevada
2013,1,1/1/2013,137,36,new mexico
2013,1,1/1/2013,136,37,west virginia
2013,1,1/1/2013,117,38,nebraska
2013,1,1/1/2013,110.5,39,idaho
2013,1,1/1/2013,105,40,hawaii
2013,1,1/1/2013,148,41,maine
2013,1,1/1/2013,154.5,42,new hampshire
2013,1,1/1/2013,161.5,43,rhode island
2013,1,1/1/2013,126,44,montana
2013,1,1/1/2013,121,45,delaware
2013,1,1/1/2013,99,46,south dakota
2013,1,1/1/2013,136,47,alaska
2013,1,1/1/2013,109.5,48,north dakota
2013,1,1/1/2013,193,49,vermont
2013,1,1/1/2013,90,50,district of columbia
2013,1,1/1/2013,91,51,wyoming
2013,2,2/1/2013,84,1,california
2013,2,2/1/2013,111,2,texas
2013,2,2/1/2013,199,3,new york
2013,2,2/1/2013,119,4,florida
2013,2,2/1/2013,139,5,illinois
2013,2,2/1/2013,146,6,pennsylvania
2013,2,2/1/2013,132,7,ohio
2013,2,2/1/2013,126,8,michigan
2013,2,2/1/2013,120,9,georgia
2013,2,2/1/2013,143,10,north carolina
2013,2,2/1/2013,188,11,new jersey
2013,2,2/1/2013,117,12,virginia
2013,2,2/1/2013,118,13,washington
2013,2,2/1/2013,145,14,massachusetts
2013,2,2/1/2013,137,15,indiana
2013,2,2/1/2013,97,16,arizona
2013,2,2/1/2013,136,17,tennessee
2013,2,2/1/2013,119,18,missouri
2013,2,2/1/2013,151,19,maryland
2013,2,2/1/2013,155,20,wisconsin
2013,2,2/1/2013,132,21,minnesota
2013,2,2/1/2013,98,22,colorado
2013,2,2/1/2013,145,23,alabama
2013,2,2/1/2013,147.5,24,south carolina
2013,2,2/1/2013,132,25,louisiana
2013,2,2/1/2013,126,26,kentucky
2013,2,2/1/2013,123,27,oregon
2013,2,2/1/2013,133,28,oklahoma
2013,2,2/1/2013,155.5,29,connecticut
2013,2,2/1/2013,144.5,30,iowa
2013,2,2/1/2013,132,31,mississippi
2013,2,2/1/2013,140,32,arkansas
2013,2,2/1/2013,116,33,kansas
2013,2,2/1/2013,128,34,utah
2013,2,2/1/2013,109,35,nevada
2013,2,2/1/2013,134.5,36,new mexico
2013,2,2/1/2013,145,37,west virginia
2013,2,2/1/2013,125,38,nebraska
2013,2,2/1/2013,115,39,idaho
2013,2,2/1/2013,104,40,hawaii
2013,2,2/1/2013,171.5,41,maine
2013,2,2/1/2013,146,42,new hampshire
2013,2,2/1/2013,157,43,rhode island
2013,2,2/1/2013,122,44,montana
2013,2,2/1/2013,141,45,delaware
2013,2,2/1/2013,104.5,46,south dakota
2013,2,2/1/2013,135.5,47,alaska
2013,2,2/1/2013,119,48,north dakota
2013,2,2/1/2013,158.5,49,vermont
2013,2,2/1/2013,91.5,50,district of columbia
2013,2,2/1/2013,110,51,wyoming
2013,3,3/1/2013,70,1,california
2013,3,3/1/2013,97,2,texas
2013,3,3/1/2013,207,3,new york
2013,3,3/1/2013,114,4,florida
2013,3,3/1/2013,137,5,illinois
2013,3,3/1/2013,150,6,pennsylvania
2013,3,3/1/2013,134,7,ohio
2013,3,3/1/2013,124,8,michigan
2013,3,3/1/2013,110,9,georgia
2013,3,3/1/2013,141,10,north carolina
2013,3,3/1/2013,187,11,new jersey
2013,3,3/1/2013,105,12,virginia
2013,3,3/1/2013,91,13,washington
2013,3,3/1/2013,140,14,massachusetts
2013,3,3/1/2013,133,15,indiana
2013,3,3/1/2013,90,16,arizona
2013,3,3/1/2013,132,17,tennessee
2013,3,3/1/2013,113,18,missouri
2013,3,3/1/2013,146,19,maryland
2013,3,3/1/2013,160,20,wisconsin
2013,3,3/1/2013,143,21,minnesota
2013,3,3/1/2013,82.5,22,colorado
2013,3,3/1/2013,146,23,alabama
2013,3,3/1/2013,150,24,south carolina
2013,3,3/1/2013,135.5,25,louisiana
2013,3,3/1/2013,120,26,kentucky
2013,3,3/1/2013,108,27,oregon
2013,3,3/1/2013,119,28,oklahoma
2013,3,3/1/2013,166,29,connecticut
2013,3,3/1/2013,142,30,iowa
2013,3,3/1/2013,129,31,mississippi
2013,3,3/1/2013,140.5,32,arkansas
2013,3,3/1/2013,115,33,kansas
2013,3,3/1/2013,119,34,utah
2013,3,3/1/2013,97,35,nevada
2013,3,3/1/2013,133,36,new mexico
2013,3,3/1/2013,159,37,west virginia
2013,3,3/1/2013,128,38,nebraska
2013,3,3/1/2013,112,39,idaho
2013,3,3/1/2013,110,40,hawaii
2013,3,3/1/2013,167,41,maine
2013,3,3/1/2013,159,42,new hampshire
2013,3,3/1/2013,155.5,43,rhode island
2013,3,3/1/2013,119,44,montana
2013,3,3/1/2013,130,45,delaware
2013,3,3/1/2013,114,46,south dakota
2013,3,3/1/2013,116,47,alaska
2013,3,3/1/2013,151.5,48,north dakota
2013,3,3/1/2013,206,49,vermont
2013,3,3/1/2013,84,50,district of columbia
2013,3,3/1/2013,131,51,wyoming
2013,4,4/1/2013,63,1,california
2013,4,4/1/2013,79,2,texas
2013,4,4/1/2013,205,3,new york
2013,4,4/1/2013,111,4,florida
2013,4,4/1/2013,126,5,illinois
2013,4,4/1/2013,140,6,pennsylvania
2013,4,4/1/2013,115,7,ohio
2013,4,4/1/2013,106,8,michigan
2013,4,4/1/2013,94,9,georgia
2013,4,4/1/2013,123,10,north carolina
2013,4,4/1/2013,185,11,new jersey
2013,4,4/1/2013,81,12,virginia
2013,4,4/1/2013,75,13,washington
2013,4,4/1/2013,101,14,massachusetts
2013,4,4/1/2013,115,15,indiana
2013,4,4/1/2013,83,16,arizona
2013,4,4/1/2013,117,17,tennessee
2013,4,4/1/2013,104,18,missouri
2013,4,4/1/2013,129,19,maryland
2013,4,4/1/2013,149,20,wisconsin
2013,4,4/1/2013,126,21,minnesota
2013,4,4/1/2013,69,22,colorado
2013,4,4/1/2013,134,23,alabama
2013,4,4/1/2013,137,24,south carolina
2013,4,4/1/2013,126.5,25,louisiana
2013,4,4/1/2013,107,26,kentucky
2013,4,4/1/2013,84,27,oregon
2013,4,4/1/2013,104,28,oklahoma
2013,4,4/1/2013,152.5,29,connecticut
2013,4,4/1/2013,136,30,iowa
2013,4,4/1/2013,135,31,mississippi
2013,4,4/1/2013,130,32,arkansas
2013,4,4/1/2013,108,33,kansas
2013,4,4/1/2013,89,34,utah
2013,4,4/1/2013,79,35,nevada
2013,4,4/1/2013,122,36,new mexico
2013,4,4/1/2013,165.5,37,west virginia
2013,4,4/1/2013,97,38,nebraska
2013,4,4/1/2013,89,39,idaho
2013,4,4/1/2013,91.5,40,hawaii
2013,4,4/1/2013,132,41,maine
2013,4,4/1/2013,137,42,new hampshire
2013,4,4/1/2013,160,43,rhode island
2013,4,4/1/2013,90.5,44,montana
2013,4,4/1/2013,123,45,delaware
2013,4,4/1/2013,88,46,south dakota
2013,4,4/1/2013,87,47,alaska
2013,4,4/1/2013,88,48,north dakota
2013,4,4/1/2013,206.5,49,vermont
2013,4,4/1/2013,65,50,district of columbia
2013,4,4/1/2013,97,51,wyoming
2013,5,5/1/2013,62,1,california
2013,5,5/1/2013,75,2,texas
2013,5,5/1/2013,186,3,new york
2013,5,5/1/2013,109,4,florida
2013,5,5/1/2013,109,5,illinois
2013,5,5/1/2013,112,6,pennsylvania
2013,5,5/1/2013,101,7,ohio
2013,5,5/1/2013,99,8,michigan
2013,5,5/1/2013,89,9,georgia
2013,5,5/1/2013,102,10,north carolina
2013,5,5/1/2013,141,11,new jersey
2013,5,5/1/2013,75,12,virginia
2013,5,5/1/2013,70,13,washington
2013,5,5/1/2013,88,14,massachusetts
2013,5,5/1/2013,101,15,indiana
2013,5,5/1/2013,78,16,arizona
2013,5,5/1/2013,104,17,tennessee
2013,5,5/1/2013,93,18,missouri
2013,5,5/1/2013,105,19,maryland
2013,5,5/1/2013,115,20,wisconsin
2013,5,5/1/2013,104,21,minnesota
2013,5,5/1/2013,67,22,colorado
2013,5,5/1/2013,120,23,alabama
2013,5,5/1/2013,119,24,south carolina
2013,5,5/1/2013,110,25,louisiana
2013,5,5/1/2013,104,26,kentucky
2013,5,5/1/2013,75,27,oregon
2013,5,5/1/2013,95,28,oklahoma
2013,5,5/1/2013,118,29,connecticut
2013,5,5/1/2013,107,30,iowa
2013,5,5/1/2013,122,31,mississippi
2013,5,5/1/2013,109,32,arkansas
2013,5,5/1/2013,94,33,kansas
2013,5,5/1/2013,86,34,utah
2013,5,5/1/2013,74,35,nevada
2013,5,5/1/2013,101,36,new mexico
2013,5,5/1/2013,108.5,37,west virginia
2013,5,5/1/2013,90,38,nebraska
2013,5,5/1/2013,75,39,idaho
2013,5,5/1/2013,86,40,hawaii
2013,5,5/1/2013,125,41,maine
2013,5,5/1/2013,99,42,new hampshire
2013,5,5/1/2013,117,43,rhode island
2013,5,5/1/2013,85,44,montana
2013,5,5/1/2013,110,45,delaware
2013,5,5/1/2013,84.5,46,south dakota
2013,5,5/1/2013,75,47,alaska
2013,5,5/1/2013,78.5,48,north dakota
2013,5,5/1/2013,160,49,vermont
2013,5,5/1/2013,57,50,district of columbia
2013,5,5/1/2013,85,51,wyoming
2013,6,6/1/2013,61,1,california
2013,6,6/1/2013,74,2,texas
2013,6,6/1/2013,144,3,new york
2013,6,6/1/2013,110,4,florida
2013,6,6/1/2013,103,5,illinois
2013,6,6/1/2013,101,6,pennsylvania
2013,6,6/1/2013,97,7,ohio
2013,6,6/1/2013,93,8,michigan
2013,6,6/1/2013,89,9,georgia
2013,6,6/1/2013,98,10,north carolina
2013,6,6/1/2013,128,11,new jersey
2013,6,6/1/2013,73,12,virginia
2013,6,6/1/2013,69,13,washington
2013,6,6/1/2013,84,14,massachusetts
2013,6,6/1/2013,92,15,indiana
2013,6,6/1/2013,74,16,arizona
2013,6,6/1/2013,99,17,tennessee
2013,6,6/1/2013,90,18,missouri
2013,6,6/1/2013,99,19,maryland
2013,6,6/1/2013,105,20,wisconsin
2013,6,6/1/2013,98,21,minnesota
2013,6,6/1/2013,63,22,colorado
2013,6,6/1/2013,121,23,alabama
2013,6,6/1/2013,116,24,south carolina
2013,6,6/1/2013,107,25,louisiana
2013,6,6/1/2013,98,26,kentucky
2013,6,6/1/2013,73,27,oregon
2013,6,6/1/2013,91,28,oklahoma
2013,6,6/1/2013,106,29,connecticut
2013,6,6/1/2013,95,30,iowa
2013,6,6/1/2013,101,31,mississippi
2013,6,6/1/2013,107,32,arkansas
2013,6,6/1/2013,84,33,kansas
2013,6,6/1/2013,85,34,utah
2013,6,6/1/2013,71,35,nevada
2013,6,6/1/2013,99,36,new mexico
2013,6,6/1/2013,98,37,west virginia
2013,6,6/1/2013,85,38,nebraska
2013,6,6/1/2013,76,39,idaho
2013,6,6/1/2013,83,40,hawaii
2013,6,6/1/2013,117,41,maine
2013,6,6/1/2013,94,42,new hampshire
2013,6,6/1/2013,108,43,rhode island
2013,6,6/1/2013,83,44,montana
2013,6,6/1/2013,97,45,delaware
2013,6,6/1/2013,81,46,south dakota
2013,6,6/1/2013,75,47,alaska
2013,6,6/1/2013,77,48,north dakota
2013,6,6/1/2013,124,49,vermont
2013,6,6/1/2013,59,50,district of columbia
2013,6,6/1/2013,76,51,wyoming
2013,7,7/1/2013,61,1,california
2013,7,7/1/2013,73,2,texas
2013,7,7/1/2013,136,3,new york
2013,7,7/1/2013,109,4,florida
2013,7,7/1/2013,107,5,illinois
2013,7,7/1/2013,104,6,pennsylvania
2013,7,7/1/2013,94,7,ohio
2013,7,7/1/2013,91,8,michigan
2013,7,7/1/2013,91,9,georgia
2013,7,7/1/2013,102,10,north carolina
2013,7,7/1/2013,127,11,new jersey
2013,7,7/1/2013,79,12,virginia
2013,7,7/1/2013,69,13,washington
2013,7,7/1/2013,85,14,massachusetts
2013,7,7/1/2013,94,15,indiana
2013,7,7/1/2013,74,16,arizona
2013,7,7/1/2013,102,17,tennessee
2013,7,7/1/2013,88,18,missouri
