date,zri,RegionID,RegionName,SizeRank
2011-06,1416,21,illinois,5
2011-06,1205,47,pennsylvania,6
2011-06,968,44,ohio,7
2011-06,1057,30,michigan,8
2011-06,1099,16,georgia,9
2011-06,1009,36,north carolina,10
2011-06,1844,40,new jersey,11
2011-06,1338,56,virginia,12
2011-06,1393,59,washington,13
2011-06,1714,26,massachusetts,14
2011-06,1006,22,indiana,15
2011-06,1154,8,arizona,16
2011-06,948,53,tennessee,17
2011-06,949,32,missouri,18
2011-06,1674,27,maryland,19
2011-06,984,60,wisconsin,20
2011-06,1271,31,minnesota,21
2011-06,1390,10,colorado,22
2011-06,942,4,alabama,23
2011-06,1008,51,south carolina,24
2011-06,1185,25,louisiana,25
2011-06,954,24,kentucky,26
2011-06,1194,46,oregon,27
2011-06,880,45,oklahoma,28
2011-06,1711,11,connecticut,29
2011-06,994,19,iowa,30
2011-06,925,34,mississippi,31
2011-06,833,6,arkansas,32
2011-06,910,23,kansas,33
2011-06,1198,55,utah,34
2011-06,1161,41,new mexico,35
2011-06,911,61,west virginia,36
2011-06,1105,38,nebraska,37
2011-06,906,20,idaho,38
2011-06,2112,18,hawaii,39
2011-06,967,28,maine,40
2011-06,1487,39,new hampshire,41
2011-06,1108,35,montana,42
2011-06,1327,13,delaware,43
2011-06,1011,52,south dakota,44
2011-06,1699,3,alaska,45
2011-06,,37,north dakota,46
2011-06,2405,12,district of columbia,47
2011-06,,62,wyoming,48
2011-07,1957,9,california,1
2011-07,1224,54,texas,2
2011-07,1709,43,new york,3
2011-07,1272,14,florida,4
2011-07,1411,21,illinois,5
2011-07,1208,47,pennsylvania,6
2011-07,979,44,ohio,7
2011-07,1070,30,michigan,8
2011-07,1099,16,georgia,9
2011-07,1021,36,north carolina,10
2011-07,1846,40,new jersey,11
2011-07,1349,56,virginia,12
2011-07,1398,59,washington,13
2011-07,1740,26,massachusetts,14
2011-07,1001,22,indiana,15
2011-07,1157,8,arizona,16
2011-07,951,53,tennessee,17
2011-07,956,32,missouri,18
2011-07,1683,27,maryland,19
2011-07,1017,60,wisconsin,20
2011-07,1282,31,minnesota,21
2011-07,1399,10,colorado,22
2011-07,945,4,alabama,23
2011-07,1023,51,south carolina,24
2011-07,1195,25,louisiana,25
2011-07,964,24,kentucky,26
2011-07,1202,46,oregon,27
2011-07,886,45,oklahoma,28
2011-07,1722,11,connecticut,29
2011-07,994,19,iowa,30
2011-07,931,34,mississippi,31
2011-07,837,6,arkansas,32
2011-07,944,23,kansas,33
2011-07,1205,55,utah,34
2011-07,1176,41,new mexico,35
2011-07,915,61,west virginia,36
2011-07,1115,38,nebraska,37
2011-07,912,20,idaho,38
2011-07,2094,18,hawaii,39
2011-07,993,28,maine,40
2011-07,1490,39,new hampshire,41
2011-07,1116,35,montana,42
2011-07,1341,13,delaware,43
2011-07,1028,52,south dakota,44
2011-07,1716,3,alaska,45
2011-07,,37,north dakota,46
2011-07,2408,12,district of columbia,47
2011-07,,62,wyoming,48
2011-08,1959,9,california,1
2011-08,1226,54,texas,2
2011-08,1713,43,new york,3
2011-08,1274,14,florida,4
2011-08,1404,21,illinois,5
2011-08,1209,47,pennsylvania,6
2011-08,989,44,ohio,7
2011-08,1078,30,michigan,8
2011-08,1098,16,georgia,9
2011-08,1028,36,north carolina,10
2011-08,1852,40,new jersey,11
2011-08,1357,56,virginia,12
2011-08,1399,59,washington,13
2011-08,1767,26,massachusetts,14
2011-08,990,22,indiana,15
2011-08,1158,8,arizona,16
2011-08,955,53,tennessee,17
2011-08,960,32,missouri,18
2011-08,1689,27,maryland,19
2011-08,1041,60,wisconsin,20
2011-08,1289,31,minnesota,21
2011-08,1403,10,colorado,22
2011-08,947,4,alabama,23
2011-08,1041,51,south carolina,24
2011-08,1201,25,louisiana,25
2011-08,973,24,kentucky,26
2011-08,1211,46,oregon,27
2011-08,886,45,oklahoma,28
2011-08,1730,11,connecticut,29
2011-08,981,19,iowa,30
2011-08,934,34,mississippi,31
2011-08,837,6,arkansas,32
2011-08,972,23,kansas,33
2011-08,1216,55,utah,34
2011-08,1183,41,new mexico,35
2011-08,923,61,west virginia,36
2011-08,1126,38,nebraska,37
2011-08,913,20,idaho,38
2011-08,2078,18,hawaii,39
2011-08,1024,28,maine,40
2011-08,1493,39,new hampshire,41
2011-08,1122,35,montana,42
2011-08,1355,13,delaware,43
2011-08,1044,52,south dakota,44
2011-08,1734,3,alaska,45
2011-08,,37,north dakota,46
2011-08,2431,12,district of columbia,47
2011-08,,62,wyoming,48
2011-09,1961,9,california,1
2011-09,1227,54,texas,2
2011-09,1714,43,new york,3
2011-09,1275,14,florida,4
2011-09,1398,21,illinois,5
2011-09,1206,47,pennsylvania,6
2011-09,993,44,ohio,7
2011-09,1080,30,michigan,8
2011-09,1096,16,georgia,9
2011-09,1031,36,north carolina,10
2011-09,1853,40,new jersey,11
2011-09,1362,56,virginia,12
2011-09,1396,59,washington,13
2011-09,1789,26,massachusetts,14
2011-09,978,22,indiana,15
2011-09,1154,8,arizona,16
2011-09,960,53,tennessee,17
2011-09,962,32,missouri,18
2011-09,1694,27,maryland,19
2011-09,1049,60,wisconsin,20
2011-09,1287,31,minnesota,21
2011-09,1402,10,colorado,22
2011-09,944,4,alabama,23
2011-09,1055,51,south carolina,24
2011-09,1207,25,louisiana,25
2011-09,978,24,kentucky,26
2011-09,1219,46,oregon,27
2011-09,882,45,oklahoma,28
2011-09,1732,11,connecticut,29
2011-09,966,19,iowa,30
2011-09,932,34,mississippi,31
2011-09,839,6,arkansas,32
2011-09,985,23,kansas,33
2011-09,1226,55,utah,34
2011-09,1184,41,new mexico,35
2011-09,934,61,west virginia,36
2011-09,1135,38,nebraska,37
2011-09,910,20,idaho,38
2011-09,2065,18,hawaii,39
2011-09,1002,28,maine,40
2011-09,1498,39,new hampshire,41
2011-09,1129,35,montana,42
2011-09,1352,13,delaware,43
2011-09,1048,52,south dakota,44
2011-09,1745,3,alaska,45
2011-09,1130,37,north dakota,46
2011-09,2471,12,district of columbia,47
2011-09,,62,wyoming,48
2011-10,1962,9,california,1
2011-10,1223,54,texas,2
2011-10,1712,43,new york,3
2011-10,1274,14,florida,4
2011-10,1399,21,illinois,5
2011-10,1200,47,pennsylvania,6
2011-10,990,44,ohio,7
2011-10,1047,30,michigan,8
2011-10,1094,16,georgia,9
2011-10,1029,36,north carolina,10
2011-10,1851,40,new jersey,11
2011-10,1361,56,virginia,12
2011-10,1389,59,washington,13
2011-10,1799,26,massachusetts,14
2011-10,965,22,indiana,15
2011-10,1150,8,arizona,16
2011-10,964,53,tennessee,17
2011-10,960,32,missouri,18
2011-10,1695,27,maryland,19
2011-10,1040,60,wisconsin,20
2011-10,1280,31,minnesota,21
2011-10,1397,10,colorado,22
2011-10,940,4,alabama,23
2011-10,1056,51,south carolina,24
2011-10,1207,25,louisiana,25
2011-10,979,24,kentucky,26
2011-10,1223,46,oregon,27
2011-10,871,45,oklahoma,28
2011-10,1727,11,connecticut,29
2011-10,949,19,iowa,30
2011-10,932,34,mississippi,31
2011-10,840,6,arkansas,32
2011-10,990,23,kansas,33
2011-10,1228,55,utah,34
2011-10,1180,41,new mexico,35
2011-10,929,61,west virginia,36
2011-10,1135,38,nebraska,37
2011-10,909,20,idaho,38
2011-10,2060,18,hawaii,39
2011-10,997,28,maine,40
2011-10,1500,39,new hampshire,41
2011-10,1133,35,montana,42
2011-10,1338,13,delaware,43
2011-10,1049,52,south dakota,44
2011-10,1731,3,alaska,45
2011-10,1018,37,north dakota,46
2011-10,2487,12,district of columbia,47
2011-10,849,62,wyoming,48
2011-11,1959,9,california,1
2011-11,1219,54,texas,2
2011-11,1701,43,new york,3
2011-11,1272,14,florida,4
2011-11,1394,21,illinois,5
2011-11,1192,47,pennsylvania,6
2011-11,989,44,ohio,7
2011-11,992,30,michigan,8
2011-11,1092,16,georgia,9
2011-11,1026,36,north carolina,10
2011-11,1846,40,new jersey,11
2011-11,1359,56,virginia,12
2011-11,1384,59,washington,13
2011-11,1801,26,massachusetts,14
2011-11,953,22,indiana,15
2011-11,1143,8,arizona,16
2011-11,963,53,tennessee,17
2011-11,958,32,missouri,18
2011-11,1692,27,maryland,19
2011-11,1029,60,wisconsin,20
2011-11,1270,31,minnesota,21
2011-11,1391,10,colorado,22
2011-11,934,4,alabama,23
2011-11,1043,51,south carolina,24
2011-11,1207,25,louisiana,25
2011-11,977,24,kentucky,26
2011-11,1225,46,oregon,27
2011-11,865,45,oklahoma,28
2011-11,1721,11,connecticut,29
2011-11,940,19,iowa,30
2011-11,930,34,mississippi,31
2011-11,841,6,arkansas,32
2011-11,988,23,kansas,33
2011-11,1225,55,utah,34
2011-11,1171,41,new mexico,35
2011-11,915,61,west virginia,36
2011-11,1122,38,nebraska,37
2011-11,909,20,idaho,38
2011-11,2059,18,hawaii,39
2011-11,980,28,maine,40
2011-11,1500,39,new hampshire,41
2011-11,1126,35,montana,42
2011-11,1316,13,delaware,43
2011-11,1054,52,south dakota,44
2011-11,1712,3,alaska,45
2011-11,949,37,north dakota,46
2011-11,2490,12,district of columbia,47
2011-11,884,62,wyoming,48
2011-12,1954,9,california,1
2011-12,1214,54,texas,2
2011-12,1697,43,new york,3
2011-12,1270,14,florida,4
2011-12,1382,21,illinois,5
2011-12,1180,47,pennsylvania,6
2011-12,987,44,ohio,7
2011-12,931,30,michigan,8
2011-12,1089,16,georgia,9
2011-12,1022,36,north carolina,10
2011-12,1843,40,new jersey,11
2011-12,1359,56,virginia,12
2011-12,1379,59,washington,13
2011-12,1794,26,massachusetts,14
2011-12,941,22,indiana,15
2011-12,1138,8,arizona,16
2011-12,960,53,tennessee,17
2011-12,957,32,missouri,18
2011-12,1687,27,maryland,19
2011-12,1020,60,wisconsin,20
2011-12,1262,31,minnesota,21
2011-12,1384,10,colorado,22
2011-12,931,4,alabama,23
2011-12,1024,51,south carolina,24
2011-12,1206,25,louisiana,25
2011-12,974,24,kentucky,26
2011-12,1223,46,oregon,27
2011-12,862,45,oklahoma,28
2011-12,1714,11,connecticut,29
2011-12,932,19,iowa,30
2011-12,931,34,mississippi,31
2011-12,839,6,arkansas,32
2011-12,987,23,kansas,33
2011-12,1221,55,utah,34
2011-12,1164,41,new mexico,35
2011-12,899,61,west virginia,36
2011-12,1103,38,nebraska,37
2011-12,909,20,idaho,38
2011-12,2062,18,hawaii,39
2011-12,947,28,maine,40
2011-12,1498,39,new hampshire,41
2011-12,1099,35,montana,42
2011-12,1307,13,delaware,43
2011-12,1046,52,south dakota,44
2011-12,1695,3,alaska,45
2011-12,916,37,north dakota,46
2011-12,2494,12,district of columbia,47
2011-12,904,62,wyoming,48
2012-01,1944,9,california,1
2012-01,1211,54,texas,2
2012-01,1692,43,new york,3
2012-01,1268,14,florida,4
2012-01,1365,21,illinois,5
2012-01,1171,47,pennsylvania,6
2012-01,987,44,ohio,7
2012-01,897,30,michigan,8
2012-01,1085,16,georgia,9
2012-01,1020,36,north carolina,10
2012-01,1843,40,new jersey,11
2012-01,1358,56,virginia,12
2012-01,1376,59,washington,13
2012-01,1788,26,massachusetts,14
2012-01,932,22,indiana,15
2012-01,1135,8,arizona,16
2012-01,956,53,tennessee,17
2012-01,955,32,missouri,18
2012-01,1680,27,maryland,19
2012-01,1022,60,wisconsin,20
2012-01,1258,31,minnesota,21
2012-01,1380,10,colorado,22
2012-01,934,4,alabama,23
2012-01,1016,51,south carolina,24
2012-01,1207,25,louisiana,25
2012-01,967,24,kentucky,26
2012-01,1221,46,oregon,27
2012-01,864,45,oklahoma,28
2012-01,1708,11,connecticut,29
2012-01,934,19,iowa,30
2012-01,937,34,mississippi,31
2012-01,838,6,arkansas,32
2012-01,984,23,kansas,33
2012-01,1218,55,utah,34
2012-01,1156,41,new mexico,35
2012-01,891,61,west virginia,36
2012-01,1085,38,nebraska,37
2012-01,905,20,idaho,38
2012-01,2067,18,hawaii,39
2012-01,919,28,maine,40
2012-01,1494,39,new hampshire,41
2012-01,1058,35,montana,42
2012-01,1305,13,delaware,43
2012-01,1036,52,south dakota,44
2012-01,1696,3,alaska,45
2012-01,950,37,north dakota,46
2012-01,2484,12,district of columbia,47
2012-01,914,62,wyoming,48
2012-02,1937,9,california,1
2012-02,1209,54,texas,2
2012-02,1693,43,new york,3
2012-02,1267,14,florida,4
2012-02,1354,21,illinois,5
2012-02,1168,47,pennsylvania,6
2012-02,987,44,ohio,7
2012-02,883,30,michigan,8
2012-02,1081,16,georgia,9
2012-02,1020,36,north carolina,10
2012-02,1844,40,new jersey,11
2012-02,1357,56,virginia,12
2012-02,1371,59,washington,13
2012-02,1783,26,massachusetts,14
2012-02,929,22,indiana,15
2012-02,1135,8,arizona,16
2012-02,952,53,tennessee,17
2012-02,953,32,missouri,18
2012-02,1677,27,maryland,19
2012-02,1025,60,wisconsin,20
2012-02,1257,31,minnesota,21
2012-02,1379,10,colorado,22
2012-02,940,4,alabama,23
2012-02,1012,51,south carolina,24
2012-02,1207,25,louisiana,25
2012-02,960,24,kentucky,26
2012-02,1217,46,oregon,27
2012-02,865,45,oklahoma,28
2012-02,1700,11,connecticut,29
2012-02,938,19,iowa,30
2012-02,945,34,mississippi,31
2012-02,840,6,arkansas,32
2012-02,984,23,kansas,33
2012-02,1217,55,utah,34
2012-02,1150,41,new mexico,35
2012-02,902,61,west virginia,36
2012-02,1076,38,nebraska,37
2012-02,901,20,idaho,38
2012-02,2068,18,hawaii,39
2012-02,920,28,maine,40
2012-02,1491,39,new hampshire,41
2012-02,1025,35,montana,42
2012-02,1307,13,delaware,43
2012-02,1012,52,south dakota,44
2012-02,1705,3,alaska,45
2012-02,1011,37,north dakota,46
2012-02,2473,12,district of columbia,47
2012-02,914,62,wyoming,48
2012-03,1930,9,california,1
2012-03,1209,54,texas,2
2012-03,1692,43,new york,3
2012-03,1267,14,florida,4
2012-03,1349,21,illinois,5
2012-03,1173,47,pennsylvania,6
2012-03,990,44,ohio,7
2012-03,879,30,michigan,8
2012-03,1079,16,georgia,9
2012-03,1022,36,north carolina,10
2012-03,1847,40,new jersey,11
2012-03,1354,56,virginia,12
2012-03,1368,59,washington,13
2012-03,1782,26,massachusetts,14
2012-03,931,22,indiana,15
2012-03,1137,8,arizona,16
2012-03,952,53,tennessee,17
2012-03,951,32,missouri,18
2012-03,1676,27,maryland,19
2012-03,1031,60,wisconsin,20
2012-03,1258,31,minnesota,21
2012-03,1382,10,colorado,22
2012-03,951,4,alabama,23
2012-03,1012,51,south carolina,24
2012-03,1204,25,louisiana,25
2012-03,950,24,kentucky,26
2012-03,1215,46,oregon,27
2012-03,869,45,oklahoma,28
2012-03,1691,11,connecticut,29
2012-03,947,19,iowa,30
2012-03,953,34,mississippi,31
2012-03,843,6,arkansas,32
2012-03,982,23,kansas,33
2012-03,1216,55,utah,34
2012-03,1139,41,new mexico,35
2012-03,915,61,west virginia,36
2012-03,1076,38,nebraska,37
2012-03,899,20,idaho,38
2012-03,2072,18,hawaii,39
2012-03,921,28,maine,40
2012-03,1485,39,new hampshire,41
2012-03,1002,35,montana,42
2012-03,1302,13,delaware,43
2012-03,987,52,south dakota,44
2012-03,1722,3,alaska,45
2012-03,1057,37,north dakota,46
2012-03,2447,12,district of columbia,47
2012-03,953,62,wyoming,48
2012-04,1929,9,california,1
2012-04,1210,54,texas,2
2012-04,1700,43,new york,3
2012-04,1270,14,florida,4
2012-04,1346,21,illinois,5
2012-04,1181,47,pennsylvania,6
2012-04,989,44,ohio,7
2012-04,882,30,michigan,8
2012-04,1076,16,georgia,9
2012-04,1028,36,north carolina,10
2012-04,1852,40,new jersey,11
2012-04,1353,56,virginia,12
2012-04,1368,59,washington,13
2012-04,1784,26,massachusetts,14
2012-04,934,22,indiana,15
2012-04,1140,8,arizona,16
2012-04,953,53,tennessee,17
2012-04,952,32,missouri,18
2012-04,1677,27,maryland,19
2012-04,1038,60,wisconsin,20
2012-04,1259,31,minnesota,21
2012-04,1385,10,colorado,22
2012-04,954,4,alabama,23
2012-04,1008,51,south carolina,24
2012-04,1198,25,louisiana,25
2012-04,941,24,kentucky,26
2012-04,1215,46,oregon,27
2012-04,868,45,oklahoma,28
2012-04,1685,11,connecticut,29
2012-04,955,19,iowa,30
2012-04,952,34,mississippi,31
2012-04,845,6,arkansas,32
2012-04,986,23,kansas,33
2012-04,1214,55,utah,34
2012-04,1129,41,new mexico,35
2012-04,937,61,west virginia,36
2012-04,1083,38,nebraska,37
2012-04,900,20,idaho,38
2012-04,2082,18,hawaii,39
2012-04,930,28,maine,40
2012-04,1482,39,new hampshire,41
2012-04,988,35,montana,42
2012-04,1294,13,delaware,43
2012-04,976,52,south dakota,44
2012-04,1739,3,alaska,45
2012-04,1056,37,north dakota,46
2012-04,2435,12,district of columbia,47
2012-04,1007,62,wyoming,48
2012-05,1932,9,california,1
2012-05,1214,54,texas,2
2012-05,1722,43,new york,3
2012-05,1275,14,florida,4
2012-05,1353,21,illinois,5
2012-05,1189,47,pennsylvania,6
2012-05,982,44,ohio,7
2012-05,891,30,michigan,8
2012-05,1075,16,georgia,9
2012-05,1032,36,north carolina,10
2012-05,1863,40,new jersey,11
2012-05,1357,56,virginia,12
2012-05,1376,59,washington,13
2012-05,1794,26,massachusetts,14
2012-05,936,22,indiana,15
2012-05,1146,8,arizona,16
2012-05,959,53,tennessee,17
2012-05,955,32,missouri,18
2012-05,1681,27,maryland,19
2012-05,1053,60,wisconsin,20
2012-05,1260,31,minnesota,21
2012-05,1391,10,colorado,22
2012-05,950,4,alabama,23
2012-05,1012,51,south carolina,24
2012-05,1192,25,louisiana,25
2012-05,937,24,kentucky,26
2012-05,1221,46,oregon,27
2012-05,870,45,oklahoma,28
2012-05,1688,11,connecticut,29
2012-05,964,19,iowa,30
2012-05,952,34,mississippi,31
2012-05,847,6,arkansas,32
2012-05,996,23,kansas,33
2012-05,1214,55,utah,34
2012-05,1118,41,new mexico,35
2012-05,947,61,west virginia,36
2012-05,1090,38,nebraska,37
2012-05,905,20,idaho,38
2012-05,2103,18,hawaii,39
2012-05,945,28,maine,40
2012-05,1481,39,new hampshire,41
2012-05,982,35,montana,42
2012-05,1284,13,delaware,43
2012-05,972,52,south dakota,44
2012-05,1746,3,alaska,45
2012-05,1054,37,north dakota,46
2012-05,2428,12,district of columbia,47
2012-05,1082,62,wyoming,48
2012-06,1939,9,california,1
2012-06,1220,54,texas,2
2012-06,1738,43,new york,3
2012-06,1281,14,florida,4
2012-06,1362,21,illinois,5
2012-06,1198,47,pennsylvania,6
2012-06,973,44,ohio,7
2012-06,903,30,michigan,8
2012-06,1076,16,georgia,9
2012-06,1038,36,north carolina,10
2012-06,1877,40,new jersey,11
2012-06,1364,56,virginia,12
2012-06,1385,59,washington,13
2012-06,1804,26,massachusetts,14
2012-06,933,22,indiana,15
2012-06,1153,8,arizona,16
2012-06,966,53,tennessee,17
2012-06,961,32,missouri,18
2012-06,1688,27,maryland,19
2012-06,1073,60,wisconsin,20
2012-06,1264,31,minnesota,21
2012-06,1400,10,colorado,22
2012-06,942,4,alabama,23
2012-06,1015,51,south carolina,24
2012-06,1190,25,louisiana,25
2012-06,940,24,kentucky,26
2012-06,1231,46,oregon,27
2012-06,866,45,oklahoma,28
2012-06,1698,11,connecticut,29
2012-06,964,19,iowa,30
2012-06,952,34,mississippi,31
2012-06,853,6,arkansas,32
2012-06,1014,23,kansas,33
2012-06,1216,55,utah,34
2012-06,1117,41,new mexico,35
2012-06,955,61,west virginia,36
2012-06,1095,38,nebraska,37
2012-06,912,20,idaho,38
2012-06,2122,18,hawaii,39
2012-06,988,28,maine,40
2012-06,1485,39,new hampshire,41
2012-06,980,35,montana,42
2012-06,1284,13,delaware,43
2012-06,991,52,south dakota,44
2012-06,1751,3,alaska,45
2012-06,1054,37,north dakota,46
2012-06,2431,12,district of columbia,47
2012-06,1125,62,wyoming,48
2012-07,1948,9,california,1
2012-07,1228,54,texas,2
2012-07,1750,43,new york,3
2012-07,1287,14,florida,4
2012-07,1371,21,illinois,5
2012-07,1204,47,pennsylvania,6
2012-07,967,44,ohio,7
2012-07,911,30,michigan,8
2012-07,1081,16,georgia,9
2012-07,1043,36,north carolina,10
2012-07,1893,40,new jersey,11
2012-07,1373,56,virginia,12
2012-07,1396,59,washington,13
2012-07,1819,26,massachusetts,14
2012-07,931,22,indiana,15
2012-07,1159,8,arizona,16
2012-07,976,53,tennessee,17
2012-07,965,32,missouri,18
2012-07,1697,27,maryland,19
2012-07,1094,60,wisconsin,20
2012-07,1271,31,minnesota,21
2012-07,1411,10,colorado,22
2012-07,938,4,alabama,23
2012-07,1024,51,south carolina,24
2012-07,1193,25,louisiana,25
2012-07,947,24,kentucky,26
2012-07,1243,46,oregon,27
2012-07,866,45,oklahoma,28
2012-07,1713,11,connecticut,29
2012-07,964,19,iowa,30
2012-07,954,34,mississippi,31
2012-07,861,6,arkansas,32
2012-07,1033,23,kansas,33
2012-07,1223,55,utah,34
2012-07,1116,41,new mexico,35
2012-07,960,61,west virginia,36
2012-07,1097,38,nebraska,37
2012-07,921,20,idaho,38
2012-07,2136,18,hawaii,39
2012-07,1030,28,maine,40
2012-07,1489,39,new hampshire,41
2012-07,987,35,montana,42
2012-07,1290,13,delaware,43
2012-07,993,52,south dakota,44
2012-07,1757,3,alaska,45
2012-07,1055,37,north dakota,46
2012-07,2430,12,district of columbia,47
2012-07,1139,62,wyoming,48
2012-08,1955,9,california,1
2012-08,1235,54,texas,2
2012-08,1752,43,new york,3
2012-08,1290,14,florida,4
2012-08,1377,21,illinois,5
2012-08,1206,47,pennsylvania,6
2012-08,969,44,ohio,7
2012-08,915,30,michigan,8
2012-08,1083,16,georgia,9
2012-08,1048,36,north carolina,10
2012-08,1903,40,new jersey,11
2012-08,1381,56,virginia,12
2012-08,1402,59,washington,13
2012-08,1831,26,massachusetts,14
2012-08,933,22,indiana,15
2012-08,1165,8,arizona,16
2012-08,984,53,tennessee,17
2012-08,966,32,missouri,18
2012-08,1702,27,maryland,19
2012-08,1116,60,wisconsin,20
2012-08,1281,31,minnesota,21
2012-08,1420,10,colorado,22
2012-08,938,4,alabama,23
2012-08,1031,51,south carolina,24
2012-08,1200,25,louisiana,25
2012-08,952,24,kentucky,26
2012-08,1255,46,oregon,27
2012-08,865,45,oklahoma,28
2012-08,1724,11,connecticut,29
2012-08,958,19,iowa,30
2012-08,949,34,mississippi,31
2012-08,872,6,arkansas,32
2012-08,1044,23,kansas,33
2012-08,1227,55,utah,34
2012-08,1123,41,new mexico,35
2012-08,973,61,west virginia,36
2012-08,1089,38,nebraska,37
2012-08,927,20,idaho,38
2012-08,2143,18,hawaii,39
2012-08,1029,28,maine,40
2012-08,1488,39,new hampshire,41
2012-08,990,35,montana,42
2012-08,1303,13,delaware,43
2012-08,996,52,south dakota,44
2012-08,1757,3,alaska,45
2012-08,1048,37,north dakota,46
2012-08,2428,12,district of columbia,47
2012-08,1155,62,wyoming,48
2012-09,1959,9,california,1
2012-09,1240,54,texas,2
2012-09,1750,43,new york,3
2012-09,1293,14,florida,4
2012-09,1388,21,illinois,5
2012-09,1205,47,pennsylvania,6
2012-09,976,44,ohio,7
2012-09,919,30,michigan,8
2012-09,1082,16,georgia,9
2012-09,1050,36,north carolina,10
2012-09,1906,40,new jersey,11
2012-09,1385,56,virginia,12
2012-09,1406,59,washington,13
2012-09,1840,26,massachusetts,14
2012-09,939,22,indiana,15
2012-09,1166,8,arizona,16
2012-09,988,53,tennessee,17
2012-09,963,32,missouri,18
2012-09,1703,27,maryland,19
2012-09,1131,60,wisconsin,20
2012-09,1288,31,minnesota,21
2012-09,1426,10,colorado,22
2012-09,936,4,alabama,23
2012-09,1038,51,south carolina,24
2012-09,1206,25,louisiana,25
2012-09,952,24,kentucky,26
2012-09,1262,46,oregon,27
2012-09,867,45,oklahoma,28
2012-09,1732,11,connecticut,29
2012-09,957,19,iowa,30
2012-09,939,34,mississippi,31
2012-09,881,6,arkansas,32
2012-09,1045,23,kansas,33
2012-09,1231,55,utah,34
2012-09,1126,41,new mexico,35
2012-09,992,61,west virginia,36
2012-09,1076,38,nebraska,37
2012-09,930,20,idaho,38
2012-09,2146,18,hawaii,39
2012-09,1053,28,maine,40
2012-09,1487,39,new hampshire,41
2012-09,996,35,montana,42
2012-09,1313,13,delaware,43
2012-09,999,52,south dakota,44
2012-09,1753,3,alaska,45
2012-09,1065,37,north dakota,46
2012-09,2425,12,district of columbia,47
2012-09,1169,62,wyoming,48
2012-10,1963,9,california,1
2012-10,1240,54,texas,2
2012-10,1742,43,new york,3
2012-10,1295,14,florida,4
2012-10,1399,21,illinois,5
2012-10,1204,47,pennsylvania,6
2012-10,982,44,ohio,7
2012-10,923,30,michigan,8
2012-10,1078,16,georgia,9
2012-10,1049,36,north carolina,10
2012-10,1898,40,new jersey,11
2012-10,1384,56,virginia,12
2012-10,1404,59,washington,13
2012-10,1832,26,massachusetts,14
2012-10,945,22,indiana,15
2012-10,1166,8,arizona,16
2012-10,988,53,tennessee,17
2012-10,957,32,missouri,18
2012-10,1699,27,maryland,19
2012-10,1141,60,wisconsin,20
2012-10,1291,31,minnesota,21
2012-10,1429,10,colorado,22
2012-10,933,4,alabama,23
2012-10,1041,51,south carolina,24
2012-10,1207,25,louisiana,25
2012-10,950,24,kentucky,26
2012-10,1263,46,oregon,27
2012-10,870,45,oklahoma,28
2012-10,1732,11,connecticut,29
2012-10,961,19,iowa,30
2012-10,923,34,mississippi,31
2012-10,887,6,arkansas,32
2012-10,1038,23,kansas,33
2012-10,1234,55,utah,34
2012-10,1131,41,new mexico,35
2012-10,996,61,west virginia,36
2012-10,1065,38,nebraska,37
2012-10,932,20,idaho,38
2012-10,2144,18,hawaii,39
2012-10,1065,28,maine,40
2012-10,1491,39,new hampshire,41
2012-10,1001,35,montana,42
2012-10,1319,13,delaware,43
2012-10,1007,52,south dakota,44
2012-10,1745,3,alaska,45
2012-10,1106,37,north dakota,46
2012-10,2424,12,district of columbia,47
2012-10,1192,62,wyoming,48
2012-11,1960,9,california,1
2012-11,1238,54,texas,2
2012-11,1732,43,new york,3
2012-11,1297,14,florida,4
2012-11,1397,21,illinois,5
2012-11,1202,47,pennsylvania,6
2012-11,985,44,ohio,7
2012-11,926,30,michigan,8
2012-11,1073,16,georgia,9
2012-11,1047,36,north carolina,10
2012-11,1888,40,new jersey,11
2012-11,1383,56,virginia,12
2012-11,1403,59,washington,13
2012-11,1809,26,massachusetts,14
2012-11,946,22,indiana,15
2012-11,1165,8,arizona,16
2012-11,983,53,tennessee,17
2012-11,952,32,missouri,18
2012-11,1694,27,maryland,19
2012-11,1141,60,wisconsin,20
2012-11,1290,31,minnesota,21
2012-11,1431,10,colorado,22
2012-11,931,4,alabama,23
2012-11,1043,51,south carolina,24
2012-11,1207,25,louisiana,25
2012-11,946,24,kentucky,26
2012-11,1260,46,oregon,27
2012-11,876,45,oklahoma,28
2012-11,1726,11,connecticut,29
2012-11,968,19,iowa,30
2012-11,907,34,mississippi,31
2012-11,887,6,arkansas,32
2012-11,1033,23,kansas,33
2012-11,1242,55,utah,34
2012-11,1128,41,new mexico,35
2012-11,989,61,west virginia,36
2012-11,1063,38,nebraska,37
2012-11,932,20,idaho,38
2012-11,2154,18,hawaii,39
2012-11,1082,28,maine,40
2012-11,1498,39,new hampshire,41
2012-11,1006,35,montana,42
2012-11,1320,13,delaware,43
2012-11,1033,52,south dakota,44
2012-11,1755,3,alaska,45
2012-11,1161,37,north dakota,46
2012-11,2427,12,district of columbia,47
2012-11,1205,62,wyoming,48
2012-12,1955,9,california,1
2012-12,1233,54,texas,2
2012-12,1731,43,new york,3
2012-12,1299,14,florida,4
2012-12,1387,21,illinois,5
2012-12,1199,47,pennsylvania,6
2012-12,983,44,ohio,7
