date,RegionName,med_rental_price,SizeRank
2010-10,Nevada,1275,34
2010-10,New Mexico,,35
2010-10,West Virginia,,36
2010-10,Nebraska,,37
2010-10,Idaho,,38
2010-10,Hawaii,2500,39
2010-10,Maine,,40
2010-10,New Hampshire,1600,41
2010-10,Rhode Island,,42
2010-10,Montana,,43
2010-10,Delaware,1350,44
2010-10,South Dakota,,45
2010-10,Alaska,,46
2010-10,North Dakota,,47
2010-10,District of Columbia,2150,48
2010-10,Wyoming,,49
2010-11,California,,1
2010-11,Texas,,2
2010-11,Florida,,3
2010-11,Illinois,1600,4
2010-11,Pennsylvania,1375,5
2010-11,Ohio,,6
2010-11,Michigan,1150,7
2010-11,Georgia,1199,8
2010-11,North Carolina,1100,9
2010-11,New Jersey,1650,10
2010-11,Virginia,1350,11
2010-11,Washington,1500,12
2010-11,Massachusetts,1575,13
2010-11,Indiana,,14
2010-11,Arizona,1275,15
2010-11,Tennessee,1200,16
2010-11,Missouri,1037.5,17
2010-11,Maryland,1697,18
2010-11,Wisconsin,,19
2010-11,Minnesota,1397,20
2010-11,Colorado,1250,21
2010-11,Alabama,995,22
2010-11,South Carolina,1150,23
2010-11,Louisiana,1150,24
2010-11,Kentucky,1050,25
2010-11,Oregon,,26
2010-11,Oklahoma,1075,27
2010-11,Connecticut,1800,28
2010-11,Iowa,,29
2010-11,Mississippi,850,30
2010-11,Arkansas,875,31
2010-11,Kansas,,32
2010-11,Utah,,33
2010-11,Nevada,1250,34
2010-11,New Mexico,,35
2010-11,West Virginia,,36
2010-11,Nebraska,,37
2010-11,Idaho,,38
2010-11,Hawaii,2250,39
2010-11,Maine,,40
2010-11,New Hampshire,1525,41
2010-11,Rhode Island,,42
2010-11,Montana,,43
2010-11,Delaware,1500,44
2010-11,South Dakota,,45
2010-11,Alaska,,46
2010-11,North Dakota,,47
2010-11,District of Columbia,2160,48
2010-11,Wyoming,,49
2010-12,California,,1
2010-12,Texas,,2
2010-12,Florida,,3
2010-12,Illinois,1650,4
2010-12,Pennsylvania,1395,5
2010-12,Ohio,,6
2010-12,Michigan,1150,7
2010-12,Georgia,1200,8
2010-12,North Carolina,1150,9
2010-12,New Jersey,1700,10
2010-12,Virginia,1399,11
2010-12,Washington,1495,12
2010-12,Massachusetts,1695,13
2010-12,Indiana,,14
2010-12,Arizona,1250,15
2010-12,Tennessee,1195,16
2010-12,Missouri,1025,17
2010-12,Maryland,1700,18
2010-12,Wisconsin,,19
2010-12,Minnesota,1455,20
2010-12,Colorado,1300,21
2010-12,Alabama,955,22
2010-12,South Carolina,1100,23
2010-12,Louisiana,1200,24
2010-12,Kentucky,1095,25
2010-12,Oregon,,26
2010-12,Oklahoma,1000,27
2010-12,Connecticut,1812.5,28
2010-12,Iowa,,29
2010-12,Mississippi,850,30
2010-12,Arkansas,850,31
2010-12,Kansas,,32
2010-12,Utah,,33
2010-12,Nevada,1200,34
2010-12,New Mexico,,35
2010-12,West Virginia,,36
2010-12,Nebraska,,37
2010-12,Idaho,,38
2010-12,Hawaii,2100,39
2010-12,Maine,,40
2010-12,New Hampshire,1597.5,41
2010-12,Rhode Island,,42
2010-12,Montana,,43
2010-12,Delaware,1350,44
2010-12,South Dakota,,45
2010-12,Alaska,,46
2010-12,North Dakota,,47
2010-12,District of Columbia,2197.5,48
2010-12,Wyoming,,49
2011-01,California,,1
2011-01,Texas,,2
2011-01,Florida,,3
2011-01,Illinois,1595,4
2011-01,Pennsylvania,1295,5
2011-01,Ohio,,6
2011-01,Michigan,1000,7
2011-01,Georgia,1149,8
2011-01,North Carolina,1050,9
2011-01,New Jersey,1680,10
2011-01,Virginia,1350,11
2011-01,Washington,1400,12
2011-01,Massachusetts,1800,13
2011-01,Indiana,,14
2011-01,Arizona,1195,15
2011-01,Tennessee,1000,16
2011-01,Missouri,850,17
2011-01,Maryland,1650,18
2011-01,Wisconsin,,19
2011-01,Minnesota,1350,20
2011-01,Colorado,1325,21
2011-01,Alabama,982.5,22
2011-01,South Carolina,1095,23
2011-01,Louisiana,1200,24
2011-01,Kentucky,950,25
2011-01,Oregon,,26
2011-01,Oklahoma,1000,27
2011-01,Connecticut,1900,28
2011-01,Iowa,,29
2011-01,Mississippi,797.5,30
2011-01,Arkansas,837.5,31
2011-01,Kansas,850,32
2011-01,Utah,,33
2011-01,Nevada,1200,34
2011-01,New Mexico,1150,35
2011-01,West Virginia,,36
2011-01,Nebraska,,37
2011-01,Idaho,,38
2011-01,Hawaii,2200,39
2011-01,Maine,,40
2011-01,New Hampshire,1500,41
2011-01,Rhode Island,,42
2011-01,Montana,,43
2011-01,Delaware,1225,44
2011-01,South Dakota,,45
2011-01,Alaska,,46
2011-01,North Dakota,,47
2011-01,District of Columbia,2400,48
2011-01,Wyoming,,49
2011-02,California,2150,1
2011-02,Texas,,2
2011-02,Florida,1400,3
2011-02,Illinois,1550,4
2011-02,Pennsylvania,1250,5
2011-02,Ohio,897,6
2011-02,Michigan,995,7
2011-02,Georgia,1100,8
2011-02,North Carolina,1000,9
2011-02,New Jersey,1700,10
2011-02,Virginia,1350,11
2011-02,Washington,1400,12
2011-02,Massachusetts,1800,13
2011-02,Indiana,875,14
2011-02,Arizona,1174,15
2011-02,Tennessee,995,16
2011-02,Missouri,895,17
2011-02,Maryland,1600,18
2011-02,Wisconsin,,19
2011-02,Minnesota,1350,20
2011-02,Colorado,1295,21
2011-02,Alabama,975,22
2011-02,South Carolina,1097.5,23
2011-02,Louisiana,1200,24
2011-02,Kentucky,900,25
2011-02,Oregon,,26
2011-02,Oklahoma,962.5,27
2011-02,Connecticut,1900,28
2011-02,Iowa,,29
2011-02,Mississippi,850,30
2011-02,Arkansas,825,31
2011-02,Kansas,775,32
2011-02,Utah,,33
2011-02,Nevada,1200,34
2011-02,New Mexico,1100,35
2011-02,West Virginia,,36
2011-02,Nebraska,900,37
2011-02,Idaho,,38
2011-02,Hawaii,2000,39
2011-02,Maine,,40
2011-02,New Hampshire,1495,41
2011-02,Rhode Island,,42
2011-02,Montana,,43
2011-02,Delaware,1295,44
2011-02,South Dakota,,45
2011-02,Alaska,,46
2011-02,North Dakota,,47
2011-02,District of Columbia,2397.5,48
2011-02,Wyoming,,49
2011-03,California,2175,1
2011-03,Texas,,2
2011-03,Florida,1400,3
2011-03,Illinois,1500,4
2011-03,Pennsylvania,1280,5
2011-03,Ohio,900,6
2011-03,Michigan,1000,7
2011-03,Georgia,1100,8
2011-03,North Carolina,1000,9
2011-03,New Jersey,1700,10
2011-03,Virginia,1395,11
2011-03,Washington,1450,12
2011-03,Massachusetts,1750,13
2011-03,Indiana,900,14
2011-03,Arizona,1175,15
2011-03,Tennessee,1045,16
2011-03,Missouri,900,17
2011-03,Maryland,1600,18
2011-03,Wisconsin,,19
2011-03,Minnesota,1350,20
2011-03,Colorado,1300,21
2011-03,Alabama,957.5,22
2011-03,South Carolina,1100,23
2011-03,Louisiana,1200,24
2011-03,Kentucky,895,25
2011-03,Oregon,,26
2011-03,Oklahoma,922.5,27
2011-03,Connecticut,2000,28
2011-03,Iowa,,29
2011-03,Mississippi,887.5,30
2011-03,Arkansas,850,31
2011-03,Kansas,845,32
2011-03,Utah,,33
2011-03,Nevada,1200,34
2011-03,New Mexico,1190,35
2011-03,West Virginia,,36
2011-03,Nebraska,965,37
2011-03,Idaho,875,38
2011-03,Hawaii,2200,39
2011-03,Maine,,40
2011-03,New Hampshire,1500,41
2011-03,Rhode Island,,42
2011-03,Montana,,43
2011-03,Delaware,1300,44
2011-03,South Dakota,,45
2011-03,Alaska,,46
2011-03,North Dakota,,47
2011-03,District of Columbia,2400,48
2011-03,Wyoming,,49
2011-04,California,2200,1
2011-04,Texas,,2
2011-04,Florida,1400,3
2011-04,Illinois,1575,4
2011-04,Pennsylvania,1350,5
2011-04,Ohio,995,6
2011-04,Michigan,1000,7
2011-04,Georgia,1150,8
2011-04,North Carolina,1050,9
2011-04,New Jersey,1800,10
2011-04,Virginia,1450,11
2011-04,Washington,1450,12
2011-04,Massachusetts,1900,13
2011-04,Indiana,950,14
2011-04,Arizona,1195,15
2011-04,Tennessee,1100,16
2011-04,Missouri,985,17
2011-04,Maryland,1650,18
2011-04,Wisconsin,,19
2011-04,Minnesota,1395,20
2011-04,Colorado,1350,21
2011-04,Alabama,1000,22
2011-04,South Carolina,1150,23
2011-04,Louisiana,1250,24
2011-04,Kentucky,955,25
2011-04,Oregon,,26
2011-04,Oklahoma,885,27
2011-04,Connecticut,2200,28
2011-04,Iowa,,29
2011-04,Mississippi,942.5,30
2011-04,Arkansas,850,31
2011-04,Kansas,975,32
2011-04,Utah,1200,33
2011-04,Nevada,1200,34
2011-04,New Mexico,1150,35
2011-04,West Virginia,,36
2011-04,Nebraska,1000,37
2011-04,Idaho,875,38
2011-04,Hawaii,2100,39
2011-04,Maine,,40
2011-04,New Hampshire,1500,41
2011-04,Rhode Island,,42
2011-04,Montana,,43
2011-04,Delaware,1400,44
2011-04,South Dakota,,45
2011-04,Alaska,,46
2011-04,North Dakota,,47
2011-04,District of Columbia,2300,48
2011-04,Wyoming,,49
2011-05,California,2200,1
2011-05,Texas,,2
2011-05,Florida,1400,3
2011-05,Illinois,1600,4
2011-05,Pennsylvania,1350,5
2011-05,Ohio,1000,6
2011-05,Michigan,1100,7
2011-05,Georgia,1175,8
2011-05,North Carolina,1095,9
2011-05,New Jersey,1800,10
2011-05,Virginia,1500,11
2011-05,Washington,1495,12
2011-05,Massachusetts,2000,13
2011-05,Indiana,925,14
2011-05,Arizona,1195,15
2011-05,Tennessee,1150,16
2011-05,Missouri,995,17
2011-05,Maryland,1699,18
2011-05,Wisconsin,,19
2011-05,Minnesota,1395,20
2011-05,Colorado,1375,21
2011-05,Alabama,1050,22
2011-05,South Carolina,1197.5,23
2011-05,Louisiana,1250,24
2011-05,Kentucky,975,25
2011-05,Oregon,,26
2011-05,Oklahoma,937.5,27
2011-05,Connecticut,2350,28
2011-05,Iowa,,29
2011-05,Mississippi,950,30
2011-05,Arkansas,897.5,31
2011-05,Kansas,995,32
2011-05,Utah,1200,33
2011-05,Nevada,1245,34
2011-05,New Mexico,1197.5,35
2011-05,West Virginia,1200,36
2011-05,Nebraska,1095,37
2011-05,Idaho,850,38
2011-05,Hawaii,2300,39
