date,RegionName,med_rental_price,SizeRank
2012-03,Tennessee,1095,16
2012-03,Missouri,900,17
2012-03,Maryland,1650,18
2012-03,Wisconsin,,19
2012-03,Minnesota,1345,20
2012-03,Colorado,1300,21
2012-03,Alabama,1020,22
2012-03,South Carolina,1150,23
2012-03,Louisiana,1200,24
2012-03,Kentucky,950,25
2012-03,Oregon,1195,26
2012-03,Oklahoma,950,27
2012-03,Connecticut,1800,28
2012-03,Iowa,1000,29
2012-03,Mississippi,950,30
2012-03,Arkansas,875,31
2012-03,Kansas,1000,32
2012-03,Utah,1100,33
2012-03,Nevada,1195,34
2012-03,New Mexico,1100,35
2012-03,West Virginia,1075,36
2012-03,Nebraska,1085,37
2012-03,Idaho,850,38
2012-03,Hawaii,2200,39
2012-03,Maine,,40
2012-03,New Hampshire,1450,41
2012-03,Rhode Island,1800,42
2012-03,Montana,862.5,43
2012-03,Delaware,1200,44
2012-03,South Dakota,,45
2012-03,Alaska,1590,46
2012-03,North Dakota,,47
2012-03,District of Columbia,2500,48
2012-03,Wyoming,,49
2012-04,California,1850,1
2012-04,Texas,,2
2012-04,Florida,1450,3
2012-04,Illinois,1495,4
2012-04,Pennsylvania,1275,5
2012-04,Ohio,850,6
2012-04,Michigan,850,7
2012-04,Georgia,1050,8
2012-04,North Carolina,1075,9
2012-04,New Jersey,1800,10
2012-04,Virginia,1400,11
2012-04,Washington,1395,12
2012-04,Massachusetts,2000,13
2012-04,Indiana,800,14
2012-04,Arizona,1150,15
2012-04,Tennessee,1100,16
2012-04,Missouri,925,17
2012-04,Maryland,1500,18
2012-04,Wisconsin,,19
2012-04,Minnesota,1325,20
2012-04,Colorado,1350,21
2012-04,Alabama,850,22
2012-04,South Carolina,1100,23
2012-04,Louisiana,1200,24
2012-04,Kentucky,899,25
2012-04,Oregon,1195,26
2012-04,Oklahoma,885,27
2012-04,Connecticut,1800,28
2012-04,Iowa,975,29
2012-04,Mississippi,900,30
2012-04,Arkansas,850,31
2012-04,Kansas,1100,32
2012-04,Utah,1150,33
2012-04,Nevada,1177,34
2012-04,New Mexico,1100,35
2012-04,West Virginia,1075,36
2012-04,Nebraska,962.5,37
2012-04,Idaho,850,38
2012-04,Hawaii,2200,39
2012-04,Maine,,40
2012-04,New Hampshire,1500,41
2012-04,Rhode Island,1800,42
2012-04,Montana,900,43
2012-04,Delaware,1250,44
2012-04,South Dakota,,45
2012-04,Alaska,1537.5,46
2012-04,North Dakota,,47
2012-04,District of Columbia,2500,48
2012-04,Wyoming,,49
2012-05,California,1850,1
2012-05,Texas,,2
2012-05,Florida,1450,3
2012-05,Illinois,1500,4
2012-05,Pennsylvania,1295,5
2012-05,Ohio,850,6
2012-05,Michigan,850,7
2012-05,Georgia,1050,8
2012-05,North Carolina,1095,9
2012-05,New Jersey,1800,10
2012-05,Virginia,1450,11
2012-05,Washington,1395,12
2012-05,Massachusetts,2100,13
2012-05,Indiana,799,14
2012-05,Arizona,1150,15
2012-05,Tennessee,1100,16
2012-05,Missouri,900,17
2012-05,Maryland,1500,18
2012-05,Wisconsin,,19
2012-05,Minnesota,1350,20
2012-05,Colorado,1350,21
2012-05,Alabama,825,22
2012-05,South Carolina,1150,23
2012-05,Louisiana,1200,24
2012-05,Kentucky,850,25
2012-05,Oregon,1199,26
2012-05,Oklahoma,900,27
2012-05,Connecticut,1800,28
2012-05,Iowa,985,29
2012-05,Mississippi,900,30
2012-05,Arkansas,850,31
2012-05,Kansas,1100,32
2012-05,Utah,1150,33
2012-05,Nevada,1195,34
2012-05,New Mexico,1100,35
2012-05,West Virginia,1100,36
2012-05,Nebraska,1000,37
2012-05,Idaho,895,38
2012-05,Hawaii,2200,39
2012-05,Maine,,40
2012-05,New Hampshire,1500,41
2012-05,Rhode Island,1800,42
2012-05,Montana,950,43
2012-05,Delaware,1250,44
2012-05,South Dakota,,45
2012-05,Alaska,1600,46
2012-05,North Dakota,,47
2012-05,District of Columbia,2419,48
2012-05,Wyoming,,49
2012-06,California,1850,1
2012-06,Texas,,2
2012-06,Florida,1500,3
2012-06,Illinois,1550,4
2012-06,Pennsylvania,1295,5
2012-06,Ohio,875,6
2012-06,Michigan,825,7
2012-06,Georgia,1087,8
2012-06,North Carolina,1095,9
2012-06,New Jersey,1850,10
2012-06,Virginia,1500,11
2012-06,Washington,1395,12
2012-06,Massachusetts,2200,13
2012-06,Indiana,790,14
2012-06,Arizona,1159,15
2012-06,Tennessee,1100,16
2012-06,Missouri,900,17
2012-06,Maryland,1600,18
2012-06,Wisconsin,,19
2012-06,Minnesota,1375,20
2012-06,Colorado,1350,21
2012-06,Alabama,850,22
2012-06,South Carolina,1150,23
2012-06,Louisiana,1200,24
2012-06,Kentucky,850,25
2012-06,Oregon,1200,26
2012-06,Oklahoma,900,27
2012-06,Connecticut,1900,28
2012-06,Iowa,950,29
2012-06,Mississippi,900,30
2012-06,Arkansas,900,31
2012-06,Kansas,1050,32
2012-06,Utah,1150,33
2012-06,Nevada,1195,34
2012-06,New Mexico,1100,35
2012-06,West Virginia,1175,36
2012-06,Nebraska,925,37
2012-06,Idaho,875,38
2012-06,Hawaii,2200,39
2012-06,Maine,,40
2012-06,New Hampshire,1500,41
2012-06,Rhode Island,1800,42
2012-06,Montana,995,43
2012-06,Delaware,1300,44
2012-06,South Dakota,,45
2012-06,Alaska,1500,46
2012-06,North Dakota,,47
2012-06,District of Columbia,2632.5,48
2012-06,Wyoming,,49
2012-07,California,1850,1
2012-07,Texas,,2
2012-07,Florida,1495,3
2012-07,Illinois,1530,4
2012-07,Pennsylvania,1300,5
2012-07,Ohio,870,6
2012-07,Michigan,825,7
2012-07,Georgia,1050,8
2012-07,North Carolina,1095,9
2012-07,New Jersey,1800,10
2012-07,Virginia,1495,11
2012-07,Washington,1400,12
2012-07,Massachusetts,2200,13
2012-07,Indiana,800,14
2012-07,Arizona,1150,15
2012-07,Tennessee,1100,16
2012-07,Missouri,900,17
2012-07,Maryland,1600,18
2012-07,Wisconsin,,19
2012-07,Minnesota,1350,20
2012-07,Colorado,1350,21
2012-07,Alabama,850,22
2012-07,South Carolina,1150,23
2012-07,Louisiana,1200,24
2012-07,Kentucky,850,25
2012-07,Oregon,1250,26
2012-07,Oklahoma,900,27
2012-07,Connecticut,1850,28
2012-07,Iowa,967.5,29
2012-07,Mississippi,900,30
2012-07,Arkansas,905,31
2012-07,Kansas,1000,32
2012-07,Utah,1150,33
2012-07,Nevada,1195,34
2012-07,New Mexico,1100,35
2012-07,West Virginia,1200,36
2012-07,Nebraska,950,37
2012-07,Idaho,875,38
2012-07,Hawaii,2150,39
2012-07,Maine,,40
2012-07,New Hampshire,1500,41
2012-07,Rhode Island,1800,42
2012-07,Montana,972.5,43
2012-07,Delaware,1295,44
2012-07,South Dakota,,45
2012-07,Alaska,1595,46
2012-07,North Dakota,,47
2012-07,District of Columbia,2500,48
2012-07,Wyoming,,49
2012-08,California,1800,1
2012-08,Texas,,2
2012-08,Florida,1495,3
2012-08,Illinois,1531,4
2012-08,Pennsylvania,1250,5
2012-08,Ohio,890,6
2012-08,Michigan,850,7
2012-08,Georgia,1050,8
2012-08,North Carolina,1050,9
2012-08,New Jersey,1800,10
2012-08,Virginia,1475,11
2012-08,Washington,1399,12
2012-08,Massachusetts,2000,13
2012-08,Indiana,825,14
2012-08,Arizona,1100,15
2012-08,Tennessee,1100,16
2012-08,Missouri,895,17
2012-08,Maryland,1600,18
2012-08,Wisconsin,,19
2012-08,Minnesota,1350,20
2012-08,Colorado,1350,21
2012-08,Alabama,850,22
2012-08,South Carolina,1125,23
2012-08,Louisiana,1200,24
2012-08,Kentucky,850,25
2012-08,Oregon,1225,26
2012-08,Oklahoma,950,27
2012-08,Connecticut,1800,28
2012-08,Iowa,950,29
2012-08,Mississippi,857.5,30
2012-08,Arkansas,900,31
2012-08,Kansas,1000,32
2012-08,Utah,1195,33
2012-08,Nevada,1190,34
2012-08,New Mexico,1150,35
2012-08,West Virginia,1200,36
2012-08,Nebraska,995,37
2012-08,Idaho,895,38
2012-08,Hawaii,2100,39
2012-08,Maine,,40
2012-08,New Hampshire,1500,41
2012-08,Rhode Island,1800,42
2012-08,Montana,995,43
2012-08,Delaware,1200,44
2012-08,South Dakota,,45
2012-08,Alaska,1530,46
2012-08,North Dakota,,47
2012-08,District of Columbia,2500,48
2012-08,Wyoming,,49
2012-09,California,1800,1
2012-09,Texas,,2
2012-09,Florida,1450,3
2012-09,Illinois,1475,4
2012-09,Pennsylvania,1200,5
2012-09,Ohio,875,6
2012-09,Michigan,850,7
2012-09,Georgia,1050,8
2012-09,North Carolina,1000,9
2012-09,New Jersey,1700,10
2012-09,Virginia,1400,11
2012-09,Washington,1395,12
2012-09,Massachusetts,2023,13
2012-09,Indiana,825,14
2012-09,Arizona,1100,15
2012-09,Tennessee,1050,16
2012-09,Missouri,895,17
2012-09,Maryland,1600,18
2012-09,Wisconsin,,19
2012-09,Minnesota,1395,20
2012-09,Colorado,1300,21
2012-09,Alabama,833,22
2012-09,South Carolina,1150,23
2012-09,Louisiana,1200,24
2012-09,Kentucky,950,25
2012-09,Oregon,1250,26
2012-09,Oklahoma,900,27
2012-09,Connecticut,1750,28
2012-09,Iowa,975,29
2012-09,Mississippi,900,30
2012-09,Arkansas,900,31
2012-09,Kansas,1045,32
2012-09,Utah,1195,33
2012-09,Nevada,1150,34
2012-09,New Mexico,1150,35
2012-09,West Virginia,1200,36
2012-09,Nebraska,1000,37
2012-09,Idaho,895,38
2012-09,Hawaii,2150,39
2012-09,Maine,,40
2012-09,New Hampshire,1500,41
2012-09,Rhode Island,1800,42
2012-09,Montana,995,43
2012-09,Delaware,1200,44
2012-09,South Dakota,,45
2012-09,Alaska,1500,46
2012-09,North Dakota,,47
2012-09,District of Columbia,2600,48
2012-09,Wyoming,,49
2012-10,California,1800,1
2012-10,Texas,,2
2012-10,Florida,1450,3
2012-10,Illinois,1450,4
2012-10,Pennsylvania,1200,5
2012-10,Ohio,877.5,6
2012-10,Michigan,850,7
2012-10,Georgia,1025,8
2012-10,North Carolina,1000,9
2012-10,New Jersey,1695,10
2012-10,Virginia,1400,11
2012-10,Washington,1390,12
2012-10,Massachusetts,2000,13
2012-10,Indiana,820,14
2012-10,Arizona,1100,15
2012-10,Tennessee,1035,16
2012-10,Missouri,875,17
2012-10,Maryland,1600,18
2012-10,Wisconsin,,19
2012-10,Minnesota,1395,20
2012-10,Colorado,1300,21
2012-10,Alabama,850,22
2012-10,South Carolina,1150,23
2012-10,Louisiana,1195,24
2012-10,Kentucky,875,25
2012-10,Oregon,1245,26
2012-10,Oklahoma,950,27
2012-10,Connecticut,1700,28
2012-10,Iowa,995,29
2012-10,Mississippi,899.5,30
2012-10,Arkansas,950,31
2012-10,Kansas,995,32
2012-10,Utah,1199,33
2012-10,Nevada,1150,34
2012-10,New Mexico,1100,35
2012-10,West Virginia,1200,36
2012-10,Nebraska,1097.5,37
2012-10,Idaho,895,38
2012-10,Hawaii,2100,39
2012-10,Maine,,40
2012-10,New Hampshire,1500,41
2012-10,Rhode Island,1750,42
2012-10,Montana,1000,43
2012-10,Delaware,1200,44
2012-10,South Dakota,,45
2012-10,Alaska,1500,46
2012-10,North Dakota,,47
2012-10,District of Columbia,2600,48
2012-10,Wyoming,,49
2012-11,California,1795,1
2012-11,Texas,,2
2012-11,Florida,1450,3
2012-11,Illinois,1450,4
2012-11,Pennsylvania,1200,5
2012-11,Ohio,900,6
2012-11,Michigan,850,7
2012-11,Georgia,1000,8
2012-11,North Carolina,1000,9
2012-11,New Jersey,1700,10
2012-11,Virginia,1400,11
2012-11,Washington,1350,12
2012-11,Massachusetts,2000,13
2012-11,Indiana,800,14
2012-11,Arizona,1100,15
2012-11,Tennessee,1000,16
2012-11,Missouri,850,17
2012-11,Maryland,1600,18
2012-11,Wisconsin,,19
2012-11,Minnesota,1350,20
2012-11,Colorado,1300,21
2012-11,Alabama,875,22
2012-11,South Carolina,1100,23
2012-11,Louisiana,1200,24
2012-11,Kentucky,875,25
2012-11,Oregon,1200,26
2012-11,Oklahoma,995,27
2012-11,Connecticut,1650,28
2012-11,Iowa,982.5,29
2012-11,Mississippi,899.5,30
2012-11,Arkansas,912.5,31
2012-11,Kansas,1000,32
2012-11,Utah,1200,33
2012-11,Nevada,1150,34
2012-11,New Mexico,1100,35
2012-11,West Virginia,1165,36
2012-11,Nebraska,1000,37
2012-11,Idaho,895,38
2012-11,Hawaii,2200,39
2012-11,Maine,,40
2012-11,New Hampshire,1585,41
2012-11,Rhode Island,1800,42
2012-11,Montana,995,43
2012-11,Delaware,1250,44
2012-11,South Dakota,,45
2012-11,Alaska,1700,46
2012-11,North Dakota,,47
2012-11,District of Columbia,2615,48
2012-11,Wyoming,,49
2012-12,California,1750,1
2012-12,Texas,1225,2
2012-12,Florida,1400,3
2012-12,Illinois,1455,4
2012-12,Pennsylvania,1175,5
2012-12,Ohio,850,6
2012-12,Michigan,800,7
2012-12,Georgia,1000,8
2012-12,North Carolina,1000,9
2012-12,New Jersey,1700,10
2012-12,Virginia,1400,11
2012-12,Washington,1350,12
2012-12,Massachusetts,2000,13
2012-12,Indiana,765,14
2012-12,Arizona,1100,15
2012-12,Tennessee,995,16
2012-12,Missouri,850,17
2012-12,Maryland,1590,18
2012-12,Wisconsin,,19
2012-12,Minnesota,1350,20
2012-12,Colorado,1295,21
2012-12,Alabama,850,22
2012-12,South Carolina,1100,23
2012-12,Louisiana,1100,24
2012-12,Kentucky,850,25
2012-12,Oregon,1195,26
2012-12,Oklahoma,900,27
2012-12,Connecticut,1600,28
2012-12,Iowa,995,29
2012-12,Mississippi,900,30
2012-12,Arkansas,900,31
2012-12,Kansas,975,32
2012-12,Utah,1200,33
2012-12,Nevada,1150,34
2012-12,New Mexico,1100,35
2012-12,West Virginia,1100,36
2012-12,Nebraska,1000,37
2012-12,Idaho,895,38
2012-12,Hawaii,2100,39
2012-12,Maine,,40
2012-12,New Hampshire,1595,41
2012-12,Rhode Island,1800,42
2012-12,Montana,1000,43
2012-12,Delaware,1200,44
2012-12,South Dakota,1075,45
2012-12,Alaska,1650,46
2012-12,North Dakota,,47
2012-12,District of Columbia,2585,48
2012-12,Wyoming,,49
2013-01,California,1775,1
2013-01,Texas,1026,2
2013-01,Florida,1400,3
2013-01,Illinois,1455,4
2013-01,Pennsylvania,1200,5
2013-01,Ohio,825,6
2013-01,Michigan,800,7
2013-01,Georgia,1000,8
2013-01,North Carolina,1000,9
2013-01,New Jersey,1700,10
2013-01,Virginia,1400,11
2013-01,Washington,1325,12
2013-01,Massachusetts,2100,13
2013-01,Indiana,775,14
2013-01,Arizona,1100,15
2013-01,Tennessee,975,16
2013-01,Missouri,850,17
2013-01,Maryland,1600,18
2013-01,Wisconsin,,19
2013-01,Minnesota,1350,20
2013-01,Colorado,1325,21
2013-01,Alabama,850,22
2013-01,South Carolina,1100,23
2013-01,Louisiana,1150,24
2013-01,Kentucky,850,25
2013-01,Oregon,1195,26
2013-01,Oklahoma,895,27
2013-01,Connecticut,1600,28
2013-01,Iowa,942.5,29
2013-01,Mississippi,900,30
2013-01,Arkansas,900,31
2013-01,Kansas,950,32
2013-01,Utah,1195,33
2013-01,Nevada,1150,34
2013-01,New Mexico,1100,35
2013-01,West Virginia,1100,36
2013-01,Nebraska,995,37
2013-01,Idaho,900,38
2013-01,Hawaii,2200,39
2013-01,Maine,,40
2013-01,New Hampshire,1500,41
2013-01,Rhode Island,1800,42
2013-01,Montana,1000,43
2013-01,Delaware,1200,44
2013-01,South Dakota,1000,45
2013-01,Alaska,1500,46
2013-01,North Dakota,,47
2013-01,District of Columbia,2597.5,48
2013-01,Wyoming,,49
2013-02,California,1795,1
2013-02,Texas,1075,2
2013-02,Florida,1450,3
2013-02,Illinois,1434,4
2013-02,Pennsylvania,1200,5
2013-02,Ohio,810,6
2013-02,Michigan,800,7
2013-02,Georgia,975,8
2013-02,North Carolina,995,9
2013-02,New Jersey,1700,10
2013-02,Virginia,1438,11
2013-02,Washington,1325,12
2013-02,Massachusetts,2111,13
2013-02,Indiana,775,14
2013-02,Arizona,1100,15
2013-02,Tennessee,975,16
2013-02,Missouri,850,17
2013-02,Maryland,1595,18
2013-02,Wisconsin,,19
2013-02,Minnesota,1325,20
2013-02,Colorado,1325,21
2013-02,Alabama,850,22
2013-02,South Carolina,1100,23
2013-02,Louisiana,1199,24
2013-02,Kentucky,850,25
2013-02,Oregon,1195,26
2013-02,Oklahoma,900,27
2013-02,Connecticut,1650,28
2013-02,Iowa,945,29
2013-02,Mississippi,900,30
2013-02,Arkansas,900,31
2013-02,Kansas,1000,32
2013-02,Utah,1200,33
2013-02,Nevada,1150,34
2013-02,New Mexico,1100,35
2013-02,West Virginia,1000,36
2013-02,Nebraska,950,37
2013-02,Idaho,895,38
2013-02,Hawaii,2200,39
2013-02,Maine,,40
2013-02,New Hampshire,1500,41
2013-02,Rhode Island,1800,42
2013-02,Montana,1123,43
2013-02,Delaware,1250,44
2013-02,South Dakota,1075,45
2013-02,Alaska,1500,46
2013-02,North Dakota,,47
2013-02,District of Columbia,2765,48
2013-02,Wyoming,,49
2013-03,California,1795,1
2013-03,Texas,1090,2
2013-03,Florida,1470,3
2013-03,Illinois,1475,4
2013-03,Pennsylvania,1250,5
2013-03,Ohio,850,6
2013-03,Michigan,825,7
2013-03,Georgia,1000,8
2013-03,North Carolina,1000,9
2013-03,New Jersey,1750,10
2013-03,Virginia,1495,11
2013-03,Washington,1350,12
2013-03,Massachusetts,2100,13
2013-03,Indiana,800,14
2013-03,Arizona,1100,15
2013-03,Tennessee,995,16
2013-03,Missouri,850,17
2013-03,Maryland,1600,18
2013-03,Wisconsin,,19
2013-03,Minnesota,1350,20
2013-03,Colorado,1350,21
2013-03,Alabama,850,22
2013-03,South Carolina,1100,23
2013-03,Louisiana,1200,24
2013-03,Kentucky,875,25
2013-03,Oregon,1195,26
2013-03,Oklahoma,950,27
2013-03,Connecticut,1695,28
2013-03,Iowa,950,29
2013-03,Mississippi,900,30
2013-03,Arkansas,925,31
2013-03,Kansas,1047.5,32
2013-03,Utah,1225,33
2013-03,Nevada,1150,34
2013-03,New Mexico,1100,35
2013-03,West Virginia,1062.5,36
2013-03,Nebraska,995,37
2013-03,Idaho,895,38
2013-03,Hawaii,2297.5,39
2013-03,Maine,,40
2013-03,New Hampshire,1585,41
2013-03,Rhode Island,1800,42
2013-03,Montana,1100,43
2013-03,Delaware,1250,44
2013-03,South Dakota,1100,45
2013-03,Alaska,1625,46
2013-03,North Dakota,,47
2013-03,District of Columbia,2750,48
2013-03,Wyoming,,49
2013-04,California,1795,1
2013-04,Texas,1169,2
2013-04,Florida,1500,3
2013-04,Illinois,1475,4
2013-04,Pennsylvania,1250,5
2013-04,Ohio,850,6
2013-04,Michigan,825,7
2013-04,Georgia,1000,8
2013-04,North Carolina,1050,9
2013-04,New Jersey,1800,10
2013-04,Virginia,1495,11
2013-04,Washington,1395,12
2013-04,Massachusetts,2162,13
2013-04,Indiana,845,14
2013-04,Arizona,1125,15
2013-04,Tennessee,995,16
2013-04,Missouri,850,17
2013-04,Maryland,1600,18
2013-04,Wisconsin,1200,19
2013-04,Minnesota,1350,20
2013-04,Colorado,1395,21
2013-04,Alabama,875,22
2013-04,South Carolina,1150,23
2013-04,Louisiana,1200,24
2013-04,Kentucky,895,25
2013-04,Oregon,1195,26
2013-04,Oklahoma,950,27
2013-04,Connecticut,1700,28
2013-04,Iowa,995,29
2013-04,Mississippi,900,30
2013-04,Arkansas,950,31
2013-04,Kansas,1100,32
2013-04,Utah,1250,33
2013-04,Nevada,1195,34
2013-04,New Mexico,1100,35
2013-04,West Virginia,1100,36
2013-04,Nebraska,1025,37
2013-04,Idaho,900,38
2013-04,Hawaii,2400,39
2013-04,Maine,,40
2013-04,New Hampshire,1600,41
2013-04,Rhode Island,1800,42
2013-04,Montana,1075,43
2013-04,Delaware,1275,44
2013-04,South Dakota,1000,45
2013-04,Alaska,1650,46
2013-04,North Dakota,,47
2013-04,District of Columbia,2672.5,48
2013-04,Wyoming,,49
2013-05,California,1799,1
2013-05,Texas,1182,2
2013-05,Florida,1500,3
2013-05,Illinois,1500,4
2013-05,Pennsylvania,1300,5
2013-05,Ohio,895,6
2013-05,Michigan,850,7
2013-05,Georgia,1075,8
2013-05,North Carolina,1095,9
2013-05,New Jersey,1900,10
2013-05,Virginia,1500,11
2013-05,Washington,1450,12
2013-05,Massachusetts,2250,13
2013-05,Indiana,875,14
2013-05,Arizona,1150,15
2013-05,Tennessee,975,16
2013-05,Missouri,850,17
2013-05,Maryland,1650,18
2013-05,Wisconsin,1200,19
2013-05,Minnesota,1395,20
2013-05,Colorado,1350,21
2013-05,Alabama,850,22
2013-05,South Carolina,1150,23
2013-05,Louisiana,1200,24
2013-05,Kentucky,900,25
2013-05,Oregon,1250,26
2013-05,Oklahoma,1000,27
2013-05,Connecticut,1850,28
2013-05,Iowa,1000,29
2013-05,Mississippi,925,30
2013-05,Arkansas,950,31
2013-05,Kansas,1145,32
2013-05,Utah,1250,33
2013-05,Nevada,1195,34
2013-05,New Mexico,1150,35
2013-05,West Virginia,1100,36
2013-05,Nebraska,1150,37
2013-05,Idaho,925,38
2013-05,Hawaii,2400,39
2013-05,Maine,,40
2013-05,New Hampshire,1597.5,41
2013-05,Rhode Island,1800,42
2013-05,Montana,997.5,43
2013-05,Delaware,1300,44
2013-05,South Dakota,1100,45
2013-05,Alaska,1712.5,46
2013-05,North Dakota,,47
2013-05,District of Columbia,2695,48
2013-05,Wyoming,,49
2013-06,California,1800,1
2013-06,Texas,1275,2
2013-06,Florida,1500,3
2013-06,Illinois,1500,4
2013-06,Pennsylvania,1317,5
2013-06,Ohio,880,6
2013-06,Michigan,850,7
2013-06,Georgia,1055,8
2013-06,North Carolina,1100,9
2013-06,New Jersey,1825,10
2013-06,Virginia,1550,11
2013-06,Washington,1450,12
2013-06,Massachusetts,2350,13
2013-06,Indiana,875,14
2013-06,Arizona,1150,15
2013-06,Tennessee,1050,16
2013-06,Missouri,850,17
2013-06,Maryland,1650,18
2013-06,Wisconsin,1195,19
2013-06,Minnesota,1395,20
2013-06,Colorado,1350,21
2013-06,Alabama,850,22
2013-06,South Carolina,1175,23
2013-06,Louisiana,1200,24
2013-06,Kentucky,895,25
2013-06,Oregon,1295,26
2013-06,Oklahoma,1025,27
2013-06,Connecticut,1850,28
2013-06,Iowa,1000,29
2013-06,Mississippi,900,30
2013-06,Arkansas,950,31
2013-06,Kansas,1100,32
2013-06,Utah,1295,33
2013-06,Nevada,1195,34
2013-06,New Mexico,1150,35
2013-06,West Virginia,1200,36
2013-06,Nebraska,1112.5,37
2013-06,Idaho,925,38
2013-06,Hawaii,2450,39
2013-06,Maine,,40
2013-06,New Hampshire,1650,41
2013-06,Rhode Island,1800,42
2013-06,Montana,1025,43
2013-06,Delaware,1300,44
2013-06,South Dakota,1100,45
2013-06,Alaska,1750,46
2013-06,North Dakota,,47
2013-06,District of Columbia,2947.5,48
2013-06,Wyoming,,49
2013-07,California,1850,1
2013-07,Texas,1202.5,2
2013-07,Florida,1550,3
2013-07,Illinois,1505,4
2013-07,Pennsylvania,1300,5
2013-07,Ohio,875,6
2013-07,Michigan,850,7
2013-07,Georgia,1075,8
2013-07,North Carolina,1100,9
2013-07,New Jersey,1800,10
2013-07,Virginia,1590,11
2013-07,Washington,1450,12
2013-07,Massachusetts,2395,13
2013-07,Indiana,900,14
2013-07,Arizona,1145,15
2013-07,Tennessee,1053,16
2013-07,Missouri,850,17
2013-07,Maryland,1700,18
2013-07,Wisconsin,1200,19
2013-07,Minnesota,1395,20
2013-07,Colorado,1400,21
2013-07,Alabama,850,22
2013-07,South Carolina,1197,23
2013-07,Louisiana,1200,24
2013-07,Kentucky,875,25
2013-07,Oregon,1295,26
2013-07,Oklahoma,995,27
2013-07,Connecticut,1950,28
2013-07,Iowa,995,29
2013-07,Mississippi,950,30
2013-07,Arkansas,950,31
2013-07,Kansas,1100,32
2013-07,Utah,1295,33
2013-07,Nevada,1195,34
2013-07,New Mexico,1150,35
2013-07,West Virginia,1200,36
2013-07,Nebraska,1135,37
2013-07,Idaho,935,38
2013-07,Hawaii,2400,39
2013-07,Maine,,40
2013-07,New Hampshire,1600,41
2013-07,Rhode Island,1850,42
2013-07,Montana,1095,43
2013-07,Delaware,1300,44
2013-07,South Dakota,995,45
2013-07,Alaska,1700,46
2013-07,North Dakota,,47
2013-07,District of Columbia,3200,48
2013-07,Wyoming,,49
2013-08,California,1797.5,1
2013-08,Texas,1280,2
2013-08,Florida,1525,3
2013-08,Illinois,1550,4
2013-08,Pennsylvania,1300,5
2013-08,Ohio,895,6
2013-08,Michigan,850,7
2013-08,Georgia,1079,8
2013-08,North Carolina,1100,9
2013-08,New Jersey,1850,10
2013-08,Virginia,1575,11
2013-08,Washington,1495,12
2013-08,Massachusetts,2382.5,13
2013-08,Indiana,895,14
2013-08,Arizona,1100,15
2013-08,Tennessee,1075,16
2013-08,Missouri,850,17
2013-08,Maryland,1700,18
2013-08,Wisconsin,1200,19
2013-08,Minnesota,1395,20
2013-08,Colorado,1400,21
2013-08,Alabama,850,22
2013-08,South Carolina,1195,23
2013-08,Louisiana,1196,24
2013-08,Kentucky,895,25
2013-08,Oregon,1295,26
2013-08,Oklahoma,950,27
2013-08,Connecticut,1950,28
2013-08,Iowa,995,29
2013-08,Mississippi,950,30
2013-08,Arkansas,950,31
2013-08,Kansas,1100,32
2013-08,Utah,1295,33
2013-08,Nevada,1200,34
2013-08,New Mexico,1175,35
2013-08,West Virginia,1200,36
2013-08,Nebraska,1125,37
2013-08,Idaho,925,38
2013-08,Hawaii,2300,39
2013-08,Maine,,40
2013-08,New Hampshire,1600,41
2013-08,Rhode Island,1750,42
2013-08,Montana,1095,43
2013-08,Delaware,1300,44
2013-08,South Dakota,1000,45
2013-08,Alaska,1750,46
2013-08,North Dakota,,47
2013-08,District of Columbia,3000,48
2013-08,Wyoming,,49
2013-09,California,1850,1
2013-09,Texas,1275,2
2013-09,Florida,1595,3
2013-09,Illinois,1500,4
2013-09,Pennsylvania,1275,5
2013-09,Ohio,975,6
2013-09,Michigan,850,7
2013-09,Georgia,1075,8
2013-09,North Carolina,1095,9
2013-09,New Jersey,1800,10
2013-09,Virginia,1550,11
2013-09,Washington,1475,12
2013-09,Massachusetts,2300,13
2013-09,Indiana,900,14
2013-09,Arizona,1119,15
2013-09,Tennessee,1050,16
2013-09,Missouri,850,17
2013-09,Maryland,1699,18
2013-09,Wisconsin,1200,19
2013-09,Minnesota,1395,20
2013-09,Colorado,1400,21
2013-09,Alabama,950,22
2013-09,South Carolina,1200,23
2013-09,Louisiana,1200,24
2013-09,Kentucky,950,25
2013-09,Oregon,1300,26
2013-09,Oklahoma,995,27
2013-09,Connecticut,1950,28
2013-09,Iowa,1000,29
2013-09,Mississippi,950,30
2013-09,Arkansas,950,31
2013-09,Kansas,1095,32
2013-09,Utah,1295,33
2013-09,Nevada,1195,34
2013-09,New Mexico,1177.5,35
2013-09,West Virginia,1150,36
2013-09,Nebraska,1080,37
2013-09,Idaho,925,38
2013-09,Hawaii,2300,39
2013-09,Maine,,40
2013-09,New Hampshire,1595,41
2013-09,Rhode Island,1650,42
2013-09,Montana,1068,43
2013-09,Delaware,1325,44
2013-09,South Dakota,997.5,45
2013-09,Alaska,1690,46
2013-09,North Dakota,,47
2013-09,District of Columbia,2895,48
2013-09,Wyoming,,49
2013-10,California,1850,1
2013-10,Texas,1275,2
2013-10,Florida,1600,3
2013-10,Illinois,1500,4
2013-10,Pennsylvania,1250,5
2013-10,Ohio,995,6
2013-10,Michigan,875,7
2013-10,Georgia,1075,8
2013-10,North Carolina,1075,9
2013-10,New Jersey,1800,10
