Pivot1 Names,RegionName,SizeRank,RegionID,Pivot1 Values
2008-06,Kentucky,26,24,115000
2008-06,Oregon,27,46,254500
2008-06,Oklahoma,28,45,95600
2008-06,Connecticut,29,11,280000
2008-06,Iowa,30,19,112300
2008-06,Mississippi,31,34,112100
2008-06,Arkansas,32,6,102100
2008-06,Kansas,33,23,118100
2008-06,Utah,34,55,248600
2008-06,Nevada,35,42,240100
2008-06,New Mexico,36,41,184000
2008-06,West Virginia,37,61,82800
2008-06,Nebraska,38,38,118600
2008-06,Idaho,39,20,189500
2008-06,Hawaii,40,18,577200
2008-06,Maine,41,28,185800
2008-06,New Hampshire,42,39,243800
2008-06,Rhode Island,43,50,258500
2008-06,Montana,44,35,183200
2008-06,Delaware,45,13,235400
2008-06,South Dakota,46,52,139600
2008-06,Alaska,47,3,289100
2008-06,North Dakota,48,37,135600
2008-06,Vermont,49,58,190600
2008-06,District of Columbia,50,12,410200
2008-06,Wyoming,51,62,185400
2008-07,California,1,9,407000
2008-07,Texas,2,54,135400
2008-07,New York,3,43,264500
2008-07,Florida,4,14,200600
2008-07,Illinois,5,21,188100
2008-07,Pennsylvania,6,47,152900
2008-07,Ohio,7,44,116200
2008-07,Michigan,8,30,113000
2008-07,Georgia,9,16,156100
2008-07,North Carolina,10,36,152700
2008-07,New Jersey,11,40,347700
2008-07,Virginia,12,56,241400
2008-07,Washington,13,59,295000
2008-07,Massachusetts,14,26,317800
2008-07,Indiana,15,22,116800
2008-07,Arizona,16,8,211700
2008-07,Tennessee,17,53,122000
2008-07,Missouri,18,32,136800
2008-07,Maryland,19,27,303200
2008-07,Wisconsin,20,60,158100
2008-07,Minnesota,21,31,188700
2008-07,Colorado,22,10,229500
2008-07,Alabama,23,4,110000
2008-07,South Carolina,24,51,138900
2008-07,Louisiana,25,25,123900
2008-07,Kentucky,26,24,114700
2008-07,Oregon,27,46,252100
2008-07,Oklahoma,28,45,95500
2008-07,Connecticut,29,11,278000
2008-07,Iowa,30,19,112100
2008-07,Mississippi,31,34,111800
2008-07,Arkansas,32,6,101800
2008-07,Kansas,33,23,117900
2008-07,Utah,34,55,247800
2008-07,Nevada,35,42,234200
2008-07,New Mexico,36,41,183500
2008-07,West Virginia,37,61,82500
2008-07,Nebraska,38,38,118500
2008-07,Idaho,39,20,188100
2008-07,Hawaii,40,18,571200
2008-07,Maine,41,28,184000
2008-07,New Hampshire,42,39,241800
2008-07,Rhode Island,43,50,255600
2008-07,Montana,44,35,183100
2008-07,Delaware,45,13,234900
2008-07,South Dakota,46,52,139400
2008-07,Alaska,47,3,289100
2008-07,North Dakota,48,37,135300
2008-07,Vermont,49,58,189700
2008-07,District of Columbia,50,12,407200
2008-07,Wyoming,51,62,185100
2008-08,California,1,9,399600
2008-08,Texas,2,54,135000
2008-08,New York,3,43,262500
2008-08,Florida,4,14,196600
2008-08,Illinois,5,21,186200
2008-08,Pennsylvania,6,47,152500
2008-08,Ohio,7,44,115600
2008-08,Michigan,8,30,111400
2008-08,Georgia,9,16,154700
2008-08,North Carolina,10,36,152000
2008-08,New Jersey,11,40,344200
2008-08,Virginia,12,56,239500
2008-08,Washington,13,59,292000
2008-08,Massachusetts,14,26,315900
2008-08,Indiana,15,22,116200
2008-08,Arizona,16,8,208300
2008-08,Tennessee,17,53,121400
2008-08,Missouri,18,32,136300
2008-08,Maryland,19,27,299200
2008-08,Wisconsin,20,60,157400
2008-08,Minnesota,21,31,186800
2008-08,Colorado,22,10,228800
2008-08,Alabama,23,4,109500
2008-08,South Carolina,24,51,138200
2008-08,Louisiana,25,25,124000
2008-08,Kentucky,26,24,114400
2008-08,Oregon,27,46,249600
2008-08,Oklahoma,28,45,95300
2008-08,Connecticut,29,11,275800
2008-08,Iowa,30,19,111800
2008-08,Mississippi,31,34,111700
2008-08,Arkansas,32,6,101300
2008-08,Kansas,33,23,117600
2008-08,Utah,34,55,246600
2008-08,Nevada,35,42,228800
2008-08,New Mexico,36,41,182800
2008-08,West Virginia,37,61,82200
2008-08,Nebraska,38,38,118400
2008-08,Idaho,39,20,186500
2008-08,Hawaii,40,18,565200
2008-08,Maine,41,28,182500
2008-08,New Hampshire,42,39,239800
2008-08,Rhode Island,43,50,252800
2008-08,Montana,44,35,183200
2008-08,Delaware,45,13,233700
2008-08,South Dakota,46,52,139400
2008-08,Alaska,47,3,289100
2008-08,North Dakota,48,37,135100
2008-08,Vermont,49,58,188900
2008-08,District of Columbia,50,12,404000
2008-08,Wyoming,51,62,184600
2008-09,California,1,9,393400
2008-09,Texas,2,54,134600
2008-09,New York,3,43,260400
2008-09,Florida,4,14,192600
2008-09,Illinois,5,21,184400
2008-09,Pennsylvania,6,47,152100
2008-09,Ohio,7,44,115200
2008-09,Michigan,8,30,109800
2008-09,Georgia,9,16,153300
2008-09,North Carolina,10,36,151400
2008-09,New Jersey,11,40,341000
2008-09,Virginia,12,56,237800
2008-09,Washington,13,59,289100
2008-09,Massachusetts,14,26,314400
2008-09,Indiana,15,22,115600
2008-09,Arizona,16,8,204800
2008-09,Tennessee,17,53,120900
2008-09,Missouri,18,32,135900
2008-09,Maryland,19,27,295500
2008-09,Wisconsin,20,60,156800
2008-09,Minnesota,21,31,185000
2008-09,Colorado,22,10,228200
2008-09,Alabama,23,4,108900
2008-09,South Carolina,24,51,137500
2008-09,Louisiana,25,25,124000
2008-09,Kentucky,26,24,114100
2008-09,Oregon,27,46,247100
2008-09,Oklahoma,28,45,95100
2008-09,Connecticut,29,11,273600
2008-09,Iowa,30,19,111600
2008-09,Mississippi,31,34,111700
2008-09,Arkansas,32,6,100900
2008-09,Kansas,33,23,117300
2008-09,Utah,34,55,245200
2008-09,Nevada,35,42,223700
2008-09,New Mexico,36,41,182100
2008-09,West Virginia,37,61,82000
2008-09,Nebraska,38,38,118300
2008-09,Idaho,39,20,184800
2008-09,Hawaii,40,18,559500
2008-09,Maine,41,28,181100
2008-09,New Hampshire,42,39,238100
2008-09,Rhode Island,43,50,250300
2008-09,Montana,44,35,183200
2008-09,Delaware,45,13,232100
2008-09,South Dakota,46,52,139600
2008-09,Alaska,47,3,289200
2008-09,North Dakota,48,37,135100
2008-09,Vermont,49,58,188100
2008-09,District of Columbia,50,12,400600
2008-09,Wyoming,51,62,184200
2008-10,California,1,9,387300
2008-10,Texas,2,54,134200
2008-10,New York,3,43,258300
2008-10,Florida,4,14,188700
2008-10,Illinois,5,21,182600
2008-10,Pennsylvania,6,47,151700
2008-10,Ohio,7,44,114800
2008-10,Michigan,8,30,108200
2008-10,Georgia,9,16,152000
2008-10,North Carolina,10,36,150800
2008-10,New Jersey,11,40,338000
2008-10,Virginia,12,56,236100
2008-10,Washington,13,59,286400
2008-10,Massachusetts,14,26,313100
2008-10,Indiana,15,22,115000
2008-10,Arizona,16,8,201200
2008-10,Tennessee,17,53,120400
2008-10,Missouri,18,32,135500
2008-10,Maryland,19,27,292100
2008-10,Wisconsin,20,60,156200
2008-10,Minnesota,21,31,183400
2008-10,Colorado,22,10,227700
2008-10,Alabama,23,4,108500
2008-10,South Carolina,24,51,136900
2008-10,Louisiana,25,25,124100
2008-10,Kentucky,26,24,113900
2008-10,Oregon,27,46,244900
2008-10,Oklahoma,28,45,95000
2008-10,Connecticut,29,11,271600
2008-10,Iowa,30,19,111500
2008-10,Mississippi,31,34,111600
2008-10,Arkansas,32,6,100400
2008-10,Kansas,33,23,117100
2008-10,Utah,34,55,244000
2008-10,Nevada,35,42,218800
2008-10,New Mexico,36,41,181500
2008-10,West Virginia,37,61,81800
2008-10,Nebraska,38,38,118300
2008-10,Idaho,39,20,183200
2008-10,Hawaii,40,18,554100
2008-10,Maine,41,28,179700
2008-10,New Hampshire,42,39,236500
2008-10,Rhode Island,43,50,248000
2008-10,Montana,44,35,183200
2008-10,Delaware,45,13,230900
2008-10,South Dakota,46,52,139800
2008-10,Alaska,47,3,289400
2008-10,North Dakota,48,37,135200
2008-10,Vermont,49,58,187200
2008-10,District of Columbia,50,12,397200
2008-10,Wyoming,51,62,183800
2008-11,California,1,9,381500
2008-11,Texas,2,54,133900
2008-11,New York,3,43,256400
2008-11,Florida,4,14,184800
2008-11,Illinois,5,21,180900
2008-11,Pennsylvania,6,47,151400
2008-11,Ohio,7,44,114400
2008-11,Michigan,8,30,106700
2008-11,Georgia,9,16,150700
2008-11,North Carolina,10,36,150400
2008-11,New Jersey,11,40,335000
2008-11,Virginia,12,56,234500
2008-11,Washington,13,59,283800
2008-11,Massachusetts,14,26,312000
2008-11,Indiana,15,22,114400
2008-11,Arizona,16,8,197800
2008-11,Tennessee,17,53,120000
2008-11,Missouri,18,32,135100
2008-11,Maryland,19,27,288800
2008-11,Wisconsin,20,60,155600
2008-11,Minnesota,21,31,181900
2008-11,Colorado,22,10,227400
2008-11,Alabama,23,4,108100
2008-11,South Carolina,24,51,136300
2008-11,Louisiana,25,25,124200
2008-11,Kentucky,26,24,113800
2008-11,Oregon,27,46,242800
2008-11,Oklahoma,28,45,95000
2008-11,Connecticut,29,11,269800
2008-11,Iowa,30,19,111400
2008-11,Mississippi,31,34,111400
2008-11,Arkansas,32,6,100100
2008-11,Kansas,33,23,116900
2008-11,Utah,34,55,242700
2008-11,Nevada,35,42,214000
2008-11,New Mexico,36,41,181000
2008-11,West Virginia,37,61,81700
2008-11,Nebraska,38,38,118300
2008-11,Idaho,39,20,181600
2008-11,Hawaii,40,18,548500
2008-11,Maine,41,28,178500
2008-11,New Hampshire,42,39,235000
2008-11,Rhode Island,43,50,245900
2008-11,Montana,44,35,183200
2008-11,Delaware,45,13,230500
2008-11,South Dakota,46,52,140000
2008-11,Alaska,47,3,289600
2008-11,North Dakota,48,37,135200
2008-11,Vermont,49,58,186400
2008-11,District of Columbia,50,12,393800
2008-11,Wyoming,51,62,183600
2008-12,California,1,9,375900
2008-12,Texas,2,54,133600
2008-12,New York,3,43,254500
2008-12,Florida,4,14,181000
2008-12,Illinois,5,21,179400
2008-12,Pennsylvania,6,47,151100
2008-12,Ohio,7,44,114100
2008-12,Michigan,8,30,105200
2008-12,Georgia,9,16,149500
2008-12,North Carolina,10,36,150100
2008-12,New Jersey,11,40,332300
2008-12,Virginia,12,56,233100
2008-12,Washington,13,59,281700
2008-12,Massachusetts,14,26,311100
2008-12,Indiana,15,22,113800
2008-12,Arizona,16,8,194400
2008-12,Tennessee,17,53,119600
2008-12,Missouri,18,32,134800
2008-12,Maryland,19,27,285700
2008-12,Wisconsin,20,60,155200
2008-12,Minnesota,21,31,180600
2008-12,Colorado,22,10,227100
2008-12,Alabama,23,4,107700
2008-12,South Carolina,24,51,135800
2008-12,Louisiana,25,25,124400
2008-12,Kentucky,26,24,113700
2008-12,Oregon,27,46,241100
2008-12,Oklahoma,28,45,95100
2008-12,Connecticut,29,11,268200
2008-12,Iowa,30,19,111300
2008-12,Mississippi,31,34,110900
2008-12,Arkansas,32,6,99900
2008-12,Kansas,33,23,116800
2008-12,Utah,34,55,241600
2008-12,Nevada,35,42,209300
2008-12,New Mexico,36,41,180500
2008-12,West Virginia,37,61,81700
2008-12,Nebraska,38,38,118300
2008-12,Idaho,39,20,180300
2008-12,Hawaii,40,18,543000
2008-12,Maine,41,28,177200
2008-12,New Hampshire,42,39,233400
2008-12,Rhode Island,43,50,243700
2008-12,Montana,44,35,183200
2008-12,Delaware,45,13,230100
2008-12,South Dakota,46,52,140300
2008-12,Alaska,47,3,289900
2008-12,North Dakota,48,37,134900
2008-12,Vermont,49,58,185700
2008-12,District of Columbia,50,12,390300
2008-12,Wyoming,51,62,183500
2009-01,California,1,9,370800
2009-01,Texas,2,54,133400
2009-01,New York,3,43,252900
2009-01,Florida,4,14,177400
2009-01,Illinois,5,21,177800
2009-01,Pennsylvania,6,47,150900
2009-01,Ohio,7,44,113800
2009-01,Michigan,8,30,103700
2009-01,Georgia,9,16,148300
2009-01,North Carolina,10,36,149800
2009-01,New Jersey,11,40,329700
2009-01,Virginia,12,56,231700
2009-01,Washington,13,59,279700
2009-01,Massachusetts,14,26,310400
2009-01,Indiana,15,22,113300
2009-01,Arizona,16,8,191100
2009-01,Tennessee,17,53,119300
2009-01,Missouri,18,32,134500
2009-01,Maryland,19,27,282600
2009-01,Wisconsin,20,60,154800
2009-01,Minnesota,21,31,179500
2009-01,Colorado,22,10,227000
2009-01,Alabama,23,4,107200
2009-01,South Carolina,24,51,135300
2009-01,Louisiana,25,25,124600
2009-01,Kentucky,26,24,113700
2009-01,Oregon,27,46,239600
2009-01,Oklahoma,28,45,95300
2009-01,Connecticut,29,11,266700
2009-01,Iowa,30,19,111400
2009-01,Mississippi,31,34,110700
2009-01,Arkansas,32,6,99800
2009-01,Kansas,33,23,116700
2009-01,Utah,34,55,240600
2009-01,Nevada,35,42,204600
2009-01,New Mexico,36,41,180000
2009-01,West Virginia,37,61,81600
2009-01,Nebraska,38,38,118300
2009-01,Idaho,39,20,179000
2009-01,Hawaii,40,18,537700
2009-01,Maine,41,28,176200
2009-01,New Hampshire,42,39,231900
2009-01,Rhode Island,43,50,241700
2009-01,Montana,44,35,183200
2009-01,Delaware,45,13,229100
2009-01,South Dakota,46,52,140500
2009-01,Alaska,47,3,290300
2009-01,North Dakota,48,37,134600
2009-01,Vermont,49,58,185000
2009-01,District of Columbia,50,12,387300
2009-01,Wyoming,51,62,183400
2009-02,California,1,9,365400
2009-02,Texas,2,54,133100
2009-02,New York,3,43,251300
2009-02,Florida,4,14,173700
2009-02,Illinois,5,21,176100
2009-02,Pennsylvania,6,47,150700
2009-02,Ohio,7,44,113500
2009-02,Michigan,8,30,102200
2009-02,Georgia,9,16,147000
2009-02,North Carolina,10,36,149600
2009-02,New Jersey,11,40,326800
2009-02,Virginia,12,56,230200
2009-02,Washington,13,59,277200
2009-02,Massachusetts,14,26,309600
2009-02,Indiana,15,22,112700
2009-02,Arizona,16,8,187500
2009-02,Tennessee,17,53,119000
2009-02,Missouri,18,32,134200
2009-02,Maryland,19,27,279500
2009-02,Wisconsin,20,60,154500
2009-02,Minnesota,21,31,178300
2009-02,Colorado,22,10,226900
2009-02,Alabama,23,4,106700
2009-02,South Carolina,24,51,134900
2009-02,Louisiana,25,25,124900
2009-02,Kentucky,26,24,113800
2009-02,Oregon,27,46,237700
2009-02,Oklahoma,28,45,95700
2009-02,Connecticut,29,11,265100
2009-02,Iowa,30,19,111500
2009-02,Mississippi,31,34,110800
2009-02,Arkansas,32,6,99700
2009-02,Kansas,33,23,116600
2009-02,Utah,34,55,239400
2009-02,Nevada,35,42,199400
2009-02,New Mexico,36,41,179600
2009-02,West Virginia,37,61,81600
2009-02,Nebraska,38,38,118400
2009-02,Idaho,39,20,177600
2009-02,Hawaii,40,18,532400
2009-02,Maine,41,28,175500
2009-02,New Hampshire,42,39,230500
2009-02,Rhode Island,43,50,239800
2009-02,Montana,44,35,183300
2009-02,Delaware,45,13,228000
2009-02,South Dakota,46,52,140700
2009-02,Alaska,47,3,290700
2009-02,North Dakota,48,37,134900
2009-02,Vermont,49,58,184300
2009-02,District of Columbia,50,12,384600
2009-02,Wyoming,51,62,183400
2009-03,California,1,9,359500
2009-03,Texas,2,54,132800
2009-03,New York,3,43,249900
2009-03,Florida,4,14,169900
2009-03,Illinois,5,21,174300
2009-03,Pennsylvania,6,47,150500
2009-03,Ohio,7,44,113100
2009-03,Michigan,8,30,100800
2009-03,Georgia,9,16,145800
2009-03,North Carolina,10,36,149300
2009-03,New Jersey,11,40,323800
2009-03,Virginia,12,56,228700
2009-03,Washington,13,59,274300
2009-03,Massachusetts,14,26,308300
2009-03,Indiana,15,22,112200
2009-03,Arizona,16,8,183700
2009-03,Tennessee,17,53,118800
2009-03,Missouri,18,32,133900
2009-03,Maryland,19,27,276500
2009-03,Wisconsin,20,60,154300
2009-03,Minnesota,21,31,177200
2009-03,Colorado,22,10,226400
2009-03,Alabama,23,4,106300
2009-03,South Carolina,24,51,134500
2009-03,Louisiana,25,25,125100
2009-03,Kentucky,26,24,113900
2009-03,Oregon,27,46,235800
2009-03,Oklahoma,28,45,96100
2009-03,Connecticut,29,11,263300
2009-03,Iowa,30,19,111800
2009-03,Mississippi,31,34,110800
2009-03,Arkansas,32,6,99600
2009-03,Kansas,33,23,116500
2009-03,Utah,34,55,238200
2009-03,Nevada,35,42,194100
2009-03,New Mexico,36,41,179200
2009-03,West Virginia,37,61,81600
2009-03,Nebraska,38,38,118400
2009-03,Idaho,39,20,176400
2009-03,Hawaii,40,18,527300
2009-03,Maine,41,28,174700
2009-03,New Hampshire,42,39,229100
2009-03,Rhode Island,43,50,237800
2009-03,Montana,44,35,183300
2009-03,Delaware,45,13,226300
2009-03,South Dakota,46,52,141000
2009-03,Alaska,47,3,291200
2009-03,North Dakota,48,37,135600
2009-03,Vermont,49,58,183600
2009-03,District of Columbia,50,12,381500
2009-03,Wyoming,51,62,183400
2009-04,California,1,9,353200
2009-04,Texas,2,54,132400
2009-04,New York,3,43,248500
2009-04,Florida,4,14,166100
2009-04,Illinois,5,21,172500
2009-04,Pennsylvania,6,47,150200
2009-04,Ohio,7,44,112800
2009-04,Michigan,8,30,99400
2009-04,Georgia,9,16,144600
2009-04,North Carolina,10,36,148900
2009-04,New Jersey,11,40,320900
2009-04,Virginia,12,56,227100
2009-04,Washington,13,59,271400
2009-04,Massachusetts,14,26,306500
2009-04,Indiana,15,22,111700
2009-04,Arizona,16,8,180000
2009-04,Tennessee,17,53,118400
2009-04,Missouri,18,32,133500
2009-04,Maryland,19,27,273400
2009-04,Wisconsin,20,60,154100
2009-04,Minnesota,21,31,176000
2009-04,Colorado,22,10,225700
2009-04,Alabama,23,4,105900
2009-04,South Carolina,24,51,134000
2009-04,Louisiana,25,25,125300
2009-04,Kentucky,26,24,113800
2009-04,Oregon,27,46,233900
2009-04,Oklahoma,28,45,96400
2009-04,Connecticut,29,11,261200
2009-04,Iowa,30,19,112000
2009-04,Mississippi,31,34,110500
2009-04,Arkansas,32,6,99700
2009-04,Kansas,33,23,116500
2009-04,Utah,34,55,237000
2009-04,Nevada,35,42,188900
2009-04,New Mexico,36,41,178800
2009-04,West Virginia,37,61,81400
2009-04,Nebraska,38,38,118400
2009-04,Idaho,39,20,175300
2009-04,Hawaii,40,18,521900
2009-04,Maine,41,28,173600
2009-04,New Hampshire,42,39,227600
2009-04,Rhode Island,43,50,235500
2009-04,Montana,44,35,183200
2009-04,Delaware,45,13,224100
2009-04,South Dakota,46,52,141200
2009-04,Alaska,47,3,291700
2009-04,North Dakota,48,37,136100
2009-04,Vermont,49,58,182800
2009-04,District of Columbia,50,12,377800
2009-04,Wyoming,51,62,183400
2009-05,California,1,9,346600
2009-05,Texas,2,54,132000
2009-05,New York,3,43,246700
2009-05,Florida,4,14,162200
2009-05,Illinois,5,21,170400
2009-05,Pennsylvania,6,47,149800
2009-05,Ohio,7,44,112300
2009-05,Michigan,8,30,97800
2009-05,Georgia,9,16,143100
2009-05,North Carolina,10,36,148400
2009-05,New Jersey,11,40,317300
2009-05,Virginia,12,56,225200
2009-05,Washington,13,59,268100
2009-05,Massachusetts,14,26,304400
2009-05,Indiana,15,22,111100
2009-05,Arizona,16,8,176400
2009-05,Tennessee,17,53,117900
2009-05,Missouri,18,32,133000
2009-05,Maryland,19,27,269700
2009-05,Wisconsin,20,60,153600
2009-05,Minnesota,21,31,174400
2009-05,Colorado,22,10,224700
2009-05,Alabama,23,4,105400
2009-05,South Carolina,24,51,133300
2009-05,Louisiana,25,25,125500
2009-05,Kentucky,26,24,113700
2009-05,Oregon,27,46,231400
2009-05,Oklahoma,28,45,96500
2009-05,Connecticut,29,11,258800
2009-05,Iowa,30,19,112100
2009-05,Mississippi,31,34,110200
2009-05,Arkansas,32,6,99500
2009-05,Kansas,33,23,116300
2009-05,Utah,34,55,235600
2009-05,Nevada,35,42,183600
2009-05,New Mexico,36,41,178100
2009-05,West Virginia,37,61,81300
2009-05,Nebraska,38,38,118400
2009-05,Idaho,39,20,173900
2009-05,Hawaii,40,18,516300
2009-05,Maine,41,28,172400
2009-05,New Hampshire,42,39,225800
2009-05,Rhode Island,43,50,233000
2009-05,Montana,44,35,183200
2009-05,Delaware,45,13,222100
2009-05,South Dakota,46,52,141400
2009-05,Alaska,47,3,292000
2009-05,North Dakota,48,37,136600
2009-05,Vermont,49,58,181900
2009-05,District of Columbia,50,12,374000
2009-05,Wyoming,51,62,183100
2009-06,California,1,9,341100
2009-06,Texas,2,54,131600
2009-06,New York,3,43,244800
2009-06,Florida,4,14,158500
2009-06,Illinois,5,21,168100
2009-06,Pennsylvania,6,47,149300
2009-06,Ohio,7,44,111800
2009-06,Michigan,8,30,96200
2009-06,Georgia,9,16,141500
2009-06,North Carolina,10,36,147700
2009-06,New Jersey,11,40,313700
2009-06,Virginia,12,56,223300
2009-06,Washington,13,59,264900
2009-06,Massachusetts,14,26,302400
2009-06,Indiana,15,22,110300
2009-06,Arizona,16,8,173000
2009-06,Tennessee,17,53,117400
2009-06,Missouri,18,32,132500
2009-06,Maryland,19,27,266000
2009-06,Wisconsin,20,60,153000
2009-06,Minnesota,21,31,172500
2009-06,Colorado,22,10,223600
2009-06,Alabama,23,4,104700
2009-06,South Carolina,24,51,132700
2009-06,Louisiana,25,25,125600
2009-06,Kentucky,26,24,113600
2009-06,Oregon,27,46,228800
2009-06,Oklahoma,28,45,96500
2009-06,Connecticut,29,11,256400
2009-06,Iowa,30,19,112000
2009-06,Mississippi,31,34,109800
2009-06,Arkansas,32,6,99100
2009-06,Kansas,33,23,116200
2009-06,Utah,34,55,233600
2009-06,Nevada,35,42,178300
2009-06,New Mexico,36,41,177400
2009-06,West Virginia,37,61,81000
2009-06,Nebraska,38,38,118400
2009-06,Idaho,39,20,172200
2009-06,Hawaii,40,18,511400
2009-06,Maine,41,28,171300
2009-06,New Hampshire,42,39,223900
2009-06,Rhode Island,43,50,230700
2009-06,Montana,44,35,183100
2009-06,Delaware,45,13,220500
2009-06,South Dakota,46,52,141300
2009-06,Alaska,47,3,292200
2009-06,North Dakota,48,37,136700
2009-06,Vermont,49,58,181000
2009-06,District of Columbia,50,12,371000
2009-06,Wyoming,51,62,182800
2009-07,California,1,9,337900
2009-07,Texas,2,54,131400
2009-07,New York,3,43,243400
2009-07,Florida,4,14,155600
2009-07,Illinois,5,21,166100
2009-07,Pennsylvania,6,47,149000
2009-07,Ohio,7,44,111300
2009-07,Michigan,8,30,94700
2009-07,Georgia,9,16,140200
2009-07,North Carolina,10,36,147000
2009-07,New Jersey,11,40,311200
2009-07,Virginia,12,56,221900
2009-07,Washington,13,59,262500
2009-07,Massachusetts,14,26,301400
2009-07,Indiana,15,22,109800
2009-07,Arizona,16,8,170400
2009-07,Tennessee,17,53,117000
2009-07,Missouri,18,32,131900
2009-07,Maryland,19,27,263000
2009-07,Wisconsin,20,60,152300
2009-07,Minnesota,21,31,171200
2009-07,Colorado,22,10,223000
2009-07,Alabama,23,4,104100
2009-07,South Carolina,24,51,132300
2009-07,Louisiana,25,25,125600
2009-07,Kentucky,26,24,113400
2009-07,Oregon,27,46,227000
2009-07,Oklahoma,28,45,96500
2009-07,Connecticut,29,11,254800
2009-07,Iowa,30,19,111900
2009-07,Mississippi,31,34,109100
2009-07,Arkansas,32,6,98800
2009-07,Kansas,33,23,116000
2009-07,Utah,34,55,231400
2009-07,Nevada,35,42,173900
2009-07,New Mexico,36,41,176800
2009-07,West Virginia,37,61,80700
2009-07,Nebraska,38,38,118300
2009-07,Idaho,39,20,170600
2009-07,Hawaii,40,18,508200
2009-07,Maine,41,28,170600
2009-07,New Hampshire,42,39,222600
2009-07,Rhode Island,43,50,229100
2009-07,Montana,44,35,182900
2009-07,Delaware,45,13,219200
2009-07,South Dakota,46,52,141100
2009-07,Alaska,47,3,292600
2009-07,North Dakota,48,37,136500
2009-07,Vermont,49,58,180500
2009-07,District of Columbia,50,12,369700
2009-07,Wyoming,51,62,182500
2009-08,California,1,9,336500
2009-08,Texas,2,54,131400
2009-08,New York,3,43,242500
2009-08,Florida,4,14,153600
2009-08,Illinois,5,21,164400
2009-08,Pennsylvania,6,47,148700
2009-08,Ohio,7,44,111000
2009-08,Michigan,8,30,93500
2009-08,Georgia,9,16,139300
2009-08,North Carolina,10,36,146400
2009-08,New Jersey,11,40,309500
2009-08,Virginia,12,56,220900
2009-08,Washington,13,59,260700
2009-08,Massachusetts,14,26,301400
2009-08,Indiana,15,22,109300
2009-08,Arizona,16,8,168400
2009-08,Tennessee,17,53,116700
2009-08,Missouri,18,32,131400
2009-08,Maryland,19,27,261000
2009-08,Wisconsin,20,60,151600
2009-08,Minnesota,21,31,170400
2009-08,Colorado,22,10,222800
2009-08,Alabama,23,4,103600
2009-08,South Carolina,24,51,132000
2009-08,Louisiana,25,25,125700
2009-08,Kentucky,26,24,113100
2009-08,Oregon,27,46,225800
2009-08,Oklahoma,28,45,96600
2009-08,Connecticut,29,11,253900
2009-08,Iowa,30,19,111800
2009-08,Mississippi,31,34,108500
2009-08,Arkansas,32,6,98600
2009-08,Kansas,33,23,115800
2009-08,Utah,34,55,229100
2009-08,Nevada,35,42,170300
2009-08,New Mexico,36,41,176200
2009-08,West Virginia,37,61,80500
2009-08,Nebraska,38,38,118300
2009-08,Idaho,39,20,169200
2009-08,Hawaii,40,18,506000
2009-08,Maine,41,28,170400
2009-08,New Hampshire,42,39,222000
2009-08,Rhode Island,43,50,228300
2009-08,Montana,44,35,182700
2009-08,Delaware,45,13,218300
2009-08,South Dakota,46,52,140800
2009-08,Alaska,47,3,293200
2009-08,North Dakota,48,37,136300
2009-08,Vermont,49,58,180200
2009-08,District of Columbia,50,12,369600
2009-08,Wyoming,51,62,182300
2009-09,California,1,9,336200
2009-09,Texas,2,54,131500
2009-09,New York,3,43,241800
2009-09,Florida,4,14,152100
2009-09,Illinois,5,21,163000
2009-09,Pennsylvania,6,47,148600
2009-09,Ohio,7,44,110700
2009-09,Michigan,8,30,92300
2009-09,Georgia,9,16,138400
2009-09,North Carolina,10,36,145900
2009-09,New Jersey,11,40,308500
2009-09,Virginia,12,56,220100
2009-09,Washington,13,59,259400
2009-09,Massachusetts,14,26,301800
2009-09,Indiana,15,22,108900
2009-09,Arizona,16,8,166700
2009-09,Tennessee,17,53,116500
2009-09,Missouri,18,32,131000
2009-09,Maryland,19,27,259700
2009-09,Wisconsin,20,60,151100
2009-09,Minnesota,21,31,169800
2009-09,Colorado,22,10,222900
2009-09,Alabama,23,4,103200
2009-09,South Carolina,24,51,131900
2009-09,Louisiana,25,25,125700
2009-09,Kentucky,26,24,112900
2009-09,Oregon,27,46,224900
2009-09,Oklahoma,28,45,96600
2009-09,Connecticut,29,11,253700
2009-09,Iowa,30,19,111800
2009-09,Mississippi,31,34,108300
2009-09,Arkansas,32,6,98300
2009-09,Kansas,33,23,115700
2009-09,Utah,34,55,227000
2009-09,Nevada,35,42,167500
2009-09,New Mexico,36,41,175700
2009-09,West Virginia,37,61,80400
2009-09,Nebraska,38,38,118300
2009-09,Idaho,39,20,168000
2009-09,Hawaii,40,18,504500
2009-09,Maine,41,28,170500
2009-09,New Hampshire,42,39,221700
2009-09,Rhode Island,43,50,227900
2009-09,Montana,44,35,182500
2009-09,Delaware,45,13,217400
2009-09,South Dakota,46,52,140600
2009-09,Alaska,47,3,293700
2009-09,North Dakota,48,37,136500
2009-09,Vermont,49,58,179900
2009-09,District of Columbia,50,12,370100
2009-09,Wyoming,51,62,182000
2009-10,California,1,9,336500
2009-10,Texas,2,54,131500
2009-10,New York,3,43,241400
2009-10,Florida,4,14,151000
2009-10,Illinois,5,21,161800
2009-10,Pennsylvania,6,47,148500
2009-10,Ohio,7,44,110500
2009-10,Michigan,8,30,91300
2009-10,Georgia,9,16,137500
2009-10,North Carolina,10,36,145500
2009-10,New Jersey,11,40,308000
