Pivot1 Names,RegionName,SizeRank,RegionID,Pivot1 Values
2002-11,Georgia,9,16,137400
2002-11,North Carolina,10,36,120900
2002-11,New Jersey,11,40,241800
2002-11,Virginia,12,56,159800
2002-11,Washington,13,59,187300
2002-11,Massachusetts,14,26,293200
2002-11,Indiana,15,22,103200
2002-11,Arizona,16,8,148600
2002-11,Tennessee,17,53,91800
2002-11,Missouri,18,32,118800
2002-11,Maryland,19,27,182900
2002-11,Wisconsin,20,60,141700
2002-11,Minnesota,21,31,170600
2002-11,Colorado,22,10,212800
2002-11,Alabama,23,4,94400
2002-11,South Carolina,24,51,108500
2002-11,Louisiana,25,25,91500
2002-11,Kentucky,26,24,98400
2002-11,Oregon,27,46,161200
2002-11,Oklahoma,28,45,75800
2002-11,Connecticut,29,11,212700
2002-11,Iowa,30,19,89700
2002-11,Mississippi,31,34,69600
2002-11,Arkansas,32,6,78500
2002-11,Kansas,33,23,99300
2002-11,Utah,34,55,167100
2002-11,Nevada,35,42,173000
2002-11,New Mexico,36,41,137900
2002-11,West Virginia,37,61,64700
2002-11,Nebraska,38,38,96700
2002-11,Idaho,39,20,127100
2002-11,Hawaii,40,18,298900
2002-11,Maine,41,28,144100
2002-11,New Hampshire,42,39,199000
2002-11,Rhode Island,43,50,203600
2002-11,Montana,44,35,146300
2002-11,Delaware,45,13,148900
2002-11,South Dakota,46,52,102200
2002-11,Alaska,47,3,201300
2002-11,North Dakota,48,37,
2002-11,Vermont,49,58,131500
2002-11,District of Columbia,50,12,217500
2002-11,Wyoming,51,62,152500
2002-12,California,1,9,311200
2002-12,Texas,2,54,116000
2002-12,New York,3,43,182500
2002-12,Florida,4,14,137800
2002-12,Illinois,5,21,155800
2002-12,Pennsylvania,6,47,108600
2002-12,Ohio,7,44,113400
2002-12,Michigan,8,30,121200
2002-12,Georgia,9,16,137900
2002-12,North Carolina,10,36,121400
2002-12,New Jersey,11,40,245100
2002-12,Virginia,12,56,161000
2002-12,Washington,13,59,187900
2002-12,Massachusetts,14,26,296600
2002-12,Indiana,15,22,103300
2002-12,Arizona,16,8,149600
2002-12,Tennessee,17,53,92100
2002-12,Missouri,18,32,119300
2002-12,Maryland,19,27,185200
2002-12,Wisconsin,20,60,142400
2002-12,Minnesota,21,31,171900
2002-12,Colorado,22,10,213200
2002-12,Alabama,23,4,94700
2002-12,South Carolina,24,51,109000
2002-12,Louisiana,25,25,91600
2002-12,Kentucky,26,24,98900
2002-12,Oregon,27,46,162000
2002-12,Oklahoma,28,45,76200
2002-12,Connecticut,29,11,215400
2002-12,Iowa,30,19,89900
2002-12,Mississippi,31,34,69700
2002-12,Arkansas,32,6,79100
2002-12,Kansas,33,23,99600
2002-12,Utah,34,55,167200
2002-12,Nevada,35,42,174200
2002-12,New Mexico,36,41,137900
2002-12,West Virginia,37,61,65600
2002-12,Nebraska,38,38,97000
2002-12,Idaho,39,20,127500
2002-12,Hawaii,40,18,303200
2002-12,Maine,41,28,145200
2002-12,New Hampshire,42,39,201400
2002-12,Rhode Island,43,50,207000
2002-12,Montana,44,35,147100
2002-12,Delaware,45,13,150200
2002-12,South Dakota,46,52,102400
2002-12,Alaska,47,3,201500
2002-12,North Dakota,48,37,
2002-12,Vermont,49,58,132500
2002-12,District of Columbia,50,12,222600
2002-12,Wyoming,51,62,152800
2003-01,California,1,9,315500
2003-01,Texas,2,54,116200
2003-01,New York,3,43,184500
2003-01,Florida,4,14,139000
2003-01,Illinois,5,21,156400
2003-01,Pennsylvania,6,47,109400
2003-01,Ohio,7,44,113900
2003-01,Michigan,8,30,121600
2003-01,Georgia,9,16,138400
2003-01,North Carolina,10,36,121800
2003-01,New Jersey,11,40,248300
2003-01,Virginia,12,56,162100
2003-01,Washington,13,59,188400
2003-01,Massachusetts,14,26,299800
2003-01,Indiana,15,22,103500
2003-01,Arizona,16,8,150500
2003-01,Tennessee,17,53,92400
2003-01,Missouri,18,32,119800
2003-01,Maryland,19,27,187400
2003-01,Wisconsin,20,60,143300
2003-01,Minnesota,21,31,173300
2003-01,Colorado,22,10,213700
2003-01,Alabama,23,4,95000
2003-01,South Carolina,24,51,109300
2003-01,Louisiana,25,25,91800
2003-01,Kentucky,26,24,99500
2003-01,Oregon,27,46,162800
2003-01,Oklahoma,28,45,76400
2003-01,Connecticut,29,11,218000
2003-01,Iowa,30,19,90100
2003-01,Mississippi,31,34,69700
2003-01,Arkansas,32,6,79300
2003-01,Kansas,33,23,99900
2003-01,Utah,34,55,167400
2003-01,Nevada,35,42,175400
2003-01,New Mexico,36,41,138100
2003-01,West Virginia,37,61,66400
2003-01,Nebraska,38,38,97200
2003-01,Idaho,39,20,127900
2003-01,Hawaii,40,18,307600
2003-01,Maine,41,28,146300
2003-01,New Hampshire,42,39,203900
2003-01,Rhode Island,43,50,210200
2003-01,Montana,44,35,148000
2003-01,Delaware,45,13,151800
2003-01,South Dakota,46,52,101500
2003-01,Alaska,47,3,201800
2003-01,North Dakota,48,37,
2003-01,Vermont,49,58,133500
2003-01,District of Columbia,50,12,227800
2003-01,Wyoming,51,62,153100
2003-02,California,1,9,319900
2003-02,Texas,2,54,116300
2003-02,New York,3,43,186600
2003-02,Florida,4,14,140100
2003-02,Illinois,5,21,157000
2003-02,Pennsylvania,6,47,110200
2003-02,Ohio,7,44,114300
2003-02,Michigan,8,30,121800
2003-02,Georgia,9,16,138900
2003-02,North Carolina,10,36,122100
2003-02,New Jersey,11,40,251400
2003-02,Virginia,12,56,163300
2003-02,Washington,13,59,189100
2003-02,Massachusetts,14,26,302800
2003-02,Indiana,15,22,103800
2003-02,Arizona,16,8,151300
2003-02,Tennessee,17,53,92700
2003-02,Missouri,18,32,120200
2003-02,Maryland,19,27,189600
2003-02,Wisconsin,20,60,144200
2003-02,Minnesota,21,31,174600
2003-02,Colorado,22,10,214200
2003-02,Alabama,23,4,95200
2003-02,South Carolina,24,51,109600
2003-02,Louisiana,25,25,91900
2003-02,Kentucky,26,24,100100
2003-02,Oregon,27,46,163600
2003-02,Oklahoma,28,45,76400
2003-02,Connecticut,29,11,220400
2003-02,Iowa,30,19,90200
2003-02,Mississippi,31,34,69800
2003-02,Arkansas,32,6,79300
2003-02,Kansas,33,23,100000
2003-02,Utah,34,55,167800
2003-02,Nevada,35,42,176700
2003-02,New Mexico,36,41,138600
2003-02,West Virginia,37,61,67200
2003-02,Nebraska,38,38,97500
2003-02,Idaho,39,20,128200
2003-02,Hawaii,40,18,312000
2003-02,Maine,41,28,147500
2003-02,New Hampshire,42,39,206400
2003-02,Rhode Island,43,50,213500
2003-02,Montana,44,35,148800
2003-02,Delaware,45,13,153600
2003-02,South Dakota,46,52,99700
2003-02,Alaska,47,3,202400
2003-02,North Dakota,48,37,
2003-02,Vermont,49,58,134500
2003-02,District of Columbia,50,12,232700
2003-02,Wyoming,51,62,153600
2003-03,California,1,9,324300
2003-03,Texas,2,54,116400
2003-03,New York,3,43,188900
2003-03,Florida,4,14,141400
2003-03,Illinois,5,21,157600
2003-03,Pennsylvania,6,47,111100
2003-03,Ohio,7,44,114700
2003-03,Michigan,8,30,122000
2003-03,Georgia,9,16,139300
2003-03,North Carolina,10,36,122400
2003-03,New Jersey,11,40,254400
2003-03,Virginia,12,56,164500
2003-03,Washington,13,59,190100
2003-03,Massachusetts,14,26,305900
2003-03,Indiana,15,22,104200
2003-03,Arizona,16,8,152100
2003-03,Tennessee,17,53,93000
2003-03,Missouri,18,32,120700
2003-03,Maryland,19,27,191900
2003-03,Wisconsin,20,60,145000
2003-03,Minnesota,21,31,176000
2003-03,Colorado,22,10,214700
2003-03,Alabama,23,4,95500
2003-03,South Carolina,24,51,109900
2003-03,Louisiana,25,25,92100
2003-03,Kentucky,26,24,100600
2003-03,Oregon,27,46,164400
2003-03,Oklahoma,28,45,76500
2003-03,Connecticut,29,11,222900
2003-03,Iowa,30,19,90400
2003-03,Mississippi,31,34,70000
2003-03,Arkansas,32,6,79400
2003-03,Kansas,33,23,100000
2003-03,Utah,34,55,168300
2003-03,Nevada,35,42,178200
2003-03,New Mexico,36,41,138900
2003-03,West Virginia,37,61,68000
2003-03,Nebraska,38,38,97900
2003-03,Idaho,39,20,128600
2003-03,Hawaii,40,18,316300
2003-03,Maine,41,28,148700
2003-03,New Hampshire,42,39,209000
2003-03,Rhode Island,43,50,217000
2003-03,Montana,44,35,149300
2003-03,Delaware,45,13,155400
2003-03,South Dakota,46,52,98000
2003-03,Alaska,47,3,203100
2003-03,North Dakota,48,37,
2003-03,Vermont,49,58,135400
2003-03,District of Columbia,50,12,237600
2003-03,Wyoming,51,62,153900
2003-04,California,1,9,329000
2003-04,Texas,2,54,116400
2003-04,New York,3,43,191200
2003-04,Florida,4,14,142700
2003-04,Illinois,5,21,158300
2003-04,Pennsylvania,6,47,112100
2003-04,Ohio,7,44,115100
2003-04,Michigan,8,30,122100
2003-04,Georgia,9,16,139700
2003-04,North Carolina,10,36,122800
2003-04,New Jersey,11,40,257400
2003-04,Virginia,12,56,165800
2003-04,Washington,13,59,191200
2003-04,Massachusetts,14,26,308800
2003-04,Indiana,15,22,104700
2003-04,Arizona,16,8,152800
2003-04,Tennessee,17,53,93200
2003-04,Missouri,18,32,121300
2003-04,Maryland,19,27,194300
2003-04,Wisconsin,20,60,145800
2003-04,Minnesota,21,31,177300
2003-04,Colorado,22,10,215300
2003-04,Alabama,23,4,95900
2003-04,South Carolina,24,51,110200
2003-04,Louisiana,25,25,92400
2003-04,Kentucky,26,24,101100
2003-04,Oregon,27,46,165200
2003-04,Oklahoma,28,45,76700
2003-04,Connecticut,29,11,225300
2003-04,Iowa,30,19,90700
2003-04,Mississippi,31,34,70100
2003-04,Arkansas,32,6,79400
2003-04,Kansas,33,23,100000
2003-04,Utah,34,55,169000
2003-04,Nevada,35,42,179700
2003-04,New Mexico,36,41,139300
2003-04,West Virginia,37,61,68800
2003-04,Nebraska,38,38,98400
2003-04,Idaho,39,20,129000
2003-04,Hawaii,40,18,320700
2003-04,Maine,41,28,150100
2003-04,New Hampshire,42,39,211700
2003-04,Rhode Island,43,50,220700
2003-04,Montana,44,35,149100
2003-04,Delaware,45,13,157200
2003-04,South Dakota,46,52,96400
2003-04,Alaska,47,3,204000
2003-04,North Dakota,48,37,
2003-04,Vermont,49,58,136500
2003-04,District of Columbia,50,12,242400
2003-04,Wyoming,51,62,154300
2003-05,California,1,9,333800
2003-05,Texas,2,54,116500
2003-05,New York,3,43,193300
2003-05,Florida,4,14,144200
2003-05,Illinois,5,21,159100
2003-05,Pennsylvania,6,47,113100
2003-05,Ohio,7,44,115500
2003-05,Michigan,8,30,122400
2003-05,Georgia,9,16,140100
2003-05,North Carolina,10,36,123400
2003-05,New Jersey,11,40,260500
2003-05,Virginia,12,56,167200
2003-05,Washington,13,59,192600
2003-05,Massachusetts,14,26,311600
2003-05,Indiana,15,22,105000
2003-05,Arizona,16,8,153400
2003-05,Tennessee,17,53,93500
2003-05,Missouri,18,32,121800
2003-05,Maryland,19,27,196600
2003-05,Wisconsin,20,60,146500
2003-05,Minnesota,21,31,178500
2003-05,Colorado,22,10,215700
2003-05,Alabama,23,4,96300
2003-05,South Carolina,24,51,110600
2003-05,Louisiana,25,25,92800
2003-05,Kentucky,26,24,101500
2003-05,Oregon,27,46,166000
2003-05,Oklahoma,28,45,76900
2003-05,Connecticut,29,11,227900
2003-05,Iowa,30,19,91100
2003-05,Mississippi,31,34,70200
2003-05,Arkansas,32,6,79600
2003-05,Kansas,33,23,100100
2003-05,Utah,34,55,169700
2003-05,Nevada,35,42,181500
2003-05,New Mexico,36,41,139900
2003-05,West Virginia,37,61,69600
2003-05,Nebraska,38,38,99000
2003-05,Idaho,39,20,129500
2003-05,Hawaii,40,18,325100
2003-05,Maine,41,28,151600
2003-05,New Hampshire,42,39,214200
2003-05,Rhode Island,43,50,224600
2003-05,Montana,44,35,147900
2003-05,Delaware,45,13,158900
2003-05,South Dakota,46,52,95200
2003-05,Alaska,47,3,205100
2003-05,North Dakota,48,37,
2003-05,Vermont,49,58,137500
2003-05,District of Columbia,50,12,247200
2003-05,Wyoming,51,62,154800
2003-06,California,1,9,338900
2003-06,Texas,2,54,116700
2003-06,New York,3,43,195300
2003-06,Florida,4,14,145700
2003-06,Illinois,5,21,160000
2003-06,Pennsylvania,6,47,114200
2003-06,Ohio,7,44,115900
2003-06,Michigan,8,30,122700
2003-06,Georgia,9,16,140500
2003-06,North Carolina,10,36,124000
2003-06,New Jersey,11,40,263700
2003-06,Virginia,12,56,168700
2003-06,Washington,13,59,194000
2003-06,Massachusetts,14,26,314200
2003-06,Indiana,15,22,105100
2003-06,Arizona,16,8,154100
2003-06,Tennessee,17,53,93800
2003-06,Missouri,18,32,122400
2003-06,Maryland,19,27,199100
2003-06,Wisconsin,20,60,147100
2003-06,Minnesota,21,31,179600
2003-06,Colorado,22,10,216000
2003-06,Alabama,23,4,96600
2003-06,South Carolina,24,51,111100
2003-06,Louisiana,25,25,93500
2003-06,Kentucky,26,24,101900
2003-06,Oregon,27,46,166900
2003-06,Oklahoma,28,45,77200
2003-06,Connecticut,29,11,230400
2003-06,Iowa,30,19,91500
2003-06,Mississippi,31,34,70200
2003-06,Arkansas,32,6,79900
2003-06,Kansas,33,23,100500
2003-06,Utah,34,55,170400
2003-06,Nevada,35,42,183600
2003-06,New Mexico,36,41,140700
2003-06,West Virginia,37,61,70200
